index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,6307138,65683,240263,2417,3428235,2638640,24541,0,0,0,0,2020-08-12
1,South America,4968415,82788,165236,1845,3570261,1232918,14735,0,0,0,0,2020-08-12
2,Asia,5301239,94341,114137,1566,4034274,1152828,18907,0,0,0,0,2020-08-12
3,Europe,3106059,21726,207189,372,1861628,1037242,5196,0,0,0,0,2020-08-12
4,Africa,1077991,8898,24322,410,772327,281342,1211,0,0,0,0,2020-08-12
5,Oceania,24155,496,378,21,14104,9673,52,0,0,0,0,2020-08-12
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-12
7,World,20785718,273932,751540,6631,13681480,6352698,64646,2667,964,0,0,2020-08-12
8,USA,5359556,53599,169111,1366,2804232,2386213,17316,16181,511,67487271,203751,2020-08-12
9,Brazil,3170474,58081,104263,1164,2309477,756734,8318,14904,490,13231548,62198,2020-08-12
10,India,2395471,67066,47138,950,1695860,652473,8944,1734,34,26015297,18831,2020-08-12
11,Russia,902701,5102,15260,129,710298,177143,2300,6185,105,31307764,214522,2020-08-12
12,South Africa,568919,2810,11010,259,432029,125880,539,9579,185,3295434,55486,2020-08-12
13,Mexico,492522,6686,53929,926,332800,105793,3832,3815,418,1112114,8615,2020-08-12
14,Peru,489680,0,21501,0,335756,132423,1496,14829,651,2612599,79115,2020-08-12
15,Colombia,422519,12066,13837,362,239785,168897,1493,8294,272,2023256,39716,2020-08-12
16,Chile,378168,1552,10205,27,351419,16544,1268,19763,533,1908964,99764,2020-08-12
17,Spain,376864,3172,28579,0,0,0,617,8060,611,7472031,159806,2020-08-12
18,Iran,333699,2510,18988,188,290244,24467,3940,3967,226,2763225,32852,2020-08-12
19,UK,313798,1009,46706,77,0,0,70,4620,688,18868566,277778,2020-08-12
20,Saudi Arabia,293037,1569,3269,36,257269,32499,1826,8403,94,3933427,112792,2020-08-12
21,Pakistan,285921,730,6129,17,263193,16599,785,1292,28,2186442,9878,2020-08-12
22,Argentina,268574,7663,5213,209,187283,76078,1585,5936,115,891817,19712,2020-08-12
23,Bangladesh,266498,2995,3513,42,153089,109896,0,1616,21,1302739,7901,2020-08-12
24,Italy,251713,476,35225,10,202697,13791,53,4164,583,7369576,121909,2020-08-12
25,Turkey,244392,1212,5891,18,227089,11412,632,2894,70,5454988,64601,2020-08-12
26,Germany,220850,1320,9276,8,199900,11674,224,2635,111,8586648,102448,2020-08-12
27,France,206696,2524,30371,17,83472,92853,379,3166,465,5500000,84239,2020-08-12
28,Iraq,160436,3441,5588,57,114541,40307,592,3979,139,1203883,29859,2020-08-12
29,Philippines,143749,4444,2404,93,68997,72348,389,1310,22,1853010,16885,2020-08-12
30,Indonesia,130718,1942,5903,79,85798,39017,0,477,22,1783673,6513,2020-08-12
31,Canada,120844,423,9006,15,107148,4690,2289,3199,238,4541747,120217,2020-08-12
32,Qatar,113938,292,190,2,110627,3121,75,40579,68,533995,190182,2020-08-12
33,Kazakhstan,100855,691,1269,0,74677,24909,221,5364,67,2183308,116123,2020-08-12
34,Ecuador,97110,1547,5984,33,78887,12239,348,5495,339,272000,15391,2020-08-12
35,Egypt,95963,129,5085,26,55901,34977,41,936,50,135000,1317,2020-08-12
36,Bolivia,93328,1693,3761,49,31753,57814,71,7983,322,198178,16952,2020-08-12
37,Israel,88151,1558,639,17,62109,25403,369,9584,69,1996966,217118,2020-08-12
38,Ukraine,84548,1433,1970,19,45686,36892,129,1935,45,1214941,27800,2020-08-12
39,Sweden,83455,0,5774,5,0,0,33,8258,571,917036,90738,2020-08-12
40,Oman,82299,249,539,6,77072,4688,165,16073,105,309212,60390,2020-08-12
41,Dominican Republic,82224,1130,1371,25,47095,33758,300,7571,126,304501,28038,2020-08-12
42,Panama,77377,913,1703,23,51597,24077,162,17902,394,258224,59744,2020-08-12
43,Belgium,75008,388,9885,6,17841,47282,77,6469,852,1888690,162882,2020-08-12
44,Kuwait,73785,717,489,3,65451,7845,117,17249,114,543858,127143,2020-08-12
45,Belarus,69102,97,595,3,65893,2614,0,7313,63,1384026,146474,2020-08-12
46,Romania,65177,1415,2807,43,31048,31322,485,3391,146,1427626,74269,2020-08-12
47,UAE,63212,246,358,0,57193,5661,0,6383,36,5700145,575556,2020-08-12
48,Netherlands,60627,654,6161,2,0,0,35,3537,359,1195475,69751,2020-08-12
49,Guatemala,59089,1123,2267,34,47394,9428,5,3292,126,185374,10326,2020-08-12
