index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,9387595,64957,323329,1331,6138388,2925878,17919,0,0,0,0,2020-10-08
1,Asia,11515693,108937,208390,1830,9808617,1498686,20805,0,0,0,0,2020-10-08
2,South America,8517007,57519,267655,1968,7393247,856105,17421,0,0,0,0,2020-10-08
3,Europe,5724900,101693,228538,900,2967083,2529279,9971,0,0,0,0,2020-10-08
4,Africa,1555698,10589,37455,301,1292138,226105,1623,0,0,0,0,2020-10-08
5,Oceania,32099,97,941,0,29195,1963,12,0,0,0,0,2020-10-08
6,,721,0,15,0,651,55,4,0,0,0,0,2020-10-08
7,World,36733713,343792,1066323,6330,27629319,8038071,67755,4713,1368,0,0,2020-10-08
8,USA,7830721,53610,217644,863,5015921,2597156,14574,23620,656,115189100,347451,2020-10-08
9,India,6903806,70818,106554,1000,5903170,894082,8944,4990,77,83465975,60323,2020-10-08
10,Brazil,5029539,27182,149034,730,4414564,465941,8318,23617,700,17900000,84051,2020-10-08
11,Russia,1260112,11493,22056,191,1002329,235727,2300,8634,151,49148954,336749,2020-10-08
12,Colombia,886179,8496,27331,151,777658,81190,2220,17366,536,4047592,79321,2020-10-08
13,Spain,884381,5585,32688,126,0,0,1585,18913,699,13689776,292769,2020-10-08
14,Argentina,856369,15454,22710,484,684844,148815,4043,18901,501,2166276,47813,2020-10-08
15,Peru,838614,2952,33098,89,728216,77300,1233,25340,1000,4003363,120969,2020-10-08
16,Mexico,799188,4580,82726,378,560895,155567,2421,6181,640,2037413,15758,2020-10-08
17,South Africa,686891,1736,17408,160,618771,50712,539,11543,293,4339686,72926,2020-10-08
18,France,671638,18129,32521,76,100306,538811,1427,10283,498,11900095,182202,2020-10-08
19,UK,561815,17540,42592,77,0,0,442,8264,627,26679020,392441,2020-10-08
20,Iran,488236,4392,27888,230,399300,61048,4335,5793,331,4232064,50214,2020-10-08
21,Chile,476016,1576,13167,77,448710,14139,812,24844,687,3581727,186935,2020-10-08
22,Iraq,394566,3522,9683,79,323815,61068,524,9752,239,2439828,60303,2020-10-08
23,Bangladesh,374592,1441,5460,20,288316,80816,0,2268,33,2039413,12350,2020-10-08
24,Italy,338398,4458,36083,22,236363,65952,358,5599,597,12197500,201820,2020-10-08
25,Saudi Arabia,338132,421,4972,25,323769,9391,879,9673,142,6876458,196707,2020-10-08
26,Philippines,331869,2363,6069,144,274318,51482,1758,3018,55,4013902,36500,2020-10-08
27,Turkey,330753,1615,8667,58,290352,31734,1403,3910,102,11278047,133339,2020-10-08
