index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,9581208,50437,326539,518,6295056,2959613,18178,0,0,0,0,2020-10-11
1,Asia,11830308,99192,213232,1604,10146357,1470719,20898,0,0,0,0,2020-10-11
2,South America,8667162,25660,271311,805,7526752,869099,17575,0,0,0,0,2020-10-11
3,Europe,6033333,90172,230939,632,3025916,2776478,10444,0,0,0,0,2020-10-11
4,Africa,1587267,8968,38168,208,1311333,237766,1720,0,0,0,0,2020-10-11
5,Oceania,32505,28,942,1,29405,2158,9,0,0,0,0,2020-10-11
6,,721,0,15,0,659,47,4,0,0,0,0,2020-10-11
7,World,37732504,274457,1081146,3768,28335478,8315880,68828,4841,1387,0,0,2020-10-11
8,USA,7991069,41749,219695,325,5127109,2644265,14713,24103,663,118465016,357315,2020-10-11
9,India,7119300,67757,109184,813,6146427,863689,8944,5145,79,86877242,62784,2020-10-11
10,Brazil,5095586,3746,150488,252,4470163,474935,8318,23925,707,17900000,84046,2020-10-11
11,Russia,1298718,13634,22597,143,1020442,255679,2300,8898,155,50781349,347932,2020-10-11
12,Colombia,911316,8569,27834,174,789787,93695,2220,17858,545,4173863,81788,2020-10-11
13,Argentina,894206,10324,23868,287,721380,148958,4237,19735,527,2225558,49118,2020-10-11
14,Spain,890367,0,32929,0,0,0,1590,19041,704,13689776,292768,2020-10-11
15,Peru,846088,0,33223,0,738189,74676,1207,25563,1004,4050681,122385,2020-10-11
16,Mexico,814328,4577,83642,135,591150,139536,2537,6298,647,2084627,16122,2020-10-11
17,France,734974,16101,32683,46,100828,601463,1448,11253,500,12394558,189769,2020-10-11
18,South Africa,692471,1575,17780,107,623765,50926,546,11635,299,4407441,74057,2020-10-11
19,UK,603716,12872,42825,65,0,0,442,8880,630,26987470,396961,2020-10-11
20,Iran,500075,3822,28544,251,406389,65142,4482,5933,339,4312514,51164,2020-10-11
21,Chile,481371,1776,13318,46,453352,14701,791,25122,695,3693252,192742,2020-10-11
