index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
0,China,80739,4,3120,1,58749,18870,5111,561,2020-03-09,,,
1,Italy,9172,1797,463,97,724,7985,733,1517,2020-03-09,,,
2,S. Korea,7478,165,53,3,166,7259,36,1459,2020-03-09,,,
3,Iran,7161,595,237,43,2394,4530,0,853,2020-03-09,,,
4,France,1412,203,30,11,12,1370,66,216,2020-03-09,,,
5,Spain,1231,557,30,13,32,1169,11,263,2020-03-09,,,
6,Germany,1224,184,2,2,18,1204,9,146,2020-03-09,,,
7,Diamond Princess,696,0,7,0,245,444,32,0,2020-03-09,,,
8,USA,624,83,26,4,15,583,8,19,2020-03-09,,,
9,Japan,530,28,9,2,101,420,33,42,2020-03-09,,,
10,Switzerland,374,42,2,0,3,369,0,432,2020-03-09,,,
11,UK,321,43,5,2,18,298,0,47,2020-03-09,,,
12,Netherlands,321,56,4,1,0,317,1,187,2020-03-09,,,
13,Sweden,261,58,0,0,1,260,0,258,2020-03-09,,,
14,Belgium,239,39,0,0,1,238,2,206,2020-03-09,,,
15,Norway,227,51,0,0,1,226,0,419,2020-03-09,,,
16,Singapore,160,10,0,0,93,67,10,273,2020-03-09,,,
17,Austria,131,27,0,0,2,129,1,145,2020-03-09,,,
18,Malaysia,117,18,0,0,24,93,2,36,2020-03-09,,,
19,Hong Kong,116,1,3,0,59,54,6,155,2020-03-09,,,
20,Bahrain,109,24,0,0,22,87,0,641,2020-03-09,,,
21,Australia,93,10,3,0,22,68,1,36,2020-03-09,,,
22,Denmark,90,55,0,0,1,89,0,155,2020-03-09,,,
23,Greece,84,11,0,0,0,84,1,81,2020-03-09,,,
24,Canada,77,11,1,1,8,68,1,20,2020-03-09,,,
25,Iraq,71,6,7,1,3,61,0,18,2020-03-09,,,
26,Iceland,65,7,0,0,1,64,0,0,2020-03-09,,,
27,Kuwait,65,1,0,0,1,64,3,152,2020-03-09,,,
28,Egypt,59,4,1,0,1,57,0,6,2020-03-09,,,
29,UAE,59,14,0,0,12,47,2,60,2020-03-09,,,
30,San Marino,51,14,2,1,0,49,5,0,2020-03-09,,,
31,Thailand,50,0,1,0,33,16,1,7,2020-03-09,,,
32,Israel,50,11,0,0,4,46,1,58,2020-03-09,,,
33,India,47,7,0,0,4,43,0,0,2020-03-09,,,
34,Taiwan,45,0,1,0,15,29,0,19,2020-03-09,,,
35,Lebanon,41,9,0,0,1,40,3,60,2020-03-09,,,
36,Portugal,39,9,0,0,0,39,0,38,2020-03-09,,,
37,Czechia,38,6,0,0,0,38,0,35,2020-03-09,,,
38,Finland,33,8,0,0,1,32,0,60,2020-03-09,,,
39,Vietnam,31,1,0,0,16,15,0,3,2020-03-09,,,
40,Brazil,25,0,0,0,0,25,1,1,2020-03-09,,,
41,Palestine,25,6,0,0,0,25,0,49,2020-03-09,,,
42,Philippines,24,14,1,0,2,21,1,2,2020-03-09,,,
43,Ireland,24,3,0,0,0,24,0,49,2020-03-09,,,
44,Slovenia,24,8,0,0,0,24,0,115,2020-03-09,,,
45,Algeria,20,0,0,0,0,20,0,5,2020-03-09,,,
46,Russia,20,3,0,0,3,17,0,1,2020-03-09,,,
47,Saudi Arabia,20,9,0,0,1,19,0,6,2020-03-09,,,
48,Indonesia,19,13,0,0,0,19,0,1,2020-03-09,,,
49,Oman,18,2,0,0,9,9,0,35,2020-03-09,,,
50,Qatar,18,3,0,0,0,18,0,62,2020-03-09,,,
51,Argentina,17,5,1,0,0,16,0,4,2020-03-09,,,
52,Romania,17,2,0,0,5,12,0,9,2020-03-09,,,
53,Poland,17,6,0,0,0,17,2,4,2020-03-09,,,
54,Pakistan,16,9,0,0,1,15,0,1,2020-03-09,,,
55,Ecuador,15,1,0,0,0,15,1,9,2020-03-09,,,
56,Georgia,15,2,0,0,0,15,1,38,2020-03-09,,,
57,Croatia,13,1,0,0,0,13,0,32,2020-03-09,,,
58,Chile,13,3,0,0,0,13,0,7,2020-03-09,,,
59,Macao,10,0,0,0,10,0,0,0,2020-03-09,,,
60,Estonia,10,0,0,0,0,10,0,75,2020-03-09,,,
61,Azerbaijan,9,0,0,0,0,9,0,9,2020-03-09,,,
62,Costa Rica,9,0,0,0,0,9,1,18,2020-03-09,,,
63,Hungary,9,2,0,0,0,9,0,9,2020-03-09,,,
64,Peru,9,2,0,0,0,9,0,3,2020-03-09,,,
65,Mexico,7,0,0,0,1,6,1,1,2020-03-09,,,
66,Slovakia,7,2,0,0,0,7,0,13,2020-03-09,,,
67,South Africa,7,4,0,0,0,7,0,1,2020-03-09,,,
68,Belarus,6,0,0,0,0,6,0,6,2020-03-09,,,
69,Latvia,6,3,0,0,1,5,0,32,2020-03-09,,,
70,Albania,6,4,0,0,0,6,0,21,2020-03-09,,,
71,Maldives,6,2,0,0,0,6,0,0,2020-03-09,,,
72,Dominican Republic,5,0,0,0,0,5,0,5,2020-03-09,,,
73,Luxembourg,5,0,0,0,0,5,0,0,2020-03-09,,,
74,New Zealand,5,0,0,0,0,5,0,10,2020-03-09,,,
75,Tunisia,5,3,0,0,0,5,0,4,2020-03-09,,,
76,Bosnia and Herzegovina,5,2,0,0,0,5,0,15,2020-03-09,,,
77,French Guiana,5,0,0,0,0,5,0,0,2020-03-09,,,
78,Afghanistan,4,0,0,0,0,4,0,1,2020-03-09,,,
79,North Macedonia,4,1,0,0,0,4,0,19,2020-03-09,,,
80,Senegal,4,0,0,0,1,3,0,2,2020-03-09,,,
81,Bulgaria,4,0,0,0,0,4,0,6,2020-03-09,,,
82,Malta,4,1,0,0,0,4,0,0,2020-03-09,,,
83,Bangladesh,3,0,0,0,0,3,0,0,2020-03-09,,,
84,Colombia,3,2,0,0,0,3,0,1,2020-03-09,,,
85,Cambodia,2,0,0,0,1,1,0,1,2020-03-09,,,
86,Morocco,2,0,0,0,0,2,1,1,2020-03-09,,,
87,Nigeria,2,1,0,0,0,2,0,0,2020-03-09,,,
88,Cameroon,2,0,0,0,0,2,0,1,2020-03-09,,,
89,Cyprus,2,2,0,0,0,2,0,17,2020-03-09,,,
90,Faeroe Islands,2,0,0,0,0,2,0,0,2020-03-09,,,
91,Martinique,2,0,0,0,0,2,0,0,2020-03-09,,,
92,Saint Martin,2,0,0,0,0,2,0,0,2020-03-09,,,
93,Serbia,2,1,0,0,0,2,0,2,2020-03-09,,,
94,Andorra,1,0,0,0,0,1,0,0,2020-03-09,,,
95,Armenia,1,0,0,0,0,1,0,3,2020-03-09,,,
96,Jordan,1,0,0,0,0,1,0,1,2020-03-09,,,
97,Lithuania,1,0,0,0,0,1,0,4,2020-03-09,,,
98,Monaco,1,0,0,0,0,1,0,0,2020-03-09,,,
99,Nepal,1,0,0,0,1,0,0,0,2020-03-09,,,
100,Sri Lanka,1,0,0,0,1,0,0,0,2020-03-09,,,
101,Ukraine,1,0,0,0,0,1,0,0,2020-03-09,,,
102,Bhutan,1,0,0,0,0,1,0,0,2020-03-09,,,
103,Brunei,1,1,0,0,0,1,0,0,2020-03-09,,,
104,Burkina Faso,1,1,0,0,0,1,0,0,2020-03-09,,,
105,Channel Islands,1,1,0,0,0,1,0,0,2020-03-09,,,
106,Gibraltar,1,0,0,0,1,0,0,0,2020-03-09,,,
107,Vatican City,1,0,0,0,0,1,0,0,2020-03-09,,,
108,Liechtenstein,1,0,0,0,0,1,0,0,2020-03-09,,,
109,Moldova,1,0,0,0,0,1,0,2,2020-03-09,,,
110,Paraguay,1,0,0,0,0,1,0,1,2020-03-09,,,
111,St. Barth,1,0,0,0,0,1,0,0,2020-03-09,,,
112,Togo,1,0,0,0,0,1,0,1,2020-03-09,,,
