index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,653051,25987,27557,2445,49595,575899,14550,0,0,0,0,2020-04-14
1,Europe,934917,27531,83317,3328,243117,608483,29107,0,0,0,0,2020-04-14
2,Asia,321111,10782,11721,370,155669,153721,6475,0,0,0,0,2020-04-14
3,South America,57680,2986,2511,263,10622,44547,1164,0,0,0,0,2020-04-14
4,Oceania,7857,58,70,4,4227,3560,85,0,0,0,0,2020-04-14
5,Africa,16852,908,876,38,3338,12638,178,0,0,0,0,2020-04-14
6,,721,0,14,0,639,68,7,0,0,0,0,2020-04-14
7,World,1992189,68252,126066,6448,467207,1398916,51566,256,162,0,0,2020-04-14
8,USA,611156,24215,25924,2284,38675,546557,13443,1846,78,3063063,9254,2020-04-14
9,Spain,172541,2442,18056,300,67504,86981,7371,3690,386,600000,12833,2020-04-14
10,Italy,162488,2972,21067,602,37130,104291,3186,2687,348,1073689,17758,2020-04-14
11,France,143303,6524,15729,762,28805,98769,6730,2195,241,333807,5114,2020-04-14
12,Germany,131359,1287,3294,100,68200,59865,4288,1568,39,1317887,15730,2020-04-14
13,UK,93873,5252,12107,778,0,81422,1559,1383,178,382650,5637,2020-04-14
14,Iran,74877,1574,4683,98,48129,22065,3691,891,56,287359,3421,2020-04-14
15,Turkey,65111,4062,1403,107,4799,58909,1809,772,17,443626,5260,2020-04-14
16,Belgium,31119,530,4157,254,6868,20094,1223,2685,359,102151,8814,2020-04-14
17,Netherlands,27419,868,2945,122,250,24224,1358,1600,172,134972,7877,2020-04-14
18,Canada,26897,1217,898,118,8172,17827,557,713,24,437475,11591,2020-04-14
19,Switzerland,25936,248,1174,36,13700,11062,386,2997,136,199000,22993,2020-04-14
20,Brazil,25262,1832,1532,204,3046,20684,296,119,7,62985,296,2020-04-14
21,Russia,21102,2774,170,22,1694,19238,8,145,1,1400000,9593,2020-04-14
22,Portugal,17448,514,567,32,347,16534,218,1711,56,191680,18798,2020-04-14
23,Austria,14226,185,384,16,7633,6209,243,1580,43,151796,16854,2020-04-14
24,Israel,12046,460,123,7,2195,9728,175,1392,14,117339,13557,2020-04-14
25,India,11487,1034,393,35,1359,9735,0,8,3,244893,177,2020-04-14
26,Ireland,11479,832,406,41,25,11048,194,2325,82,90646,18358,2020-04-14
27,Sweden,11445,497,1033,114,381,10031,915,1133,102,54700,5416,2020-04-14
28,S. Korea,10564,27,222,5,7534,2808,55,206,4,527438,10288,2020-04-14
29,Peru,10303,519,230,14,2869,7204,132,312,7,102216,3100,2020-04-14
30,Chile,7917,392,92,10,2646,5179,387,414,5,87794,4593,2020-04-14
31,Japan,7645,27,143,0,799,6703,135,60,1,78702,622,2020-04-14
32,Ecuador,7603,74,369,14,696,6538,129,431,21,25347,1437,2020-04-14
33,Poland,7202,268,263,18,618,6321,160,190,7,148321,3919,2020-04-14
34,Romania,6879,246,351,20,1051,5477,241,358,18,70097,3644,2020-04-14
35,Norway,6623,20,139,5,32,6452,59,1222,26,128569,23716,2020-04-14
36,Denmark,6511,193,299,14,2515,3697,100,1124,52,74210,12812,2020-04-14
37,Australia,6400,41,61,0,3598,2741,80,251,2,366493,14372,2020-04-14
38,Czechia,6111,52,161,18,642,5308,92,571,15,131542,12283,2020-04-14
39,Pakistan,5837,341,96,3,1378,4363,46,26,4,69928,317,2020-04-14
40,Saudi Arabia,5369,435,73,8,889,4407,59,154,2,150000,4309,2020-04-14
41,Philippines,5223,291,335,20,295,4593,1,48,3,43500,397,2020-04-14
42,Mexico,5014,353,332,36,1964,2718,207,39,3,37395,290,2020-04-14
43,Malaysia,4987,170,82,5,2478,2427,60,154,3,84791,2620,2020-04-14
44,UAE,4933,412,28,3,933,3972,1,499,3,648195,65538,2020-04-14
45,Indonesia,4839,282,459,60,426,3954,0,18,2,31628,116,2020-04-14
46,Serbia,4465,411,94,9,400,3971,131,511,11,23398,2678,2020-04-14
47,Panama,3472,0,94,0,61,3317,106,805,22,15567,3608,2020-04-14
48,Qatar,3428,197,7,0,373,3048,37,1190,2,52622,18265,2020-04-14
49,Ukraine,3372,270,98,5,119,3155,45,77,2,35153,804,2020-04-14
50,Luxembourg,3307,15,67,0,500,2740,30,5283,107,29523,47163,2020-04-14
51,Dominican Republic,3286,119,183,6,162,2941,143,303,17,9275,855,2020-04-14
52,Belarus,3281,362,33,4,203,3045,57,347,3,71875,7606,2020-04-14
53,Singapore,3252,334,10,1,611,2631,29,556,2,72680,12423,2020-04-14
54,Finland,3161,97,64,5,300,2797,74,571,12,47290,8535,2020-04-14
55,Colombia,2979,127,127,15,354,2498,106,59,2,43053,846,2020-04-14
56,Thailand,2613,34,41,1,1405,1167,61,37,6,100498,1440,2020-04-14
57,South Africa,2415,143,27,0,410,1978,7,41,5,87022,1467,2020-04-14
58,Egypt,2350,160,178,14,589,1583,0,23,2,25000,244,2020-04-14
59,Argentina,2277,0,102,4,559,1616,83,50,2,22805,505,2020-04-14
60,Greece,2170,25,101,2,269,1800,76,208,10,48798,4682,2020-04-14
61,Algeria,2070,87,326,13,691,1053,60,47,7,3359,77,2020-04-14
62,Moldova,1934,222,40,5,134,1760,80,479,10,6271,1555,2020-04-14
63,Morocco,1888,125,126,0,217,1545,1,51,3,9609,260,2020-04-14
64,Iceland,1720,9,8,0,989,723,8,5040,23,36339,106490,2020-04-14
65,Croatia,1704,54,31,6,415,1258,34,415,8,18359,4472,2020-04-14
66,Bahrain,1528,167,7,1,645,876,3,898,4,69359,40762,2020-04-14
67,Hungary,1512,54,122,13,122,1268,58,157,13,35825,3708,2020-04-14
68,Iraq,1400,22,78,0,766,556,0,35,2,45437,1130,2020-04-14
69,Estonia,1373,41,31,3,115,1227,11,1035,23,32263,24321,2020-04-14
70,New Zealand,1366,17,9,4,628,729,4,283,2,64399,13355,2020-04-14
71,Kuwait,1355,55,3,1,176,1176,26,317,7,0,0,2020-04-14
72,Kazakhstan,1232,141,14,2,203,1015,21,66,7,76904,4096,2020-04-14
73,Slovenia,1220,8,56,1,152,1012,35,587,27,35946,17291,2020-04-14
74,Azerbaijan,1197,49,13,1,351,833,25,118,1,71736,7075,2020-04-14
75,Uzbekistan,1165,167,4,0,99,1062,8,35,1,70000,2091,2020-04-14
76,Bosnia and Herzegovina,1083,46,40,1,236,807,4,330,12,12407,3782,2020-04-14
77,Lithuania,1070,8,29,5,101,940,14,393,11,42690,15682,2020-04-14
78,Armenia,1067,28,16,2,265,786,30,360,5,8316,2806,2020-04-14
79,Hong Kong,1013,3,4,0,434,575,13,135,5,96709,12900,2020-04-14
80,Bangladesh,1012,209,46,7,42,924,1,6,3,13128,80,2020-04-14
81,North Macedonia,908,54,44,6,86,778,15,436,21,9262,4446,2020-04-14
