index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,8248063,58360,296270,1243,5120935,2830858,17786,0,0,0,0,2020-09-18
1,Asia,9224264,124478,173549,1835,7508880,1541835,19609,0,0,0,0,2020-09-18
2,South America,7428102,69017,235773,1452,6164886,1027443,15519,0,0,0,0,2020-09-18
3,Europe,4353831,51074,215503,657,2354594,1783734,6970,0,0,0,0,2020-09-18
4,Africa,1397183,8173,33677,197,1145208,218298,1451,0,0,0,0,2020-09-18
5,Oceania,30343,48,872,5,26525,2946,23,0,0,0,0,2020-09-18
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-18
7,World,30682507,311150,955659,5389,22321679,7405169,61362,3936,1226,0,0,2020-09-18
8,USA,6923928,49332,203132,919,4187081,2533715,14255,20892,613,96201819,290271,2020-09-18
9,India,5305475,92789,85625,1221,4205201,1014649,8944,3836,62,61572343,44524,2020-09-18
10,Brazil,4497434,39991,135857,826,3789139,572438,8318,21126,638,14617980,68666,2020-09-18
11,Russia,1091186,5905,19195,134,901207,170784,2300,7477,132,42000000,287774,2020-09-18
12,Peru,756412,6314,31283,137,600795,124334,1449,22874,946,3640863,110099,2020-09-18
13,Colombia,750471,6526,23850,185,621521,105100,863,14716,468,3332152,65338,2020-09-18
14,Mexico,684113,3182,72179,201,488416,123518,2557,5294,559,1549643,11992,2020-09-18
15,Spain,659334,4697,30495,90,0,0,1345,14101,652,10756835,230050,2020-09-18
16,South Africa,657627,2055,15857,85,586844,54926,539,11059,267,4003590,67324,2020-09-18
17,Argentina,613658,11945,12656,196,467286,133716,3225,13551,279,1682249,37149,2020-09-18
18,Chile,442827,1677,12199,57,415981,14647,902,23123,637,2975891,155388,2020-09-18
19,France,428696,13215,31249,154,91574,305873,827,6565,479,10000000,153128,2020-09-18
20,Iran,416198,3049,23952,144,355505,36741,3869,4942,284,3691399,43830,2020-09-18
21,UK,385936,4322,41732,27,0,0,127,5679,614,21368297,314411,2020-09-18
22,Bangladesh,345805,1541,4881,22,252335,88589,0,2095,30,1796509,10885,2020-09-18
23,Saudi Arabia,328720,576,4430,31,308352,15938,1189,9411,127,5966884,170833,2020-09-18
24,Iraq,311690,4305,8408,76,245305,57977,536,7713,208,2021586,50027,2020-09-18
25,Pakistan,304386,752,6408,9,291683,6295,579,1372,29,3090660,13935,2020-09-18
26,Turkey,299810,1771,7377,62,264805,27628,1402,3547,87,9076278,107370,2020-09-18
27,Italy,294932,1907,35668,10,216807,42457,208,4880,590,10246163,169519,2020-09-18
28,Philippines,279526,3257,4830,47,208790,65906,1048,2544,44,3293210,29968,2020-09-18
29,Germany,271244,2202,9464,7,241300,20480,246,3235,113,14557136,173626,2020-09-18
30,Indonesia,236519,3891,9336,114,170774,56409,0,863,34,2841352,10365,2020-09-18
31,Israel,179071,3815,1196,27,130024,47851,581,19469,130,2931763,318753,2020-09-18
32,Ukraine,169472,3228,3468,68,75486,90518,177,3880,79,1925482,44086,2020-09-18
33,Canada,141911,1044,9205,5,123723,8983,76,3753,243,6422063,169838,2020-09-18
34,Bolivia,129419,547,7511,33,87716,34192,71,11055,642,282838,24160,2020-09-18
35,Ecuador,124129,1872,11044,15,97063,16022,381,7013,624,376406,21266,2020-09-18
36,Qatar,122917,224,209,1,119822,2886,59,43777,74,714183,254356,2020-09-18
37,Romania,110217,1527,4360,48,88235,17622,447,5738,227,2185923,113795,2020-09-18
38,Kazakhstan,107134,78,1671,0,101610,3853,221,5691,89,2733455,145208,2020-09-18
39,Dominican Republic,106732,596,2034,12,80179,24519,210,9818,187,422070,38825,2020-09-18
40,Panama,104879,741,2229,16,79093,23557,156,24227,515,423054,97724,2020-09-18
41,Egypt,101772,131,5733,18,87958,8081,41,991,56,135000,1314,2020-09-18
42,Kuwait,98528,704,580,5,88776,9172,101,23000,135,701484,163749,2020-09-18
43,Belgium,97976,2028,9936,1,18854,69186,74,8446,857,2768761,238676,2020-09-18
44,Morocco,97264,2760,1755,41,76690,18819,264,2629,47,2342307,63300,2020-09-18
45,Oman,91753,0,818,0,84648,6287,180,17874,159,309212,60235,2020-09-18
