index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
0,China,80652,1,3070,0,55523,22059,5489,560,2020-03-07,,,
1,S. Korea,7041,448,48,5,118,6875,36,1373,2020-03-07,,,
2,Italy,5883,1247,233,36,589,5061,567,973,2020-03-07,,,
3,Iran,5823,1076,145,21,1669,4009,0,693,2020-03-07,,,
4,France,949,296,16,7,12,921,45,145,2020-03-07,,,
5,Germany,800,130,0,0,18,782,9,95,2020-03-07,,,
6,Diamond Princess,696,0,6,0,245,445,32,0,2020-03-07,,,
7,Spain,503,102,10,2,30,463,9,108,2020-03-07,,,
8,Japan,461,41,6,0,76,379,28,36,2020-03-07,,,
9,USA,410,91,19,4,15,376,8,12,2020-03-07,,,
10,Switzerland,268,54,1,0,3,264,0,310,2020-03-07,,,
11,UK,209,45,2,0,18,189,0,31,2020-03-07,,,
12,Netherlands,188,60,1,0,0,187,1,110,2020-03-07,,,
13,Belgium,169,60,0,0,1,168,1,146,2020-03-07,,,
14,Sweden,161,24,0,0,1,160,0,159,2020-03-07,,,
15,Norway,156,29,0,0,0,156,0,288,2020-03-07,,,
16,Singapore,138,8,0,0,90,48,8,236,2020-03-07,,,
17,Hong Kong,108,0,2,0,51,55,6,144,2020-03-07,,,
18,Malaysia,93,10,0,0,23,70,0,29,2020-03-07,,,
19,Bahrain,85,25,0,0,6,79,0,500,2020-03-07,,,
20,Austria,81,15,0,0,2,79,1,90,2020-03-07,,,
21,Australia,74,11,2,0,22,50,1,29,2020-03-07,,,
22,Greece,66,21,0,0,0,66,1,63,2020-03-07,,,
23,Kuwait,61,3,0,0,1,60,0,143,2020-03-07,,,
24,Canada,60,6,0,0,8,52,1,16,2020-03-07,,,
25,Iraq,54,8,4,0,1,49,0,13,2020-03-07,,,
26,Thailand,50,2,1,0,31,18,1,7,2020-03-07,,,
27,Iceland,50,5,0,0,1,49,0,0,2020-03-07,,,
28,Egypt,48,33,0,0,1,47,0,0,2020-03-07,,,
29,Taiwan,45,0,1,0,15,29,0,19,2020-03-07,,,
30,UAE,45,0,0,0,7,38,2,45,2020-03-07,,,
31,India,34,3,0,0,3,31,0,0,2020-03-07,,,
32,Lebanon,28,6,0,0,1,27,3,41,2020-03-07,,,
33,Denmark,27,6,0,0,1,26,0,47,2020-03-07,,,
34,Czechia,26,7,0,0,0,26,0,24,2020-03-07,,,
35,Israel,25,4,0,0,3,22,1,29,2020-03-07,,,
36,San Marino,23,0,1,0,0,22,4,0,2020-03-07,,,
37,Portugal,21,8,0,0,0,21,0,21,2020-03-07,,,
38,Vietnam,20,3,0,0,16,4,0,0,2020-03-07,,,
39,Algeria,19,2,0,0,0,19,0,0,2020-03-07,,,
40,Finland,19,4,0,0,1,18,0,34,2020-03-07,,,
41,Ireland,19,1,0,0,0,19,0,38,2020-03-07,,,
42,Palestine,19,3,0,0,0,19,0,37,2020-03-07,,,
43,Brazil,18,5,0,0,0,18,0,0,2020-03-07,,,
44,Oman,16,0,0,0,2,14,0,31,2020-03-07,,,
45,Ecuador,14,1,0,0,0,14,1,8,2020-03-07,,,
46,Russia,14,1,0,0,2,12,0,0,2020-03-07,,,
47,Georgia,13,4,0,0,0,13,1,33,2020-03-07,,,
48,Romania,13,4,0,0,3,10,0,7,2020-03-07,,,
49,Croatia,12,1,0,0,0,12,0,29,2020-03-07,,,
50,Qatar,12,1,0,0,0,12,0,42,2020-03-07,,,
51,Slovenia,12,4,0,0,0,12,0,58,2020-03-07,,,
52,Macao,10,0,0,0,10,0,0,0,2020-03-07,,,
53,Estonia,10,0,0,0,0,10,0,75,2020-03-07,,,
54,Argentina,9,1,1,1,0,8,0,0,2020-03-07,,,
55,Azerbaijan,9,0,0,0,0,9,0,9,2020-03-07,,,
56,Saudi Arabia,7,2,0,0,1,6,0,0,2020-03-07,,,
57,Philippines,6,1,1,0,2,3,1,0,2020-03-07,,,
58,Belarus,6,0,0,0,0,6,0,6,2020-03-07,,,
59,Mexico,6,0,0,0,1,5,0,0,2020-03-07,,,
60,Pakistan,6,0,0,0,1,5,0,0,2020-03-07,,,
61,Poland,6,1,0,0,0,6,0,0,2020-03-07,,,
62,New Zealand,5,1,0,0,0,5,0,10,2020-03-07,,,
63,Chile,5,0,0,0,0,5,0,0,2020-03-07,,,
64,Hungary,5,1,0,0,0,5,0,5,2020-03-07,,,
65,Afghanistan,4,3,0,0,0,4,0,0,2020-03-07,,,
66,Indonesia,4,0,0,0,0,4,0,0,2020-03-07,,,
67,Senegal,4,0,0,0,1,3,0,0,2020-03-07,,,
68,Luxembourg,3,0,0,0,0,3,0,0,2020-03-07,,,
69,North Macedonia,3,0,0,0,0,3,0,14,2020-03-07,,,
70,Bosnia and Herzegovina,3,0,0,0,0,3,0,9,2020-03-07,,,
71,Malta,3,3,0,0,0,3,0,0,2020-03-07,,,
72,Slovakia,3,2,0,0,0,3,0,5,2020-03-07,,,
73,Cambodia,2,1,0,0,1,1,0,0,2020-03-07,,,
74,Dominican Republic,2,0,0,0,0,2,0,0,2020-03-07,,,
75,Morocco,2,0,0,0,0,2,1,0,2020-03-07,,,
76,Cameroon,2,0,0,0,0,2,0,0,2020-03-07,,,
77,Faeroe Islands,2,0,0,0,0,2,0,0,2020-03-07,,,
78,Maldives,2,2,0,0,0,2,0,0,2020-03-07,,,
79,South Africa,2,1,0,0,0,2,0,0,2020-03-07,,,
80,Andorra,1,0,0,0,0,1,0,0,2020-03-07,,,
81,Armenia,1,0,0,0,0,1,0,0,2020-03-07,,,
82,Jordan,1,0,0,0,0,1,0,0,2020-03-07,,,
83,Latvia,1,0,0,0,1,0,0,5,2020-03-07,,,
84,Lithuania,1,0,0,0,0,1,0,0,2020-03-07,,,
85,Monaco,1,0,0,0,0,1,0,0,2020-03-07,,,
86,Nepal,1,0,0,0,1,0,0,0,2020-03-07,,,
87,Nigeria,1,0,0,0,0,1,0,0,2020-03-07,,,
88,Sri Lanka,1,0,0,0,1,0,0,0,2020-03-07,,,
