index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
89,Tunisia,1,0,0,0,0,1,0,0,2020-03-07,,,
90,Ukraine,1,0,0,0,0,1,0,0,2020-03-07,,,
91,Bhutan,1,0,0,0,0,1,0,0,2020-03-07,,,
92,Colombia,1,0,0,0,0,1,0,0,2020-03-07,,,
93,Costa Rica,1,0,0,0,0,1,0,0,2020-03-07,,,
94,Gibraltar,1,0,0,0,0,1,1,0,2020-03-07,,,
95,Vatican City,1,0,0,0,0,1,0,0,2020-03-07,,,
96,Liechtenstein,1,0,0,0,0,1,0,0,2020-03-07,,,
97,Moldova,1,1,0,0,0,1,0,0,2020-03-07,,,
98,Paraguay,1,1,0,0,0,1,0,0,2020-03-07,,,
99,Peru,1,0,0,0,0,1,0,0,2020-03-07,,,
100,Serbia,1,0,0,0,0,1,0,0,2020-03-07,,,
101,Togo,1,0,0,0,0,1,0,0,2020-03-07,,,
102,Total:,105984,3940,3570,76,58629,43785,6259,136,2020-03-07,,,
