index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2253244,29228,134755,1475,909902,1208587,19419,0,0,0,0,2020-06-06
1,South America,1112426,40118,48681,1230,525357,538388,11778,0,0,0,0,2020-06-06
2,Europe,2078732,15777,178583,624,1073597,826552,7186,0,0,0,0,2020-06-06
3,Asia,1326429,34306,34367,692,803141,488921,14730,0,0,0,0,2020-06-06
4,Africa,185996,6659,5082,140,83432,97482,463,0,0,0,0,2020-06-06
5,Oceania,8865,4,124,0,8275,466,2,0,0,0,0,2020-06-06
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-06
7,World,6966413,126092,401607,4161,3404355,3160451,53582,894,515,0,0,2020-06-06
8,USA,1988462,22754,112096,706,748627,1127739,17021,6010,339,20750572,62715,2020-06-06
9,Brazil,673587,27581,35957,910,302084,335546,8318,3170,169,999836,4706,2020-06-06
10,Russia,458689,8855,5725,197,221388,231576,2300,3143,39,12388968,84896,2020-06-06
11,Spain,288390,332,27135,1,0,0,617,6168,580,4063843,86920,2020-06-06
12,UK,284868,1557,40465,204,0,0,604,4198,596,5438712,80144,2020-06-06
13,India,246622,10438,6946,297,118695,120981,8944,179,5,4524317,3281,2020-06-06
14,Italy,234801,270,33846,72,165078,35877,293,3883,560,4187057,69245,2020-06-06
15,Peru,191758,4358,5301,139,82731,103726,1062,5822,161,1173003,35612,2020-06-06
16,Germany,185696,282,8769,6,168900,8027,576,2217,105,4348880,51917,2020-06-06
17,Iran,169425,2269,8209,75,132038,29178,2578,2019,98,1040289,12397,2020-06-06
18,Turkey,169218,878,4669,21,135322,29227,591,2008,55,2303258,27330,2020-06-06
19,France,153634,579,29142,31,70806,53686,1059,2354,447,1384633,21216,2020-06-06
20,Chile,127745,5246,1541,93,95631,30573,1524,6687,81,687510,35986,2020-06-06
21,Mexico,110026,4346,13170,625,78590,18266,378,854,102,324897,2522,2020-06-06
22,Saudi Arabia,98869,3121,676,34,71791,26402,1484,2843,19,933201,26836,2020-06-06
23,Canada,95057,722,7773,70,53614,33670,1738,2520,206,1868201,49529,2020-06-06
24,Pakistan,93983,4734,1935,97,32581,59467,111,426,9,660508,2995,2020-06-06
25,Qatar,67195,1700,51,2,42527,24617,238,23932,18,251391,89533,2020-06-06
26,Bangladesh,63026,2635,846,35,13325,48855,1,383,5,384851,2338,2020-06-06
27,Belgium,59072,165,9580,14,16190,33302,121,5098,827,923820,79734,2020-06-06
28,Belarus,47751,883,263,4,23015,24473,92,5053,28,609671,64519,2020-06-06
29,Netherlands,47335,183,6011,6,0,0,97,2763,351,388113,22654,2020-06-06
30,South Africa,45973,2539,952,44,24258,20763,208,776,16,891668,15048,2020-06-06
31,Sweden,43887,114,4656,17,0,0,198,4347,461,275500,27291,2020-06-06
32,Ecuador,41575,0,3534,0,20568,17473,252,2359,201,120845,6857,2020-06-06
33,UAE,38268,626,275,1,21061,16932,1,3873,28,2500000,252989,2020-06-06
34,Colombia,38027,1392,1205,60,14382,22440,335,748,24,399505,7857,2020-06-06
35,Singapore,37527,344,25,1,24559,12943,4,6418,4,408495,69862,2020-06-06
36,Portugal,34351,382,1474,9,20807,12070,58,3368,145,873998,85698,2020-06-06
37,Egypt,32612,1497,1198,32,8538,22876,41,319,12,135000,1321,2020-06-06
38,Kuwait,31131,487,254,10,19282,11595,180,7298,60,311624,73049,2020-06-06
39,Switzerland,30956,20,1921,0,28700,335,28,3579,222,419980,48551,2020-06-06
40,Indonesia,30514,993,1801,31,9907,18806,0,112,7,394068,1442,2020-06-06
41,Ukraine,26514,550,777,15,11812,13925,301,606,18,414542,9475,2020-06-06
42,Poland,25986,576,1153,16,12641,12192,160,687,30,1038281,27432,2020-06-06
43,Ireland,25183,20,1678,8,22698,807,36,5104,340,348416,70617,2020-06-06
44,Argentina,22020,983,648,16,6180,15192,274,488,14,189278,4191,2020-06-06
45,Philippines,21340,714,994,7,4441,15905,82,195,9,420114,3838,2020-06-06
46,Romania,20290,187,1322,6,14419,4549,153,1054,69,496408,25793,2020-06-06
47,Afghanistan,19551,582,327,18,1830,17394,19,503,8,45900,1181,2020-06-06
48,Dominican Republic,19195,487,536,11,11919,6740,110,1771,49,90141,8315,2020-06-06
49,Israel,17752,190,295,4,15042,2415,29,1930,32,637863,69351,2020-06-06
50,Japan,17103,39,914,7,15079,1110,99,135,7,311447,2462,2020-06-06
51,Austria,16898,55,672,0,15789,437,17,1877,75,485912,53973,2020-06-06
52,Oman,16016,930,72,0,3451,12493,67,3143,14,105772,20754,2020-06-06
53,Panama,15463,0,370,0,9719,5374,77,3588,86,72697,16868,2020-06-06
54,Bahrain,14383,548,24,2,9056,5303,15,8478,14,361376,213001,2020-06-06
55,Bolivia,12728,483,427,12,1739,10562,3,1091,37,28239,2422,2020-06-06
56,Kazakhstan,12511,199,53,1,7135,5323,62,667,3,915904,48821,2020-06-06
57,Armenia,12364,547,190,7,3720,8454,10,4173,64,66674,22503,2020-06-06
58,Nigeria,12233,389,342,9,3826,8065,7,59,2,74999,365,2020-06-06
59,Denmark,11924,49,587,1,10721,616,15,2059,101,696334,120248,2020-06-06
60,Serbia,11741,74,248,1,11056,437,14,1343,28,269185,30801,2020-06-06
61,S. Korea,11719,51,273,0,10531,915,15,229,5,1005305,19609,2020-06-06
62,Iraq,11098,1252,318,33,4904,5876,60,276,8,294444,7333,2020-06-06
63,Algeria,10050,115,698,8,6631,2721,24,229,16,0,0,2020-06-06
64,Czechia,9567,38,327,0,6885,2355,12,893,31,468375,43742,2020-06-06
65,Moldova,9511,264,331,8,5450,3730,306,2357,82,58521,14505,2020-06-06
66,Ghana,9462,294,44,2,3547,5871,3,305,1,226741,7309,2020-06-06
