index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2571369,31756,148764,1630,1129825,1292780,19424,0,0,0,0,2020-06-17
1,South America,1554160,40472,65068,1806,824871,664221,12159,0,0,0,0,2020-06-17
2,Europe,2252411,17199,184659,692,1204367,863385,6407,0,0,0,0,2020-06-17
3,Asia,1733193,41744,44558,898,1085221,603414,15959,0,0,0,0,2020-06-17
4,Africa,270623,9042,7248,222,125549,137826,493,0,0,0,0,2020-06-17
5,Oceania,8983,23,124,0,8448,411,3,0,0,0,0,2020-06-17
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-17
7,World,8391460,140236,450436,5248,4378932,3562092,54449,1077,578,0,0,2020-06-17
8,USA,2233526,25126,119939,807,912535,1201052,16653,6749,362,26211238,79205,2020-06-17
9,Brazil,960309,31475,46665,1209,477364,436280,8318,4519,220,1709468,8045,2020-06-17
10,Russia,553301,7843,7478,194,304342,241481,2300,3791,51,15679724,107445,2020-06-17
11,India,367264,13103,12262,341,194438,160564,8944,266,9,6084256,4411,2020-06-17
12,UK,299251,1115,42153,184,0,0,379,4409,621,7121976,104932,2020-06-17
13,Spain,291763,355,27136,0,0,0,617,6240,580,4826516,103232,2020-06-17
14,Peru,240908,3752,7257,201,128622,105029,1111,7311,220,1417911,43029,2020-06-17
15,Italy,237828,328,34448,43,179455,23925,163,3933,570,4773408,78945,2020-06-17
16,Iran,195051,2612,9185,120,154812,31054,2789,2323,109,1319920,15723,2020-06-17
17,Germany,190179,1797,8927,17,173600,7652,406,2270,107,5029696,60039,2020-06-17
18,Chile,184449,0,3615,232,156232,24602,1794,9652,189,886169,46373,2020-06-17
19,Turkey,182727,1429,4861,19,154640,23226,745,2168,58,2773904,32904,2020-06-17
20,France,158174,458,29575,28,73667,54932,772,2423,453,1384633,21214,2020-06-17
21,Mexico,154863,4599,18310,730,116178,20375,378,1202,142,428563,3325,2020-06-17
22,Pakistan,154760,5839,2975,136,58437,93348,111,701,13,950782,4308,2020-06-17
23,Saudi Arabia,141234,4919,1091,39,91662,48481,1859,4060,31,1167766,33566,2020-06-17
24,Canada,99853,386,8254,41,62017,29582,1971,2647,219,2254481,59755,2020-06-17
25,Bangladesh,98489,4008,1305,43,38189,58995,1,598,8,551244,3349,2020-06-17
26,Qatar,83174,1097,82,2,62172,20920,240,29622,29,304801,108555,2020-06-17
27,South Africa,80412,4078,1674,49,44331,34407,208,1357,28,1200736,20256,2020-06-17
28,Belgium,60244,89,9675,12,16684,33885,67,5199,835,1056075,91137,2020-06-17
29,Colombia,57046,2115,1864,63,21326,33856,335,1122,37,535220,10523,2020-06-17
30,Belarus,56032,663,324,6,32735,22973,92,5930,34,778935,82432,2020-06-17
31,Sweden,54562,1239,5041,102,0,0,272,5404,499,325000,32188,2020-06-17
32,Egypt,49219,1363,1850,84,13141,34228,41,481,18,135000,1320,2020-06-17
33,Netherlands,49204,117,6074,4,0,0,73,2872,355,484389,28271,2020-06-17
34,Ecuador,48490,547,4007,37,23881,20602,230,2750,227,135845,7705,2020-06-17
35,UAE,43364,382,295,2,29537,13532,1,4387,30,2626000,265643,2020-06-17
36,Indonesia,41431,1031,2276,45,16243,22912,0,152,8,559872,2048,2020-06-17
37,Singapore,41216,247,26,0,31938,9252,2,7047,4,576189,98519,2020-06-17
38,Portugal,37672,336,1523,1,23580,12569,71,3694,149,1006563,98705,2020-06-17
39,Kuwait,37533,575,306,3,28896,8331,190,8794,72,343027,80375,2020-06-17
40,Argentina,35552,1393,913,35,10512,24127,274,787,20,250615,5547,2020-06-17
41,Ukraine,33234,758,943,31,14943,17348,327,760,22,517995,11842,2020-06-17
42,Switzerland,31187,33,1956,2,28900,331,18,3605,226,475224,54926,2020-06-17
43,Poland,30701,506,1286,14,14921,14494,76,811,34,1247099,32950,2020-06-17
44,Philippines,27238,457,1108,5,6820,19310,417,249,10,536845,4902,2020-06-17
45,Afghanistan,26874,564,504,13,6158,20212,19,691,13,60298,1551,2020-06-17
46,Oman,26079,810,116,2,11797,14166,102,5113,23,148467,29110,2020-06-17
47,Ireland,25341,7,1710,1,22698,933,28,5134,346,386572,78325,2020-06-17
48,Iraq,24254,1554,773,61,10770,12711,159,604,19,380005,9458,2020-06-17
49,Dominican Republic,24105,419,633,18,14216,9256,137,2223,58,114535,10563,2020-06-17
50,Romania,22760,345,1451,14,16117,5192,161,1183,75,585353,30421,2020-06-17
51,Panama,21962,0,457,0,13774,7731,107,5093,106,93646,21718,2020-06-17
52,Bahrain,19961,408,49,2,14185,5727,27,11753,29,445669,262408,2020-06-17
53,Bolivia,19883,810,659,27,3752,15472,71,1704,56,50114,4296,2020-06-17
54,Israel,19783,288,303,1,15459,4021,36,2151,33,788870,85769,2020-06-17
55,Armenia,18033,544,302,9,6814,10917,10,6086,102,87600,29564,2020-06-17
56,Nigeria,17735,587,469,14,5967,11299,7,86,2,103799,504,2020-06-17
57,Japan,17628,41,931,4,15850,847,70,139,7,348051,2752,2020-06-17
58,Austria,17203,14,687,6,16099,417,11,1911,76,540615,60039,2020-06-17
59,Kazakhstan,15542,350,97,9,9920,5525,77,828,5,1184416,63110,2020-06-17
60,Moldova,12732,478,433,10,7077,5222,417,3156,107,63328,15697,2020-06-17
61,Ghana,12590,397,66,8,4410,8114,6,406,2,258010,8311,2020-06-17
62,Serbia,12522,96,257,1,11511,754,17,1433,29,319581,36571,2020-06-17
63,Denmark,12294,44,598,0,11185,511,6,2123,103,840721,145166,2020-06-17
64,S. Korea,12198,43,279,1,10774,1145,15,238,5,1132823,22096,2020-06-17
65,Algeria,11268,121,799,11,7943,2526,41,257,18,0,0,2020-06-17
66,Azerbaijan,10991,329,133,7,6075,4783,66,1084,13,397399,39209,2020-06-17
67,Guatemala,10706,434,418,19,2096,8192,5,598,23,31427,1756,2020-06-17
68,Czechia,10162,51,333,2,7399,2430,12,949,31,505272,47185,2020-06-17
69,Cameroon,9864,0,276,0,5570,4018,28,372,10,0,0,2020-06-17
70,Honduras,9656,478,330,8,1075,8251,13,976,33,21540,2176,2020-06-17
71,Morocco,8997,66,213,1,7993,791,7,244,6,471736,12787,2020-06-17
72,Norway,8692,32,243,1,8138,311,6,1604,45,292891,54043,2020-06-17
73,Malaysia,8515,10,121,0,7873,521,4,263,4,664334,20537,2020-06-17
74,Sudan,8020,280,487,10,2966,4567,0,183,11,401,9,2020-06-17
75,Australia,7370,23,102,0,6859,409,3,289,4,1877702,73671,2020-06-17
76,Nepal,7177,586,20,1,1167,5990,0,247,7,383315,13166,2020-06-17
77,Finland,7117,5,326,0,6200,591,2,1285,59,224400,40502,2020-06-17
78,Ivory Coast,6063,384,48,2,2749,3266,0,230,2,39851,1513,2020-06-17
79,Uzbekistan,5682,189,19,0,4131,1532,13,170,6,748555,22379,2020-06-17
80,Senegal,5369,122,73,3,3606,1690,16,321,4,63862,3819,2020-06-17
81,Tajikistan,5221,61,51,1,3700,1470,0,548,5,0,0,2020-06-17
82,DRC,5100,126,115,3,640,4345,0,57,1,0,0,2020-06-17
83,Guinea,4668,29,26,0,3364,1278,24,356,2,14407,1099,2020-06-17
84,Haiti,4547,106,80,4,24,4443,0,399,7,9353,821,2020-06-17
85,Djibouti,4545,6,43,0,3411,1091,0,4603,44,40855,41377,2020-06-17
86,North Macedonia,4482,183,210,9,1803,2469,34,2151,101,46445,22293,2020-06-17
87,Gabon,4229,115,30,1,1505,2694,15,1902,13,24873,11188,2020-06-17
88,Luxembourg,4085,10,110,0,3935,40,1,6530,176,124071,198345,2020-06-17
89,Hungary,4078,1,567,2,2547,964,16,422,59,242139,25063,2020-06-17
90,El Salvador,4066,125,79,3,2137,1850,143,627,12,130677,20151,2020-06-17
91,Kenya,4044,184,107,2,1353,2584,7,75,2,121956,2270,2020-06-17
92,Ethiopia,3759,129,63,2,849,2847,30,33,5,197361,1719,2020-06-17
93,Bulgaria,3542,89,184,3,1880,1478,12,510,26,110379,15882,2020-06-17
94,Venezuela,3386,236,28,1,835,2523,5,119,10,1081542,38031,2020-06-17
95,Greece,3203,55,187,2,1374,1642,11,307,18,264930,25414,2020-06-17
96,Bosnia and Herzegovina,3141,56,168,0,2197,776,4,957,51,79079,24099,2020-06-17
97,Thailand,3135,0,58,0,2996,81,1,45,8,468175,6708,2020-06-17
98,Somalia,2696,38,88,0,685,1923,2,170,6,0,0,2020-06-17
99,CAR,2564,154,18,4,402,2144,2,531,4,18921,3921,2020-06-17
100,Kyrgyzstan,2562,90,30,1,1902,630,12,393,5,150612,23102,2020-06-17
101,Mayotte,2345,12,29,0,2066,250,10,8606,106,8800,32294,2020-06-17
102,Cuba,2280,7,84,0,1999,197,5,201,7,141151,12462,2020-06-17
103,Croatia,2258,3,107,0,2141,10,0,550,26,70712,17221,2020-06-17
104,Mauritania,2223,166,95,2,427,1701,8,479,20,13842,2981,2020-06-17
105,Maldives,2120,26,8,0,1677,435,9,3925,15,35533,65787,2020-06-17
106,Estonia,1977,2,69,0,1743,165,0,1490,52,99000,74632,2020-06-17
107,Sri Lanka,1924,9,11,0,1397,516,1,90,5,90010,4204,2020-06-17
108,Mali,1890,5,107,3,1168,615,0,93,5,9873,488,2020-06-17
109,Costa Rica,1871,75,12,0,899,960,3,367,2,33282,6536,2020-06-17
110,Nicaragua,1823,0,64,0,1238,521,0,275,10,0,0,2020-06-17
111,Iceland,1815,3,10,0,1797,8,0,5320,29,65101,190824,2020-06-17
112,Lithuania,1778,2,76,0,1447,255,16,653,28,375572,137907,2020-06-17
113,South Sudan,1776,0,30,0,58,1688,2,159,3,3356,300,2020-06-17
114,Albania,1722,50,38,1,1077,607,9,598,13,19266,6694,2020-06-17
115,Equatorial Guinea,1664,358,32,20,515,1117,0,1188,23,16000,11424,2020-06-17
116,Slovakia,1561,9,28,0,1437,96,0,286,5,198780,36410,2020-06-17
117,French Guiana,1554,133,5,0,663,886,13,5209,17,277,929,2020-06-17
118,New Zealand,1506,0,22,0,1482,2,0,301,4,316251,63224,2020-06-17
119,Slovenia,1503,4,109,0,1359,35,1,723,52,90519,43541,2020-06-17
120,Guinea-Bissau,1492,0,15,0,153,1324,5,759,8,1500,763,2020-06-17
121,Lebanon,1489,16,32,0,907,550,7,218,5,109707,16071,2020-06-17
