index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2728347,33601,153943,734,1216639,1357765,19323,0,0,0,0,2020-06-21
1,South America,1778865,32925,71491,1192,959558,747816,12517,0,0,0,0,2020-06-21
2,Europe,2310961,13194,187626,239,1258385,864950,6322,0,0,0,0,2020-06-21
3,Asia,1900824,40336,48256,965,1204292,648276,16060,0,0,0,0,2020-06-21
4,Africa,309153,9312,8148,207,148827,152178,491,0,0,0,0,2020-06-21
5,Oceania,9079,27,124,0,8485,470,2,0,0,0,0,2020-06-21
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-21
7,World,9037950,129395,469603,3337,4796837,3771510,54719,1159,602,0,0,2020-06-21
8,USA,2355799,25221,122246,266,979130,1254423,16471,7118,369,28466397,86014,2020-06-21
9,Brazil,1086990,16851,50659,601,543186,493145,8318,5115,238,2409830,11339,2020-06-21
10,Russia,584680,7728,8111,109,339711,236858,2300,4006,56,16998453,116481,2020-06-21
11,India,426910,15183,13703,426,237252,175955,8944,309,10,6807226,4934,2020-06-21
12,UK,304331,1221,42632,43,0,0,379,4484,628,7890145,116243,2020-06-21
13,Spain,293352,334,28323,1,0,0,617,6274,606,5162909,110426,2020-06-21
14,Peru,254936,3598,8045,184,141967,104924,1143,7735,244,1504209,45641,2020-06-21
15,Chile,242355,5607,4479,184,200569,37307,1996,12681,234,963708,50426,2020-06-21
16,Italy,238499,224,34634,24,182893,20972,148,3944,573,4984370,82435,2020-06-21
17,Iran,204952,2368,9623,116,163591,31738,2887,2441,115,1422407,16942,2020-06-21
18,Germany,191575,359,8962,1,174900,7713,376,2287,107,5029696,60037,2020-06-21
19,Turkey,187685,1192,4950,23,160240,22495,803,2226,59,2945240,34933,2020-06-21
20,Pakistan,176617,4951,3501,119,67892,105224,111,800,16,1071642,4855,2020-06-21
21,Mexico,175202,4717,20781,387,131686,22735,378,1359,161,473952,3677,2020-06-21
22,France,160377,284,29640,7,74372,56365,715,2457,454,1384633,21214,2020-06-21
23,Saudi Arabia,157612,3379,1267,37,101130,55215,2027,4530,36,1284653,36919,2020-06-21
24,Bangladesh,112306,3531,1464,39,45077,65765,1,682,9,615164,3736,2020-06-21
25,Canada,101337,318,8430,20,63886,29021,2014,2686,223,2415365,64013,2020-06-21
26,South Africa,97302,4621,1930,53,51608,43764,208,1641,33,1328060,22401,2020-06-21
27,Qatar,87369,881,98,4,68319,18952,221,31116,35,320792,114250,2020-06-21
28,Colombia,68652,3019,2237,111,27360,39055,335,1350,44,604273,11880,2020-06-21
29,Belgium,60550,0,9696,0,16771,34083,50,5225,837,1098910,94829,2020-06-21
30,Belarus,58505,569,346,3,37666,20493,89,6191,37,861703,91191,2020-06-21
31,Sweden,56043,0,5053,0,0,0,272,5550,500,385659,38193,2020-06-21
32,Egypt,55233,1475,2193,87,14736,38304,41,540,21,135000,1320,2020-06-21
33,Ecuador,50640,909,4223,67,24991,21426,273,2872,239,139333,7901,2020-06-21
34,Netherlands,49593,91,6090,1,0,0,55,2894,355,517317,30193,2020-06-21
35,Indonesia,45891,862,2465,36,18404,25022,0,168,9,639385,2338,2020-06-21
36,UAE,44925,392,302,1,32415,12208,1,4544,31,3038000,307280,2020-06-21
37,Argentina,42785,1581,1011,19,12728,29046,353,947,22,279672,6190,2020-06-21
38,Singapore,42095,262,26,0,34942,7127,1,7197,4,576189,98510,2020-06-21
39,Kuwait,39650,505,326,7,31240,8084,186,9289,76,354378,83021,2020-06-21
40,Portugal,39133,292,1530,2,25376,12227,69,3838,150,1047109,102684,2020-06-21
41,Ukraine,36560,735,1002,8,16509,19049,350,836,23,563194,12876,2020-06-21
42,Poland,31931,311,1356,10,16683,13892,71,844,36,1341842,35454,2020-06-21
43,Switzerland,31292,49,1956,0,29000,336,16,3616,226,507736,58679,2020-06-21
44,Iraq,30868,1646,1100,87,13935,15833,224,768,27,425192,10580,2020-06-21
45,Philippines,30052,652,1169,19,7893,20990,82,274,11,580449,5299,2020-06-21
