index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,3618778,62075,177664,1526,1641093,1800021,18561,0,0,0,0,2020-07-07
1,South America,2613613,64096,96775,1850,1671188,845650,13606,0,0,0,0,2020-07-07
2,Asia,2680261,50144,64442,1149,1821459,794360,19573,0,0,0,0,2020-07-07
3,Europe,2504677,11647,194548,556,1451335,858794,5461,0,0,0,0,2020-07-07
4,Africa,511117,17407,12015,366,247730,251372,950,0,0,0,0,2020-07-07
5,Oceania,10406,173,128,0,9054,1224,10,0,0,0,0,2020-07-07
6,,721,0,15,0,651,55,4,0,0,0,0,2020-07-07
7,World,11939573,205542,545587,5447,6842510,4551476,58165,1532,700,0,0,2020-07-07
8,USA,3095844,54202,133936,957,1353119,1608789,15376,9352,405,38792951,117187,2020-07-07
9,Brazil,1674655,48584,66868,1312,1072229,535558,8318,7878,315,4316284,20304,2020-07-07
10,India,743481,23135,20653,479,457045,265783,8944,539,15,10211092,7398,2020-07-07
11,Russia,694230,6368,10494,198,463880,219856,2300,4757,72,21537771,147584,2020-07-07
12,Peru,309278,3575,10952,180,200938,97388,1265,9378,332,1821328,55230,2020-07-07
13,Chile,301019,2462,6434,50,268245,26340,2060,15745,337,1210326,63306,2020-07-07
14,Spain,299210,341,28392,4,0,0,617,6400,607,5734599,122652,2020-07-07
15,UK,286349,581,44391,155,0,0,209,4218,654,10777399,158744,2020-07-07
16,Mexico,261750,4902,31119,480,159657,70974,378,2030,241,641142,4972,2020-07-07
17,Iran,245688,2637,11931,200,207000,26757,3270,2925,142,1846793,21984,2020-07-07
18,Italy,241956,137,34899,30,192815,14242,70,4002,577,5703673,94338,2020-07-07
19,Pakistan,234509,2691,4839,77,134957,94713,2306,1061,22,1445153,6541,2020-07-07
20,Saudi Arabia,217108,3392,2017,49,154839,60252,2268,6235,58,2018657,57974,2020-07-07
21,South Africa,215855,10134,3502,192,102299,110054,539,3639,59,1907532,32158,2020-07-07
22,Turkey,207897,1053,5260,19,185292,17345,1152,2465,62,3733218,44258,2020-07-07
23,Germany,198355,298,9103,11,182700,6552,298,2367,109,5873563,70100,2020-07-07
24,France,168810,475,29933,13,77655,61222,538,2586,459,1384633,21212,2020-07-07
25,Bangladesh,168645,3027,2151,55,78102,88392,1,1024,13,876480,5321,2020-07-07
26,Colombia,124494,4213,4359,149,51861,68274,841,2446,86,902305,17730,2020-07-07
27,Canada,106154,219,8711,18,69867,27576,2128,2812,231,2975711,78833,2020-07-07
28,Qatar,100945,600,134,1,94903,5908,154,35952,48,390997,139254,2020-07-07
29,Argentina,83426,2979,1644,62,30095,51687,688,1846,36,414697,9174,2020-07-07
30,Egypt,77279,1057,3489,67,21718,52072,41,755,34,135000,1319,2020-07-07
31,Sweden,73344,57,5447,11,0,0,103,7262,539,520208,51504,2020-07-07
32,Indonesia,66226,1268,3309,68,30785,32132,0,242,12,946054,3458,2020-07-07
33,Iraq,64701,2426,2685,118,36252,25764,396,1608,67,624420,15521,2020-07-07
34,Belarus,64003,199,436,7,51902,11665,89,6773,46,1074240,113685,2020-07-07
35,Ecuador,63245,865,4873,52,29071,29301,288,3584,276,168272,9536,2020-07-07
36,Belgium,62058,42,9774,3,17122,35162,27,5354,843,1313064,113288,2020-07-07
37,UAE,52600,532,326,2,41714,10560,1,5317,33,3544000,358271,2020-07-07
38,Kuwait,51245,601,377,4,41515,9353,159,11997,88,413530,96816,2020-07-07
