index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,6838404,61092,256409,1853,3820776,2761219,21491,0,0,0,0,2020-08-21
1,South America,5625726,52702,185732,1811,4183502,1256492,14869,0,0,0,0,2020-08-21
2,Asia,6119170,95848,127483,1454,4805164,1186523,19027,0,0,0,0,2020-08-21
3,Europe,3313502,26684,204813,308,1965667,1143022,5198,0,0,0,0,2020-08-21
4,Africa,1172388,9935,27367,345,892298,252723,1202,0,0,0,0,2020-08-21
5,Oceania,26695,182,499,9,20306,5890,58,0,0,0,0,2020-08-21
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-21
7,World,23096606,246443,802318,5780,15688364,6605924,61849,2963,1029,0,0,2020-08-21
8,USA,5795297,49025,179153,1123,3119899,2496245,16833,17494,541,74676048,225422,2020-08-21
9,Brazil,3536488,31391,113454,1031,2670755,752279,8318,16621,533,13748152,64616,2020-08-21
10,India,2973368,69039,55928,953,2220799,696641,8944,2152,40,33467237,24219,2020-08-21
11,Russia,946976,4870,16189,90,761330,169457,2300,6489,111,33800000,231597,2020-08-21
12,South Africa,603338,3398,12843,225,500102,90393,539,10155,216,3504507,58988,2020-08-21
13,Peru,567059,0,27034,0,380730,159295,1519,17166,818,2852011,86336,2020-08-21
14,Mexico,543806,6775,59106,625,371638,113062,3503,4212,458,1226117,9496,2020-08-21
15,Colombia,522138,8419,16568,385,348940,156630,1493,10247,325,2409706,47289,2020-08-21
16,Spain,407879,3650,28838,25,0,0,541,8723,617,7955615,170147,2020-08-21
17,Chile,393769,1920,10723,52,367897,15149,1072,20574,560,2142301,111935,2020-08-21
18,Iran,354764,2206,20376,112,305866,28522,3794,4216,242,2987117,35502,2020-08-21
19,Argentina,329043,8159,6730,213,239806,82507,1853,7271,149,1052687,23262,2020-08-21
20,UK,323313,1033,41405,2,0,0,76,4759,609,15177265,223407,2020-08-21
21,Saudi Arabia,305186,1213,3580,32,277067,24539,1675,8748,103,4501104,129021,2020-08-21
22,Pakistan,291588,630,6219,10,273579,11790,722,1317,28,2389365,10789,2020-08-21
23,Bangladesh,290360,2401,3861,39,172615,113884,0,1761,23,1420449,8613,2020-08-21
24,Italy,257065,947,35427,9,204960,16678,69,4253,586,7862592,130069,2020-08-21
25,Turkey,255723,1203,6080,22,235569,14074,749,3028,72,6154157,72862,2020-08-21
26,France,234400,4586,30503,23,84829,119068,379,3590,467,6000000,91892,2020-08-21
27,Germany,233021,1737,9328,4,205800,17893,236,2780,111,10197366,121656,2020-08-21
28,Iraq,197085,4288,6283,75,140446,50356,587,4886,156,1393488,34543,2020-08-21
29,Philippines,182365,4786,2940,59,114519,64906,717,1661,27,2238793,20394,2020-08-21
30,Indonesia,149408,2197,6500,82,102991,39917,0,545,24,1989870,7264,2020-08-21
31,Canada,124372,499,9064,10,110648,4660,61,3291,240,5034059,133220,2020-08-21
32,Qatar,116481,257,193,0,113216,3072,66,41485,69,577122,205542,2020-08-21
33,Ecuador,106481,973,6248,48,87730,12503,350,6023,353,301496,17054,2020-08-21
34,Bolivia,106065,1015,4305,72,41111,60649,71,9070,368,225297,19265,2020-08-21
35,Kazakhstan,104071,256,1415,0,87920,14736,221,5534,75,2291327,121832,2020-08-21
36,Israel,100716,1117,809,14,77785,22122,390,10950,88,2180096,237029,2020-08-21
37,Ukraine,100643,2106,2207,23,51078,47358,177,2303,51,1378519,31548,2020-08-21
38,Egypt,97148,123,5231,19,64318,27599,41,947,51,135000,1316,2020-08-21
39,Dominican Republic,89867,857,1533,28,59132,29202,287,8273,141,339860,31287,2020-08-21
40,Sweden,86068,0,5810,5,0,0,26,8515,575,1030010,101900,2020-08-21
41,Panama,84392,537,1859,15,59722,22811,153,19518,430,287300,66445,2020-08-21
