index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2174842,27287,131135,2298,860659,1183048,19380,0,0,0,0,2020-06-04
1,South America,1027082,41358,45920,1646,475497,505665,11695,0,0,0,0,2020-06-04
2,Europe,2045150,16909,177088,643,1042090,825972,9338,0,0,0,0,2020-06-04
3,Asia,1260001,33370,33058,593,765488,461455,14532,0,0,0,0,2020-06-04
4,Africa,172168,7183,4783,156,75828,91557,449,0,0,0,0,2020-06-04
5,Oceania,8850,11,124,0,8233,493,4,0,0,0,0,2020-06-04
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-04
7,World,6688814,126118,392123,5336,3228446,3068245,55402,858,503,0,0,2020-06-04
8,USA,1923637,21854,110171,1029,707561,1105905,16998,5814,333,19560108,59119,2020-06-04
9,Brazil,612862,28882,33884,1337,266132,312846,8318,2885,159,930013,4378,2020-06-04
10,Russia,441108,8831,5384,169,204623,231101,2300,3023,37,11733051,80402,2020-06-04
11,Spain,287740,334,27133,5,0,0,617,6154,580,4063843,86921,2020-06-04
12,UK,281661,1805,39904,176,0,0,604,4151,588,5005565,73763,2020-06-04
13,Italy,234013,177,33689,88,161895,38429,338,3870,557,4049544,66970,2020-06-04
14,India,226713,9889,6363,275,108450,111900,8944,164,5,4242718,3077,2020-06-04
15,Germany,184923,498,8736,37,167800,8387,632,2208,104,4348880,51918,2020-06-04
16,Peru,183198,4284,5031,137,76228,101939,1005,5562,153,1135831,34486,2020-06-04
17,Turkey,167410,988,4630,21,131778,31002,602,1987,55,2209583,26220,2020-06-04
18,Iran,164270,3574,8071,59,127485,28714,2569,1958,96,1019362,12148,2020-06-04
19,France,152444,767,29065,44,69976,53403,1163,2336,445,1384633,21216,2020-06-04
20,Chile,118292,4664,1356,81,90748,26188,1496,6192,71,646458,33839,2020-06-04
21,Mexico,101238,3912,11729,1092,73271,16238,378,786,91,303461,2356,2020-06-04
22,Canada,93726,641,7637,139,51739,34350,1721,2485,202,1787446,47391,2020-06-04
23,Saudi Arabia,93157,1975,611,32,68965,23581,1321,2679,18,887209,25516,2020-06-04
24,Pakistan,85264,4801,1770,82,30128,53366,111,387,8,615511,2791,2020-06-04
25,Qatar,63741,1581,45,0,39468,24228,239,22701,16,241086,85863,2020-06-04
26,Belgium,58767,82,9548,26,16048,33171,143,5072,824,900282,77705,2020-06-04
27,Bangladesh,57563,2423,781,35,12161,44621,1,350,5,358277,2177,2020-06-04
28,Netherlands,46942,209,5990,13,0,0,113,2740,350,378912,22117,2020-06-04
29,Belarus,45981,865,253,5,21162,24566,92,4866,27,585065,61915,2020-06-04
30,Sweden,41883,1080,4562,20,0,0,2143,4149,452,275500,27292,2020-06-04
31,Ecuador,40966,0,3486,0,20019,17461,252,2325,198,119375,6774,2020-06-04
32,South Africa,40792,3267,848,56,21311,18633,208,688,14,820675,13851,2020-06-04
33,UAE,37018,659,273,3,19572,17173,1,3746,28,2145493,217129,2020-06-04
34,Singapore,36922,517,24,0,23904,12994,5,6315,4,408495,69865,2020-06-04
35,Colombia,35120,1766,1087,42,12921,21112,335,691,21,374592,7368,2020-06-04
36,Portugal,33592,331,1455,8,20323,11814,58,3294,143,847181,83067,2020-06-04
37,Switzerland,30913,20,1921,0,28600,392,27,3574,222,409450,47336,2020-06-04
38,Kuwait,29921,562,236,6,17223,12462,184,7014,55,306006,71738,2020-06-04
39,Egypt,29767,1152,1126,38,7756,20885,41,291,11,135000,1321,2020-06-04
40,Indonesia,28818,585,1721,23,8892,18205,0,105,6,367640,1345,2020-06-04
41,Ukraine,25411,588,747,12,11042,13622,297,581,17,392316,8967,2020-06-04
42,Ireland,25142,31,1664,5,22698,780,36,5096,337,348416,70622,2020-06-04
43,Poland,25048,361,1117,2,12227,11704,160,662,30,996604,26331,2020-06-04
44,Philippines,20382,634,984,10,4248,15150,82,186,9,389190,3555,2020-06-04
45,Argentina,20197,929,608,25,5993,13596,274,447,13,178448,3951,2020-06-04
46,Romania,19907,238,1305,9,13919,4683,153,1034,68,472850,24568,2020-06-04
47,Dominican Republic,18319,279,520,4,11474,6325,110,1690,48,86285,7960,2020-06-04
48,Afghanistan,18054,787,300,6,1585,16169,19,465,8,43569,1121,2020-06-04
49,Israel,17495,118,291,0,15013,2191,27,1902,32,606596,65952,2020-06-04
50,Japan,17018,32,903,3,14867,1248,102,135,7,303633,2400,2020-06-04
51,Austria,16805,34,670,0,15717,418,22,1867,74,471466,52370,2020-06-04
52,Panama,14609,0,357,0,9519,4733,75,3390,83,71139,16508,2020-06-04
53,Oman,14316,778,67,0,3451,10798,58,2809,13,100181,19660,2020-06-04
54,Bahrain,13296,481,21,1,7728,5547,9,7838,12,345337,203586,2020-06-04
55,Kazakhstan,12067,271,52,4,6606,5409,62,643,3,867286,46232,2020-06-04
56,Denmark,11811,40,582,2,10620,609,17,2040,101,671558,115971,2020-06-04
57,Bolivia,11638,647,400,24,1507,9731,3,998,34,28239,2422,2020-06-04
58,S. Korea,11629,39,273,0,10499,857,15,227,5,973858,18996,2020-06-04
59,Serbia,11571,48,246,1,6910,4415,15,1324,28,261266,29894,2020-06-04
60,Nigeria,11516,350,323,8,3535,7658,7,56,2,71336,347,2020-06-04
61,Armenia,11221,697,176,6,3468,7577,10,3787,59,63459,21418,2020-06-04
62,Algeria,9831,98,681,8,6297,2853,32,225,16,0,0,2020-06-04
63,Czechia,9494,56,326,2,6809,2359,12,887,30,459448,42909,2020-06-04
64,Moldova,9018,223,315,5,5009,3694,265,2235,78,57003,14128,2020-06-04
65,Ghana,8885,337,38,0,3189,5658,3,286,1,223065,7191,2020-06-04
66,Iraq,8840,672,271,15,4338,4231,50,220,7,272259,6781,2020-06-04
67,Norway,8504,27,238,1,8138,128,6,1570,44,252232,46554,2020-06-04
68,Malaysia,8247,277,115,0,6559,1573,6,255,4,560738,17342,2020-06-04
69,Morocco,8003,81,208,2,7195,600,15,217,6,261010,7078,2020-06-04
70,Australia,7240,11,102,0,6648,490,4,284,4,1533852,60205,2020-06-04
71,Finland,6911,0,322,1,5800,789,7,1247,58,195400,35270,2020-06-04
72,Cameroon,6789,204,203,3,3705,2881,28,256,8,0,0,2020-06-04
73,Azerbaijan,6522,262,78,2,3737,2707,42,644,8,322574,31836,2020-06-04
74,Guatemala,5760,174,143,20,929,4688,5,322,8,31427,1757,2020-06-04
75,Sudan,5714,215,333,19,1825,3556,0,131,8,401,9,2020-06-04
76,Honduras,5690,163,234,9,617,4839,13,575,24,14790,1495,2020-06-04
77,Tajikistan,4289,98,48,0,2401,1840,0,451,5,0,0,2020-06-04
78,Djibouti,4054,119,26,0,1685,2343,0,4108,26,33492,33937,2020-06-04
79,Luxembourg,4027,3,110,0,3874,43,3,6441,176,82377,131767,2020-06-04
80,Senegal,4021,89,45,0,2162,1814,16,241,3,49090,2938,2020-06-04
81,Guinea,3991,58,23,0,2512,1456,24,305,2,14407,1100,2020-06-04
82,Hungary,3954,23,539,5,2205,1210,24,409,56,195894,20275,2020-06-04
83,Uzbekistan,3939,96,16,0,3087,836,11,118,5,460000,13760,2020-06-04
84,DRC,3644,149,78,3,495,3071,0,41,9,0,0,2020-06-04
85,Ivory Coast,3262,152,35,0,1584,1643,0,124,1,29228,1110,2020-06-04
86,Thailand,3101,17,58,0,2968,75,1,44,8,420529,6026,2020-06-04
87,Gabon,2955,53,21,1,818,2116,15,1330,9,15689,7063,2020-06-04
88,Greece,2952,15,180,1,1374,1398,9,283,17,193929,18600,2020-06-04
89,El Salvador,2781,76,51,2,1208,1522,59,429,8,99178,15296,2020-06-04
90,Haiti,2640,133,50,2,24,2566,0,232,4,5717,502,2020-06-04
91,Nepal,2634,334,10,1,290,2334,0,91,3,209698,7207,2020-06-04
92,North Macedonia,2611,119,147,2,1621,843,34,1253,71,33114,15894,2020-06-04
93,Bosnia and Herzegovina,2594,43,159,2,1951,484,4,790,48,68706,20933,2020-06-04
94,Bulgaria,2585,25,147,1,1322,1116,8,372,21,193732,27867,2020-06-04
95,Kenya,2340,124,78,4,592,1670,7,44,1,85058,1585,2020-06-04
96,Croatia,2247,1,103,0,2105,39,3,547,25,67997,16556,2020-06-04
97,Somalia,2204,58,79,0,418,1707,2,139,5,0,0,2020-06-04
98,Cuba,2119,12,83,0,1839,197,4,187,7,112449,9927,2020-06-04
99,Venezuela,2087,135,20,0,334,1733,0,73,7,995522,35002,2020-06-04
100,Mayotte,2058,65,25,1,1523,510,9,7559,92,7600,27914,2020-06-04
101,Kyrgyzstan,1899,28,20,0,1292,587,5,291,3,119124,18283,2020-06-04
102,Estonia,1890,10,69,0,1663,158,0,1425,52,87456,65931,2020-06-04
103,Maldives,1872,22,7,0,648,1217,9,3468,13,11775,21814,2020-06-04
104,Iceland,1806,0,10,0,1794,2,0,5295,29,61680,180838,2020-06-04
105,Sri Lanka,1797,62,11,0,839,947,1,84,5,70290,3284,2020-06-04
106,Lithuania,1687,3,71,0,1273,343,17,619,26,321040,117825,2020-06-04
107,Ethiopia,1636,150,18,1,250,1368,16,14,2,125570,1095,2020-06-04
108,Slovakia,1526,1,28,0,1376,122,0,280,5,183764,33660,2020-06-04
109,New Zealand,1504,0,22,0,1481,1,0,301,4,286174,57211,2020-06-04
110,Slovenia,1477,0,109,0,1359,9,0,710,52,82701,39781,2020-06-04
111,Mali,1461,75,85,6,806,570,0,72,4,3483,172,2020-06-04
112,Guinea-Bissau,1339,0,8,0,53,1278,0,682,4,1500,764,2020-06-04
113,Lebanon,1306,50,28,1,731,547,4,191,4,90509,13256,2020-06-04
114,Equatorial Guinea,1306,0,12,0,200,1094,0,934,9,8268,5910,2020-06-04
115,CAR,1288,115,4,0,23,1261,0,267,8,15881,3293,2020-06-04
116,Albania,1197,13,33,0,898,266,5,416,11,15647,5437,2020-06-04
117,Costa Rica,1194,37,10,0,687,497,5,235,2,27318,5366,2020-06-04
118,Nicaragua,1118,0,46,0,370,702,0,169,7,0,0,2020-06-04
119,Hong Kong,1099,5,4,0,1041,54,2,147,5,202930,27085,2020-06-04
120,Zambia,1089,0,7,0,912,170,1,59,4,28236,1540,2020-06-04
121,Tunisia,1087,0,49,0,968,70,1,92,4,53539,4534,2020-06-04
122,Paraguay,1086,16,11,0,511,564,2,152,2,34240,4805,2020-06-04
