index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,5774008,63032,224514,1695,3033536,2515958,25759,0,0,0,0,2020-08-04
1,South America,4360856,74714,150348,2015,3000735,1209773,14304,0,0,0,0,2020-08-04
2,Asia,4601589,78329,102369,1423,3432272,1066948,19002,0,0,0,0,2020-08-04
3,Europe,2943198,19476,204470,417,1767530,971198,5174,0,0,0,0,2020-08-04
4,Africa,981595,9135,21140,469,655399,305056,1149,0,0,0,0,2020-08-04
5,Oceania,20522,415,257,11,12281,7984,44,0,0,0,0,2020-08-04
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-04
7,World,18682489,245101,703113,6030,11902404,6076972,65436,2397,902,0,0,2020-08-04
8,USA,4917603,53687,160257,1329,2480542,2276804,18407,14849,484,61548637,185845,2020-08-04
9,Brazil,2808076,56411,96096,1394,1970767,741213,8318,13202,452,13196132,62042,2020-08-04
10,India,1906613,51282,39820,849,1281660,585133,8944,1380,29,20864750,15106,2020-08-04
11,Russia,861423,5159,14351,144,661471,185601,2300,5903,98,29201862,200094,2020-08-04
12,South Africa,521318,4456,8884,345,363751,148683,539,8780,150,3078202,51843,2020-08-04
13,Mexico,443813,4767,48012,266,295677,100124,3883,3439,372,1011050,7834,2020-08-04
14,Peru,433100,0,19811,0,298091,115198,1419,13119,600,2417857,73241,2020-08-04
15,Chile,362962,1469,9745,38,336330,16887,1405,18972,509,1716415,89718,2020-08-04
16,Spain,349894,5760,28498,26,0,0,617,7483,609,7064329,151088,2020-08-04
17,Colombia,334979,7129,11315,298,180258,143406,1493,6577,222,1723508,33840,2020-08-04
18,Iran,314786,2751,17617,212,272535,24634,4132,3743,210,2560374,30448,2020-08-04
19,UK,306293,670,46299,89,0,0,77,4510,682,16942992,249458,2020-08-04
20,Saudi Arabia,281456,1363,2984,35,243713,34759,1983,8074,86,3528040,101202,2020-08-04
21,Pakistan,280461,432,5999,15,249397,25065,1013,1268,27,2031955,9184,2020-08-04
22,Italy,248419,190,35171,5,200766,12482,41,4109,582,6984589,115537,2020-08-04
23,Bangladesh,244020,1918,3234,50,139860,100926,0,1480,20,1201256,7287,2020-08-04
24,Turkey,234934,1083,5765,18,218491,10678,583,2783,68,4973466,58913,2020-08-04
25,Argentina,213535,6792,3979,166,94129,115427,1150,4721,88,760746,16818,2020-08-04
26,Germany,212331,11,9232,0,194700,8399,270,2534,110,8006135,95528,2020-08-04
27,France,192334,1039,30296,2,82166,79872,384,2946,464,2982302,45680,2020-08-04
28,Iraq,134722,2836,5017,83,96103,33602,511,3343,124,1059619,26294,2020-08-04
29,Canada,117792,761,8958,11,102345,6489,2253,3118,237,4236521,112159,2020-08-04
30,Indonesia,115056,1922,5388,86,72050,37618,0,420,20,1575043,5753,2020-08-04
31,Philippines,112593,6352,2115,11,66049,44429,239,1026,19,1616738,14736,2020-08-04
32,Qatar,111538,216,177,0,108254,3107,73,39724,63,505148,179909,2020-08-04
33,Egypt,94752,112,4912,24,45569,44271,41,924,48,135000,1317,2020-08-04
34,Kazakhstan,93820,1158,1058,0,65132,27630,221,4991,56,2113795,112455,2020-08-04
35,Ecuador,87963,922,5808,41,70985,11170,366,4979,329,250720,14192,2020-08-04
36,Bolivia,81846,1693,3228,75,24510,54108,71,7003,276,175283,14998,2020-08-04
37,Sweden,81181,37,5747,6,0,0,38,8034,569,810356,80193,2020-08-04
38,Oman,79159,0,421,0,61421,17317,187,15469,82,305651,59728,2020-08-04
39,Israel,76198,1768,561,15,49834,25803,341,8285,61,1794889,195148,2020-08-04
40,Dominican Republic,74295,1178,1213,30,38824,34258,385,6843,112,268529,24732,2020-08-04
41,Ukraine,74219,1061,1764,26,40613,31842,132,1698,40,1081146,24736,2020-08-04
42,Belgium,70314,465,9850,5,17598,42866,54,6065,850,1728283,149063,2020-08-04
43,Kuwait,68774,475,465,4,60326,7983,131,16083,109,514051,120214,2020-08-04
44,Panama,68456,0,1497,0,42093,24866,164,15844,346,232514,53814,2020-08-04
