index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,7208556,59281,267421,1736,4129632,2811503,20560,0,0,0,0,2020-08-28
1,South America,6122180,72294,198161,1549,4699577,1224442,15121,0,0,0,0,2020-08-28
2,Asia,6785114,103219,138142,1590,5413137,1233835,18637,0,0,0,0,2020-08-28
3,Europe,3509878,30243,206931,339,2045742,1257205,5639,0,0,0,0,2020-08-28
4,Africa,1233363,8114,29141,231,964846,239376,1289,0,0,0,0,2020-08-28
5,Oceania,28148,234,612,12,22674,4862,49,0,0,0,0,2020-08-28
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-28
7,World,24887960,273385,840423,5457,17276259,6771278,61299,3193,1078,0,0,2020-08-28
8,USA,6094183,47549,185865,1069,3371124,2537194,16220,18394,561,80213694,242111,2020-08-28
9,Brazil,3812605,48112,119594,868,2976796,716215,8318,17917,562,14172764,66602,2020-08-28
10,India,3461240,76665,62713,1019,2647538,750989,8944,2504,45,39477848,28563,2020-08-28
11,Russia,980405,4829,16914,110,798466,165025,2300,6718,116,35751747,244968,2020-08-28
12,Peru,621997,0,28277,0,429662,164058,1526,18824,856,3089459,93499,2020-08-28
13,South Africa,620132,1846,13743,115,533935,72454,539,10436,231,3632311,61125,2020-08-28
14,Colombia,590520,8498,18767,299,429620,142133,1493,11586,368,2654983,52092,2020-08-28
15,Mexico,579914,6026,62594,518,400479,116841,3294,4490,485,1304776,10103,2020-08-28
16,Spain,455621,3829,29011,15,0,0,751,9744,620,8517446,182161,2020-08-28
17,Chile,405972,1870,11132,60,379452,15388,1012,21209,582,2333516,121906,2020-08-28
18,Argentina,392009,11717,8271,221,280165,103573,2114,8661,183,1196878,26444,2020-08-28
19,Iran,369911,2115,21249,112,318270,30392,3811,4395,252,3161894,37570,2020-08-28
20,UK,331644,1276,41486,9,0,0,71,4881,611,16273209,239515,2020-08-28
21,Saudi Arabia,312924,1069,3813,28,287403,21708,1576,8967,109,4792192,137324,2020-08-28
22,Bangladesh,306794,2211,4174,47,196836,105784,0,1860,25,1514126,9180,2020-08-28
23,Pakistan,295053,415,6283,9,279937,8833,644,1332,28,2559261,11552,2020-08-28
24,France,267077,7379,30596,20,86177,150304,387,4090,469,6030812,92360,2020-08-28
25,Turkey,265515,1517,6245,36,241809,17461,896,3143,74,6835674,80914,2020-08-28
26,Italy,265409,1462,35472,9,206902,23035,74,4391,587,8410510,139137,2020-08-28
27,Germany,242114,1549,9360,1,217061,15693,245,2888,112,11208091,133706,2020-08-28
28,Iraq,223612,4177,6814,74,164874,51924,582,5541,169,1547498,38344,2020-08-28
29,Philippines,209544,3999,3325,91,134474,71745,580,1908,30,2472563,22517,2020-08-28
30,Indonesia,165887,3003,7169,105,120900,37818,0,605,26,2169418,7918,2020-08-28
31,Canada,127358,510,9108,6,113234,5016,45,3370,241,5294012,140076,2020-08-28
