index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
34,Lebanon,61,9,2,1,1,58,3,89,2020-03-11,,,
35,Egypt,60,1,1,0,27,32,0,6,2020-03-11,,,
36,Thailand,59,6,1,0,34,24,1,8,2020-03-11,,,
37,Finland,59,19,0,0,1,58,0,106,2020-03-11,,,
38,Portugal,59,18,0,0,0,59,1,58,2020-03-11,,,
39,Slovenia,57,23,0,0,0,57,0,274,2020-03-11,,,
40,Brazil,52,18,0,0,0,52,2,2,2020-03-11,,,
41,Philippines,49,16,2,1,2,45,1,4,2020-03-11,,,
42,Taiwan,48,1,1,0,17,30,0,20,2020-03-11,,,
43,Romania,47,18,0,0,6,41,0,24,2020-03-11,,,
44,Saudi Arabia,45,25,0,0,1,44,0,13,2020-03-11,,,
45,Ireland,43,9,1,1,0,42,0,87,2020-03-11,,,
46,Vietnam,38,4,0,0,16,22,0,4,2020-03-11,,,
47,Indonesia,34,7,1,1,2,31,0,1,2020-03-11,,,
48,Poland,31,9,0,0,0,31,3,8,2020-03-11,,,
49,Palestine,30,1,0,0,0,30,0,59,2020-03-11,,,
50,Georgia,24,1,0,0,0,24,1,60,2020-03-11,,,
51,Chile,23,6,0,0,0,23,0,12,2020-03-11,,,
52,Algeria,20,0,0,0,0,20,0,5,2020-03-11,,,
53,Russia,20,0,0,0,3,17,0,1,2020-03-11,,,
54,Argentina,19,0,1,0,0,18,1,4,2020-03-11,,,
55,Croatia,19,4,0,0,0,19,0,46,2020-03-11,,,
56,Pakistan,19,0,0,0,2,17,0,1,2020-03-11,,,
57,Oman,18,0,0,0,9,9,0,35,2020-03-11,,,
58,Ecuador,17,0,0,0,0,17,1,10,2020-03-11,,,
59,Estonia,16,3,0,0,0,16,0,121,2020-03-11,,,
60,Albania,15,5,1,1,0,14,0,52,2020-03-11,,,
61,Costa Rica,13,0,0,0,0,13,1,26,2020-03-11,,,
62,Hungary,13,1,0,0,0,13,0,13,2020-03-11,,,
63,Peru,13,2,0,0,0,13,0,4,2020-03-11,,,
64,South Africa,13,6,0,0,0,13,0,2,2020-03-11,,,
65,Serbia,12,7,0,0,0,12,0,14,2020-03-11,,,
66,Azerbaijan,11,0,0,0,3,8,0,11,2020-03-11,,,
67,Brunei,11,5,0,0,0,11,0,0,2020-03-11,,,
68,Macao,10,0,0,0,10,0,0,0,2020-03-11,,,
69,Latvia,10,2,0,0,1,9,0,53,2020-03-11,,,
70,Slovakia,10,3,0,0,0,10,0,18,2020-03-11,,,
71,Belarus,9,0,0,0,3,6,0,10,2020-03-11,,,
72,Colombia,9,6,0,0,0,9,0,2,2020-03-11,,,
73,Panama,8,7,1,1,0,7,0,19,2020-03-11,,,
74,Mexico,8,1,0,0,4,4,1,1,2020-03-11,,,
75,Maldives,8,2,0,0,0,8,0,0,2020-03-11,,,
76,Bulgaria,7,1,1,1,0,6,0,10,2020-03-11,,,
77,Afghanistan,7,2,0,0,0,7,0,2,2020-03-11,,,
78,Luxembourg,7,0,0,0,0,7,0,0,2020-03-11,,,
79,North Macedonia,7,0,0,0,0,7,0,34,2020-03-11,,,
80,Tunisia,7,1,0,0,0,7,1,6,2020-03-11,,,
81,Bosnia and Herzegovina,7,0,0,0,0,7,0,21,2020-03-11,,,
82,Morocco,6,3,1,0,0,5,1,2,2020-03-11,,,
83,Cyprus,6,4,0,0,0,6,0,50,2020-03-11,,,
84,Malta,6,1,0,0,0,6,0,0,2020-03-11,,,
85,Dominican Republic,5,0,0,0,0,5,0,5,2020-03-11,,,
86,New Zealand,5,0,0,0,0,5,0,10,2020-03-11,,,
87,French Guiana,5,0,0,0,0,5,0,0,2020-03-11,,,
88,Paraguay,5,3,0,0,0,5,1,7,2020-03-11,,,
89,Senegal,4,0,0,0,1,3,0,2,2020-03-11,,,
90,Cambodia,3,0,0,0,1,2,0,2,2020-03-11,,,
91,Lithuania,3,0,0,0,0,3,0,11,2020-03-11,,,
92,Bangladesh,3,0,0,0,0,3,0,0,2020-03-11,,,
93,Martinique,3,0,0,0,0,3,0,0,2020-03-11,,,
94,Moldova,3,0,0,0,0,3,0,7,2020-03-11,,,
95,Nigeria,2,0,0,0,0,2,0,0,2020-03-11,,,
96,Sri Lanka,2,1,0,0,1,1,0,1,2020-03-11,,,
97,Bolivia,2,0,0,0,0,2,0,2,2020-03-11,,,
98,Burkina Faso,2,0,0,0,0,2,0,1,2020-03-11,,,
99,Cameroon,2,0,0,0,0,2,0,1,2020-03-11,,,
100,Channel Islands,2,0,0,0,0,2,0,0,2020-03-11,,,
101,Faeroe Islands,2,0,0,0,0,2,0,0,2020-03-11,,,
102,Honduras,2,2,0,0,0,2,0,2,2020-03-11,,,
103,Jamaica,2,1,0,0,0,2,0,7,2020-03-11,,,
104,Saint Martin,2,0,0,0,0,2,0,0,2020-03-11,,,
105,Andorra,1,0,0,0,0,1,0,0,2020-03-11,,,
106,Armenia,1,0,0,0,0,1,0,3,2020-03-11,,,
107,Jordan,1,0,0,0,0,1,0,1,2020-03-11,,,
108,Monaco,1,0,0,0,0,1,0,0,2020-03-11,,,
109,Nepal,1,0,0,0,1,0,0,0,2020-03-11,,,
110,Ukraine,1,0,0,0,0,1,0,0,2020-03-11,,,
111,Bhutan,1,0,0,0,0,1,0,0,2020-03-11,,,
112,Ivory Coast,1,1,0,0,0,1,0,0,2020-03-11,,,
113,DRC,1,0,0,0,0,1,0,0,2020-03-11,,,
114,Gibraltar,1,0,0,0,1,0,0,0,2020-03-11,,,
115,Vatican City,1,0,0,0,0,1,0,0,2020-03-11,,,
116,Liechtenstein,1,0,0,0,0,1,0,0,2020-03-11,,,
117,Mongolia,1,0,0,0,0,1,0,3,2020-03-11,,,
118,Réunion,1,1,0,0,0,1,0,0,2020-03-11,,,
119,St. Barth,1,0,0,0,0,1,0,0,2020-03-11,,,
120,Togo,1,0,0,0,0,1,0,1,2020-03-11,,,
121,Turkey,1,0,0,0,0,1,0,0,2020-03-11,,,
