index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
0,China,80790,12,3158,0,61617,16015,4492,561,2020-03-11,,,
1,Italy,12462,2313,827,196,1045,10590,1028,2061,2020-03-11,,,
2,Iran,9000,958,354,63,2959,5687,0,1072,2020-03-11,,,
3,S. Korea,7755,242,60,0,288,7407,54,1513,2020-03-11,,,
4,France,2281,497,48,15,12,2221,105,349,2020-03-11,,,
5,Spain,2277,582,55,19,183,2039,126,487,2020-03-11,,,
6,Germany,1908,343,3,1,25,1880,9,228,2020-03-11,,,
7,USA,1301,307,38,8,15,1248,10,39,2020-03-11,,,
8,Diamond Princess,696,0,7,0,325,364,32,0,2020-03-11,,,
9,Switzerland,652,155,4,1,4,644,0,753,2020-03-11,,,
10,Japan,639,52,15,3,118,506,26,51,2020-03-11,,,
11,Norway,629,229,0,0,1,628,0,1160,2020-03-11,,,
12,Denmark,514,252,0,0,1,513,0,887,2020-03-11,,,
13,Netherlands,503,121,5,1,0,498,1,294,2020-03-11,,,
14,Sweden,500,145,1,1,1,498,2,495,2020-03-11,,,
15,UK,456,73,8,2,18,430,0,67,2020-03-11,,,
16,Belgium,314,47,3,3,1,310,2,271,2020-03-11,,,
17,Qatar,262,238,0,0,0,262,0,909,2020-03-11,,,
18,Austria,246,64,0,0,4,242,1,273,2020-03-11,,,
19,Bahrain,195,85,0,0,35,160,1,1146,2020-03-11,,,
20,Singapore,178,12,0,0,96,82,12,304,2020-03-11,,,
21,Malaysia,149,20,0,0,26,123,2,46,2020-03-11,,,
22,Australia,127,11,3,0,24,100,1,50,2020-03-11,,,
23,Hong Kong,126,5,3,0,60,63,6,168,2020-03-11,,,
24,Canada,102,7,1,0,9,92,1,27,2020-03-11,,,
25,Greece,99,10,0,0,0,99,2,95,2020-03-11,,,
26,Israel,97,22,0,0,4,93,2,112,2020-03-11,,,
27,Czechia,94,31,0,0,0,94,0,88,2020-03-11,,,
28,Iceland,85,4,0,0,1,84,0,0,2020-03-11,,,
29,UAE,74,0,0,0,17,57,2,75,2020-03-11,,,
30,Kuwait,72,3,0,0,2,70,3,169,2020-03-11,,,
31,Iraq,71,0,7,0,15,49,0,18,2020-03-11,,,
32,San Marino,62,0,2,0,0,60,5,0,2020-03-11,,,
33,India,62,0,0,0,4,58,0,0,2020-03-11,,,
