index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2211539,35848,133263,2120,876238,1202038,19445,0,0,0,0,2020-06-05
1,South America,1071682,41592,47437,1362,507440,516805,11720,0,0,0,0,2020-06-05
2,Europe,2062121,16963,177959,859,1055808,828354,7314,0,0,0,0,2020-06-05
3,Asia,1292123,32122,33675,617,784187,474261,14574,0,0,0,0,2020-06-05
4,Africa,179309,7126,4942,159,80322,94045,443,0,0,0,0,2020-06-05
5,Oceania,8861,11,124,0,8268,469,2,0,0,0,0,2020-06-05
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-05
7,World,6826356,133662,397415,5117,3312914,3116027,53502,876,510,0,0,2020-06-05
8,USA,1953231,29180,111374,1201,719513,1122344,17058,5903,337,20171434,60966,2020-06-05
9,Brazil,645438,29568,35033,994,288652,321753,8318,3038,165,986365,4643,2020-06-05
10,Russia,449834,8726,5528,144,212680,231626,2300,3083,38,12053663,82599,2020-06-05
11,Spain,288058,318,27134,1,0,0,617,6161,580,4063843,86921,2020-06-05
12,UK,283311,1650,40261,357,0,0,604,4175,593,5214277,76838,2020-06-05
13,India,236184,9471,6649,286,113231,116304,8944,171,5,4386379,3181,2020-06-05
14,Italy,234531,518,33774,85,163781,36976,316,3879,559,4114572,68046,2020-06-05
15,Peru,187400,4202,5162,131,79214,103024,1005,5690,157,1154468,35051,2020-06-05
16,Germany,185414,491,8763,27,168500,8151,595,2213,105,4348880,51917,2020-06-05
17,Turkey,168340,930,4648,18,133400,30292,592,1998,55,2267412,26906,2020-06-05
18,Iran,167156,2886,8134,63,129741,29281,2573,1992,97,1040289,12397,2020-06-05
19,France,153055,611,29111,46,70504,53440,1094,2345,446,1384633,21216,2020-06-05
20,Chile,122499,4207,1448,92,95631,25420,1521,6412,76,668556,34995,2020-06-05
21,Mexico,105680,4442,12545,816,75448,17687,378,820,97,314063,2438,2020-06-05
22,Saudi Arabia,95748,2591,642,31,70616,24490,1321,2754,18,908972,26141,2020-06-05
23,Canada,94335,609,7702,65,52561,34072,1727,2501,204,1830422,48529,2020-06-05
24,Pakistan,89249,3985,1838,68,31198,56213,111,405,8,638323,2894,2020-06-05
25,Qatar,65495,1754,49,4,40935,24511,238,23326,17,246362,87742,2020-06-05
26,Bangladesh,60391,2828,811,30,12804,46776,1,367,5,372365,2263,2020-06-05
27,Belgium,58907,140,9566,18,16112,33229,137,5084,826,912165,78729,2020-06-05
28,Netherlands,47152,210,6005,15,0,0,97,2752,351,388113,22654,2020-06-05
29,Belarus,46868,887,259,6,22066,24543,92,4960,27,597013,63179,2020-06-05
30,South Africa,43434,2642,908,60,23088,19438,208,733,15,850871,14360,2020-06-05
31,Sweden,42939,1056,4639,77,0,0,265,4254,460,275500,27291,2020-06-05
32,Ecuador,41575,609,3534,48,20568,17473,252,2359,201,120845,6857,2020-06-05
33,UAE,37642,624,274,1,20337,17031,1,3809,28,2145493,217122,2020-06-05
34,Singapore,37183,261,24,0,24209,12950,4,6359,4,408495,69864,2020-06-05
35,Colombia,36635,1515,1145,58,13638,21852,335,721,23,386938,7610,2020-06-05
36,Portugal,33969,377,1465,10,20526,11978,58,3331,144,873998,85697,2020-06-05
37,Egypt,31115,1348,1166,40,8158,21791,41,305,11,135000,1321,2020-06-05
38,Switzerland,30936,23,1921,0,28600,415,29,3576,222,415915,48082,2020-06-05
39,Kuwait,30644,723,244,8,18277,12123,197,7184,57,308900,72413,2020-06-05
40,Indonesia,29521,703,1770,49,9443,18308,0,108,6,380973,1394,2020-06-05
41,Ukraine,25964,553,762,15,11372,13830,298,593,17,403551,9224,2020-06-05
42,Poland,25410,362,1137,20,12410,11863,160,671,30,1014937,26815,2020-06-05
43,Ireland,25163,21,1670,6,22698,795,36,5100,338,348416,70619,2020-06-05
44,Argentina,21037,840,632,24,6088,14317,274,466,14,183862,4071,2020-06-05
45,Philippines,20626,244,987,3,4330,15309,82,188,9,398914,3644,2020-06-05
46,Romania,20103,196,1316,11,14145,4642,152,1045,68,484782,25189,2020-06-05
47,Afghanistan,18969,915,309,9,1762,16898,19,488,8,45139,1162,2020-06-05
48,Dominican Republic,18708,389,525,5,11736,6447,110,1726,48,90141,8316,2020-06-05
49,Israel,17562,67,291,0,15026,2245,30,1909,32,622323,67662,2020-06-05
