index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,625086,26791,25023,1547,46515,553548,13863,0,0,0,0,2020-04-13
1,Europe,907371,26261,79988,3220,231937,595446,29806,0,0,0,0,2020-04-13
2,Asia,309992,11148,11331,327,150596,148065,6649,0,0,0,0,2020-04-13
3,South America,54620,4039,2247,166,7044,45329,1142,0,0,0,0,2020-04-13
4,Oceania,7799,67,66,3,4041,3692,84,0,0,0,0,2020-04-13
5,Africa,15879,797,837,46,3034,12008,178,0,0,0,0,2020-04-13
6,,721,0,13,0,619,89,10,0,0,0,0,2020-04-13
7,World,1921468,69103,119505,5309,443786,1358177,51732,247,153,0,0,2020-04-13
8,USA,585168,24868,23571,1466,36205,525392,12772,1768,71,2936860,8873,2020-04-13
9,Spain,170099,3268,17756,547,64727,87616,7371,3638,380,600000,12833,2020-04-13
10,Italy,159516,3153,20465,566,35435,103616,3260,2638,338,1046910,17315,2020-04-13
11,France,136779,4188,14967,574,27718,94094,6821,2095,229,333807,5114,2020-04-13
12,Germany,130072,2218,3194,172,64300,62578,4895,1552,38,1317887,15730,2020-04-13
13,UK,88621,4342,11329,717,0,76948,1559,1305,167,367667,5416,2020-04-13
14,Iran,73303,1617,4585,111,45983,22735,3877,873,55,275427,3279,2020-04-13
15,Turkey,61049,4093,1296,98,3957,55796,1786,724,15,410556,4868,2020-04-13
16,Belgium,30589,942,3903,303,6707,19979,1234,2639,337,102151,8814,2020-04-13
17,Netherlands,26551,964,2823,86,250,23478,1358,1550,165,115992,6769,2020-04-13
18,Switzerland,25688,273,1138,32,13700,10850,386,2968,131,193800,22393,2020-04-13
19,Canada,25552,1169,767,50,7756,17029,557,677,20,422200,11186,2020-04-13
20,Brazil,23430,1238,1328,105,173,21929,296,110,6,62985,296,2020-04-13
21,Russia,18328,2558,148,18,1470,16710,8,126,1,1300000,8908,2020-04-13
22,Portugal,16934,349,535,31,277,16122,188,1661,52,182707,17918,2020-04-13
23,Austria,14041,96,368,18,7343,6330,239,1559,41,148412,16479,2020-04-13
24,Israel,11586,441,116,13,1855,9615,181,1339,13,117339,13557,2020-04-13
25,Sweden,10948,465,919,20,381,9648,859,1084,91,54700,5416,2020-04-13
26,Ireland,10647,992,365,31,25,10257,194,2156,74,72000,14581,2020-04-13
27,S. Korea,10537,25,217,3,7447,2873,55,206,4,514621,10038,2020-04-13
28,India,10453,1248,358,27,1181,8914,0,8,3,189111,137,2020-04-13
29,Peru,9784,2265,216,23,2642,6926,134,297,7,87116,2642,2020-04-13
30,Ecuador,7529,63,355,22,597,6577,121,427,20,24553,1392,2020-04-13
31,Chile,7525,312,82,2,2367,5076,387,394,4,85035,4448,2020-04-13
32,Japan,7370,0,123,0,784,6463,129,58,10,77381,612,2020-04-13
33,Poland,6934,260,245,13,487,6202,160,183,6,143630,3795,2020-04-13
34,Romania,6633,333,331,15,914,5388,231,345,17,67204,3493,2020-04-13
35,Norway,6603,78,134,6,32,6437,59,1218,25,127305,23483,2020-04-13
36,Australia,6359,46,61,2,3494,2804,79,249,2,362136,14201,2020-04-13
37,Denmark,6318,144,285,12,2235,3798,100,1091,49,72099,12448,2020-04-13
38,Czechia,6059,68,143,5,519,5397,100,566,13,128359,11986,2020-04-13
39,Pakistan,5496,266,93,2,1095,4308,44,25,4,65114,295,2020-04-13
40,Saudi Arabia,4934,472,65,6,805,4064,59,142,2,115585,3320,2020-04-13
41,Philippines,4932,284,315,18,242,4375,1,45,3,33814,309,2020-04-13
42,Malaysia,4817,134,77,1,2276,2464,66,149,2,81730,2525,2020-04-13
43,Mexico,4661,442,296,23,1843,2522,185,36,2,36594,284,2020-04-13
44,Indonesia,4557,316,399,26,380,3778,0,17,1,27075,99,2020-04-13
45,UAE,4521,398,25,3,852,3644,1,457,3,648195,65538,2020-04-13
46,Serbia,4054,424,85,5,400,3569,138,464,10,20958,2399,2020-04-13
47,Panama,3400,0,87,0,29,3284,106,788,20,15147,3511,2020-04-13
48,Luxembourg,3292,11,69,3,500,2723,30,5259,110,29315,46831,2020-04-13
49,Qatar,3231,252,7,0,334,2890,37,1121,2,50828,17642,2020-04-13
50,Dominican Republic,3167,200,177,4,152,2838,147,292,16,9275,855,2020-04-13
51,Ukraine,3102,325,93,10,97,2912,45,71,2,32496,743,2020-04-13
52,Finland,3064,90,59,3,300,2705,74,553,11,46000,8302,2020-04-13
53,Belarus,2919,341,29,3,203,2687,55,309,3,68000,7196,2020-04-13
54,Singapore,2918,386,9,1,586,2323,29,499,2,72680,12423,2020-04-13
55,Colombia,2852,76,112,3,319,2421,92,56,2,41765,821,2020-04-13
56,Thailand,2579,28,40,2,1288,1251,61,37,6,71860,1030,2020-04-13
57,South Africa,2272,99,27,2,410,1835,7,38,5,83663,1411,2020-04-13
58,Argentina,2208,66,97,7,515,1596,83,49,2,19758,437,2020-04-13
59,Egypt,2190,125,164,5,589,1437,0,21,2,25000,244,2020-04-13
60,Greece,2145,31,99,1,269,1777,73,206,9,43417,4165,2020-04-13
61,Algeria,1983,69,313,20,601,1069,60,45,7,3359,77,2020-04-13
62,Morocco,1763,102,126,8,203,1434,1,48,3,8952,243,2020-04-13
63,Moldova,1712,50,35,4,107,1570,80,424,9,6271,1555,2020-04-13
64,Iceland,1711,10,8,0,933,770,10,5014,23,35253,103308,2020-04-13
65,Croatia,1650,50,25,2,400,1225,34,402,6,17790,4333,2020-04-13
66,Hungary,1458,48,109,10,120,1229,58,151,11,34819,3604,2020-04-13
67,Iraq,1378,26,78,2,717,583,0,34,2,37791,940,2020-04-13
68,Bahrain,1361,225,6,0,591,764,4,800,4,67327,39567,2020-04-13
69,New Zealand,1349,19,5,1,546,798,4,280,1,62827,13029,2020-04-13
70,Estonia,1332,23,28,3,102,1202,9,1004,21,30764,23191,2020-04-13
71,Kuwait,1300,66,2,1,150,1148,26,304,5,0,0,2020-04-13
72,Slovenia,1212,7,55,2,152,1005,34,583,26,35405,17030,2020-04-13
73,Azerbaijan,1148,50,12,1,289,847,25,113,1,66677,6576,2020-04-13
74,Kazakhstan,1091,140,12,2,138,941,21,58,6,69304,3691,2020-04-13
75,Lithuania,1062,9,24,1,101,937,14,390,9,41503,15246,2020-04-13
76,Armenia,1039,26,14,1,211,814,30,351,5,7631,2575,2020-04-13
77,Bosnia and Herzegovina,1037,28,39,0,206,792,4,316,12,11612,3539,2020-04-13
78,Hong Kong,1010,5,4,0,397,609,13,135,5,96709,12900,2020-04-13
79,Uzbekistan,998,133,4,0,85,909,8,30,1,70000,2091,2020-04-13
80,North Macedonia,854,26,38,4,44,772,15,410,18,8552,4105,2020-04-13
81,Cameroon,820,0,12,0,98,710,0,31,5,0,0,2020-04-13
82,Bangladesh,803,182,39,5,42,722,1,5,2,11223,68,2020-04-13
83,Slovakia,769,27,2,0,107,660,5,141,4,28750,5266,2020-04-13
84,Oman,727,128,4,0,124,599,3,142,8,0,0,2020-04-13
85,Tunisia,726,19,34,3,43,649,89,61,3,11825,1001,2020-04-13
86,Cuba,726,57,21,3,121,584,11,64,2,17133,1513,2020-04-13
87,Diamond Princess,712,0,11,0,619,82,10,0,0,0,0,2020-04-13
88,Bulgaria,685,10,32,3,71,582,36,99,5,18502,2663,2020-04-13
