index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,7262190,51582,269043,1586,4168352,2824795,20449,0,0,0,0,2020-08-29
1,South America,6198426,66718,199936,1558,4769998,1228492,15125,0,0,0,0,2020-08-29
2,Asia,6888802,103635,139633,1490,5498193,1250976,18900,0,0,0,0,2020-08-29
3,Europe,3533210,23332,207197,266,2058298,1267715,5623,0,0,0,0,2020-08-29
4,Africa,1241912,8547,29472,331,972908,239532,1264,0,0,0,0,2020-08-29
5,Oceania,28260,112,629,17,22904,4727,46,0,0,0,0,2020-08-29
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-29
7,World,25153521,253926,845925,5248,17491304,6816292,61411,3227,1085,0,0,2020-08-29
8,USA,6136915,40680,186825,924,3400962,2549128,16183,18523,564,81067254,244684,2020-08-29
9,Brazil,3846965,34360,120498,904,3006812,719655,8318,18078,566,14352484,67445,2020-08-29
10,India,3539712,78472,63657,944,2712520,763535,8944,2561,46,40406609,29234,2020-08-29
11,Russia,985346,4941,17025,111,804383,163938,2300,6752,117,36000000,246669,2020-08-29
12,Peru,639435,9474,28607,136,446675,164153,1524,19351,866,3156679,95530,2020-08-29
13,South Africa,622551,2419,13981,238,536694,71876,539,10476,235,3652970,61470,2020-08-29
14,Colombia,599914,9394,19064,297,440574,140276,1493,11770,374,2685355,52686,2020-08-29
15,Mexico,585738,5824,63146,552,404667,117925,3221,4535,489,1319957,10221,2020-08-29
16,Spain,455621,0,29011,0,0,0,751,9744,620,8517446,182161,2020-08-29
17,Chile,408009,2037,11181,49,381183,15645,959,21314,584,2365753,123587,2020-08-29
18,Argentina,401239,9230,8353,82,287220,105666,2192,8865,185,1222359,27006,2020-08-29
19,Iran,371816,1905,21359,110,319847,30610,3791,4418,254,3184857,37842,2020-08-29
20,UK,332752,1108,41498,12,0,0,60,4897,611,16273209,239511,2020-08-29
21,Saudi Arabia,313911,987,3840,27,288441,21630,1555,8995,110,5026127,144021,2020-08-29
22,Bangladesh,308925,2131,4206,32,198863,105856,0,1873,25,1525815,9250,2020-08-29
23,Pakistan,295372,319,6284,1,280340,8748,642,1333,28,2581695,11653,2020-08-29
24,France,272530,5453,30602,6,86177,155751,387,4174,469,6175223,94571,2020-08-29
25,Turkey,267064,1549,6284,39,242812,17968,917,3161,74,6937088,82112,2020-08-29
26,Italy,266853,1444,35473,1,208224,23156,79,4415,587,8509618,140778,2020-08-29
27,Germany,242824,710,9363,3,217061,16400,245,2897,112,11208091,133705,2020-08-29
28,Iraq,227446,3834,6891,77,169020,51535,579,5635,171,1567133,38828,2020-08-29
29,Philippines,213131,3637,3419,94,135101,74611,837,1941,31,2515352,22906,2020-08-29
30,Indonesia,169195,3308,7261,92,122802,39132,0,618,27,2198403,8024,2020-08-29
31,Canada,127677,319,9113,5,113501,5063,50,3378,241,5402249,142936,2020-08-29
32,Qatar,118407,211,196,0,115251,2960,67,42171,70,620128,220859,2020-08-29
33,Ukraine,116978,2481,2492,41,56138,58348,177,2677,57,1516712,34715,2020-08-29
34,Bolivia,114409,1280,4846,55,54914,54649,71,9780,414,239073,20437,2020-08-29
35,Israel,113465,1465,906,12,92104,20455,438,12336,99,2217857,241135,2020-08-29
36,Ecuador,112906,765,6537,33,95429,10940,357,6384,370,326552,18465,2020-08-29
37,Kazakhstan,105558,150,1523,0,95888,8147,221,5611,81,2434444,129408,2020-08-29
