index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,9251017,48305,320352,968,6031471,2899194,17596,0,0,0,0,2020-10-06
1,Asia,11289686,108325,204825,1699,9589236,1495625,20707,0,0,0,0,2020-10-06
2,South America,8391942,55406,264071,1416,7276913,850958,17480,0,0,0,0,2020-10-06
3,Europe,5522832,82511,226732,1060,2919896,2376204,9643,0,0,0,0,2020-10-06
4,Africa,1534485,6580,36885,188,1275086,222514,1607,0,0,0,0,2020-10-06
5,Oceania,31860,28,938,1,29033,1889,13,0,0,0,0,2020-10-06
6,,721,0,15,0,651,55,4,0,0,0,0,2020-10-06
7,World,36022543,301155,1053818,5332,27122286,7846439,67050,4621,1352,0,0,2020-10-06
8,USA,7717830,38744,215721,689,4926980,2575129,14314,23280,651,113255981,341631,2020-10-06
9,India,6754179,72106,104591,991,5741253,908335,8944,4882,76,81071797,58596,2020-10-06
10,Brazil,4970953,30454,147571,798,4352871,470511,8318,23342,693,17900000,84054,2020-10-06
11,Russia,1237504,11615,21663,188,988576,227265,2300,8479,148,48337992,331193,2020-10-06
12,Colombia,869808,7650,27017,173,770812,71979,2220,17047,529,3967885,77763,2020-10-06
13,Spain,865631,12793,32486,261,0,0,1544,18512,695,13689776,292769,2020-10-06
14,Peru,829999,0,32834,0,712888,84277,1269,25082,992,3961345,119708,2020-10-06
15,Argentina,824468,14740,21827,359,660272,142369,4007,18198,482,2110994,46595,2020-10-06
16,Mexico,789780,3417,81877,180,553937,153966,2353,6109,633,2007202,15525,2020-10-06
17,South Africa,683242,1027,17103,87,616857,49282,539,11482,287,4294931,72179,2020-10-06
18,France,634763,10489,32365,66,99295,503103,1426,9719,496,11699517,179133,2020-10-06
19,UK,530113,14542,42445,76,0,0,393,7798,624,26147138,384628,2020-10-06
20,Iran,479825,4151,27419,227,394800,57606,4200,5694,325,4179338,49592,2020-10-06
21,Chile,473306,1560,13070,33,445418,14818,847,24704,682,3529067,184195,2020-10-06
