index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,8301924,52919,297707,1402,5160096,2844121,17752,0,0,0,0,2020-09-19
1,Asia,9348529,124293,175388,1839,7629010,1544131,19640,0,0,0,0,2020-09-19
2,South America,7488676,58670,237073,1263,6225134,1026469,15474,0,0,0,0,2020-09-19
3,Europe,4398331,44501,215893,391,2374941,1807497,7041,0,0,0,0,2020-09-19
4,Africa,1405973,8727,33879,202,1152947,219147,1466,0,0,0,0,2020-09-19
5,Oceania,30479,124,879,7,26931,2669,21,0,0,0,0,2020-09-19
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-19
7,World,30974633,289234,960834,5104,22569710,7444089,61398,3974,1233,0,0,2020-09-19
8,USA,6967200,42330,203824,657,4217939,2545437,14120,21022,615,97189265,293246,2020-09-19
9,India,5398230,92755,86774,1149,4299724,1011732,8944,3903,63,62454254,45161,2020-09-19
10,Brazil,4528347,30913,136565,708,3820095,571687,8318,21271,641,15011116,70512,2020-09-19
11,Russia,1097251,6065,19339,144,906462,171450,2300,7518,133,42400000,290514,2020-09-19
12,Peru,762865,6453,31369,86,607837,123659,1421,23068,949,3667968,110914,2020-09-19
13,Colombia,758398,7927,24039,189,627685,106674,863,14871,471,3364500,65971,2020-09-19
14,Mexico,688954,4841,72803,624,492192,123959,2657,5331,563,1565452,12114,2020-09-19
15,South Africa,659656,2029,15940,83,589434,54282,539,11092,268,4024659,67676,2020-09-19
16,Spain,659334,0,30495,0,0,0,1345,14101,652,10756835,230050,2020-09-19
17,Argentina,622934,9276,12799,143,478077,132058,3213,13756,283,1707947,37715,2020-09-19
18,Chile,444674,1847,12254,55,418101,14319,894,23218,640,3010713,157203,2020-09-19
19,France,442194,13498,31274,26,91574,319346,827,6771,479,10000000,153127,2020-09-19
20,Iran,419043,2845,24118,166,357632,37293,3893,4975,286,3719210,44159,2020-09-19
21,UK,390358,4422,41759,27,0,0,138,5744,614,21368297,314407,2020-09-19
22,Bangladesh,347372,1567,4913,32,254386,88073,0,2105,30,1809679,10965,2020-09-19
23,Saudi Arabia,329271,551,4458,28,309430,15383,1166,9427,128,6009916,172058,2020-09-19
24,Iraq,315597,3907,8491,83,249539,57567,536,7809,210,2039024,50455,2020-09-19
25,Pakistan,305031,645,6415,7,292044,6572,562,1375,29,3126380,14095,2020-09-19
26,Turkey,301348,1538,7445,68,266117,27786,1432,3565,88,9173694,108520,2020-09-19
27,Italy,296569,1638,35692,24,217716,43161,215,4907,591,10349386,171228,2020-09-19
28,Philippines,283460,3962,4930,100,209885,68645,1048,2579,45,3330409,30306,2020-09-19
29,Germany,272308,1064,9466,2,243500,19342,246,3248,113,14557136,173624,2020-09-19
30,Indonesia,240687,4168,9448,112,174350,56889,0,878,34,2885895,10527,2020-09-19
31,Israel,183602,4531,1226,30,132449,49927,604,19962,133,3032739,329732,2020-09-19
32,Ukraine,172712,3240,3516,48,76754,92442,177,3954,81,1985802,45468,2020-09-19
33,Canada,142774,863,9211,6,124187,9376,82,3776,244,6554147,173327,2020-09-19
34,Bolivia,130051,632,7550,39,88457,34044,71,11109,645,285256,24366,2020-09-19
35,Ecuador,125620,1491,11084,40,97063,17473,379,7097,626,384106,21701,2020-09-19
36,Qatar,123146,229,209,0,120089,2848,58,43858,74,719057,256092,2020-09-19
37,Romania,111550,1333,4402,42,89119,18029,461,5807,229,2210071,115054,2020-09-19
38,Dominican Republic,107700,968,2044,10,80820,24836,210,9907,188,442354,40690,2020-09-19
39,Kazakhstan,107199,65,1671,0,101822,3706,221,5694,89,2733455,145203,2020-09-19
40,Panama,105601,722,2247,18,80190,23164,144,24392,519,428842,99056,2020-09-19
41,Egypt,101900,128,5750,17,88666,7484,41,992,56,135000,1314,2020-09-19
42,Morocco,99816,2552,1795,40,79008,19013,274,2697,49,2366181,63943,2020-09-19
43,Belgium,99649,1673,9937,1,18908,70804,78,8590,857,2814376,242605,2020-09-19
44,Kuwait,99049,521,581,1,89498,8970,96,23120,136,705029,164569,2020-09-19
45,Netherlands,91934,1887,6275,2,0,0,64,5363,366,2042887,119166,2020-09-19
46,Oman,91753,0,818,0,84648,6287,180,17872,159,309212,60231,2020-09-19
47,Sweden,88237,0,5865,0,0,0,15,8725,580,1393161,137760,2020-09-19
48,Guatemala,85152,808,3105,29,74497,7550,5,4734,173,289901,16118,2020-09-19
49,UAE,84242,809,404,1,73512,10326,0,8495,41,8665567,873887,2020-09-19
50,Poland,78330,1002,2282,12,63861,12187,83,2070,60,3081867,81450,2020-09-19
51,Japan,78073,579,1495,13,70495,6083,161,618,12,1831246,14489,2020-09-19
52,Belarus,75461,231,776,3,73212,1473,0,7986,82,1715380,181548,2020-09-19
53,Honduras,70611,491,2146,24,21149,47316,27,7105,216,167103,16814,2020-09-19
54,Ethiopia,68131,616,1089,17,27939,39103,294,590,9,1194795,10339,2020-09-19
55,Portugal,68025,849,1899,5,45404,20722,64,6676,186,2345680,230192,2020-09-19
56,Venezuela,65174,0,530,0,54218,10426,146,2293,19,1897741,66779,2020-09-19
57,Bahrain,64499,620,221,1,57299,6979,46,37638,129,1324002,772618,2020-09-19
58,Costa Rica,63712,1338,706,20,23552,39454,247,12482,138,196377,38474,2020-09-19
59,Nepal,62797,1204,401,11,45267,17129,0,2147,14,904706,30932,2020-09-19
60,Singapore,57558,15,27,0,57142,389,0,9822,5,2498073,426268,2020-09-19
61,Nigeria,57145,189,1095,1,48431,7619,7,276,5,482321,2328,2020-09-19
62,Uzbekistan,50992,739,427,8,47271,3294,243,1519,13,1377915,41042,2020-09-19
63,Algeria,49623,210,1665,6,34923,13035,31,1127,38,0,0,2020-09-19
64,Switzerland,49283,0,2045,0,40500,6738,29,5685,236,1251614,144389,2020-09-19
65,Czechia,48306,2044,499,4,24228,23579,91,4509,47,1170742,109279,2020-09-19
66,Armenia,47154,244,928,2,42551,3675,0,15906,313,259664,87592,2020-09-19
67,Moldova,46336,688,1201,15,34236,10899,549,11492,298,246764,61203,2020-09-19
68,Ghana,45877,117,297,2,45081,499,5,1470,10,466845,14958,2020-09-19
69,Kyrgyzstan,45335,91,1063,0,41484,2788,24,6924,162,267718,40891,2020-09-19
70,Azerbaijan,39042,148,574,2,36601,1867,0,3843,57,1047906,103151,2020-09-19
71,Afghanistan,38919,36,1437,0,32576,4906,93,995,37,108193,2766,2020-09-19
72,Austria,37474,813,765,2,28961,7748,84,4156,85,1432099,158811,2020-09-19
