index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1735983,24983,105930,1794,453773,1176280,18420,0,0,0,0,2020-05-19
1,Europe,1815438,17910,164574,955,793764,857100,11168,0,0,0,0,2020-05-19
2,South America,487657,26460,25478,1363,176973,285206,10599,0,0,0,0,2020-05-19
3,Asia,841060,22125,25481,370,486422,329157,4952,0,0,0,0,2020-05-19
4,Africa,93228,3148,2924,75,36802,53502,284,0,0,0,0,2020-05-19
5,Oceania,8675,12,121,1,7956,598,13,0,0,0,0,2020-05-19
6,,721,0,15,0,651,55,4,0,0,0,0,2020-05-19
7,World,4982762,94638,324523,4558,1956341,2701898,45440,639,416,0,0,2020-05-19
8,USA,1570470,20176,93521,1540,361160,1115789,17246,4748,283,12638253,38208,2020-05-19
9,Russia,299941,9263,2837,115,76130,220974,2300,2055,19,7352316,50383,2020-05-19
10,Spain,278803,615,27778,69,196958,54067,1152,5963,594,3037840,64977,2020-05-19
11,Brazil,271885,16517,17983,1130,106794,147108,8318,1280,85,735224,3462,2020-05-19
12,UK,248818,2412,35341,545,0,0,1559,3667,521,2772552,40866,2020-05-19
13,Italy,226699,813,32169,162,129401,65129,716,3749,532,3104524,51338,2020-05-19
14,France,180809,882,28022,0,62563,90224,1894,2771,429,1384633,21218,2020-05-19
15,Germany,177827,538,8193,70,155700,13934,1115,2123,98,3147771,37584,2020-05-19
16,Turkey,151615,1022,4199,28,112895,34521,882,1800,50,1675517,19892,2020-05-19
17,Iran,124603,2111,7119,62,97173,20311,2698,1486,85,716176,8540,2020-05-19
18,India,106475,6147,3302,146,42309,60864,0,77,2,2404267,1744,2020-05-19
19,Peru,99483,4550,2914,125,36524,60045,883,3022,89,679582,20646,2020-05-19
20,Canada,79112,1040,5912,70,40050,33150,502,2098,157,1339895,35538,2020-05-19
21,Saudi Arabia,59854,2509,329,9,31634,27891,251,1723,9,618084,17788,2020-05-19
22,Belgium,55791,232,9108,28,14687,31996,345,4816,786,709818,61277,2020-05-19
23,Mexico,51633,2414,5332,155,35388,10913,378,401,41,177133,1376,2020-05-19
24,Chile,49579,3520,509,31,21507,27563,876,2596,27,397200,20799,2020-05-19
25,Netherlands,44249,108,5715,21,0,0,293,2583,334,302395,17652,2020-05-19
26,Pakistan,43966,1841,939,36,12489,30538,111,200,4,400292,1817,2020-05-19
