index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
65,Pakistan,21,1,0,0,2,19,0,1,2020-03-12,,,
66,Slovakia,21,11,0,0,0,21,0,38,2020-03-12,,,
67,Oman,18,0,0,0,9,9,0,35,2020-03-12,,,
68,Ecuador,17,0,0,0,0,17,1,10,2020-03-12,,,
69,South Africa,17,4,0,0,0,17,0,3,2020-03-12,,,
70,Latvia,16,6,0,0,1,15,0,85,2020-03-12,,,
71,Hungary,16,3,0,0,0,16,0,17,2020-03-12,,,
72,Azerbaijan,15,4,1,1,3,11,0,15,2020-03-12,,,
73,Panama,14,0,1,0,0,13,0,32,2020-03-12,,,
74,Tunisia,13,6,0,0,0,13,2,11,2020-03-12,,,
75,Mexico,12,1,0,0,4,8,1,1,2020-03-12,,,
76,Bosnia and Herzegovina,11,4,0,0,0,11,0,34,2020-03-12,,,
77,Macao,10,0,0,0,10,0,0,0,2020-03-12,,,
78,Senegal,10,6,0,0,1,9,0,6,2020-03-12,,,
79,Cyprus,10,4,0,0,0,10,0,83,2020-03-12,,,
80,North Macedonia,9,0,0,0,1,8,0,43,2020-03-12,,,
81,Colombia,9,0,0,0,0,9,0,2,2020-03-12,,,
82,Malta,9,2,0,0,0,9,0,0,2020-03-12,,,
83,Maldives,8,0,0,0,0,8,0,0,2020-03-12,,,
84,Afghanistan,7,0,0,0,0,7,0,2,2020-03-12,,,
85,Morocco,6,0,1,0,0,5,1,2,2020-03-12,,,
86,Armenia,6,5,0,0,0,6,0,20,2020-03-12,,,
87,French Guiana,6,0,0,0,0,6,0,0,2020-03-12,,,
88,Moldova,6,3,0,0,0,6,0,15,2020-03-12,,,
89,Cambodia,5,0,0,0,1,4,0,3,2020-03-12,,,
90,Dominican Republic,5,0,0,0,0,5,0,5,2020-03-12,,,
91,New Zealand,5,0,0,0,0,5,0,10,2020-03-12,,,
92,Paraguay,5,0,0,0,0,5,1,7,2020-03-12,,,
93,Liechtenstein,4,1,0,0,0,4,0,0,2020-03-12,,,
94,Réunion,4,3,0,0,0,4,0,0,2020-03-12,,,
95,Lithuania,3,0,0,0,0,3,0,11,2020-03-12,,,
96,Sri Lanka,3,1,0,0,1,2,0,1,2020-03-12,,,
97,Ukraine,3,2,0,0,0,3,0,1,2020-03-12,,,
98,Bangladesh,3,0,0,0,0,3,0,0,2020-03-12,,,
99,Bolivia,3,1,0,0,0,3,0,3,2020-03-12,,,
100,Channel Islands,3,1,0,0,0,3,0,0,2020-03-12,,,
101,Cuba,3,0,0,0,0,3,0,3,2020-03-12,,,
102,Martinique,3,0,0,0,0,3,0,0,2020-03-12,,,
103,Nigeria,2,0,0,0,0,2,0,0,2020-03-12,,,
104,Burkina Faso,2,0,0,0,0,2,0,1,2020-03-12,,,
105,Cameroon,2,0,0,0,0,2,0,1,2020-03-12,,,
106,Faeroe Islands,2,0,0,0,0,2,0,0,2020-03-12,,,
107,Honduras,2,0,0,0,0,2,0,2,2020-03-12,,,
108,Jamaica,2,0,0,0,0,2,0,7,2020-03-12,,,
109,Saint Martin,2,0,0,0,0,2,0,0,2020-03-12,,,
110,Guyana,1,1,1,1,0,0,0,0,2020-03-12,,,
111,Andorra,1,0,0,0,0,1,0,0,2020-03-12,,,
112,Jordan,1,0,0,0,0,1,0,1,2020-03-12,,,
113,Monaco,1,0,0,0,0,1,0,0,2020-03-12,,,
114,Nepal,1,0,0,0,1,0,0,0,2020-03-12,,,
115,Bhutan,1,0,0,0,0,1,0,0,2020-03-12,,,
116,Ivory Coast,1,0,0,0,0,1,0,0,2020-03-12,,,
117,DRC,1,0,0,0,0,1,0,0,2020-03-12,,,
118,French Polynesia,1,0,0,0,0,1,0,0,2020-03-12,,,
119,Gibraltar,1,0,0,0,1,0,0,0,2020-03-12,,,
120,Vatican City,1,0,0,0,0,1,0,0,2020-03-12,,,
121,Mongolia,1,0,0,0,0,1,0,3,2020-03-12,,,
122,St. Barth,1,0,0,0,0,1,0,0,2020-03-12,,,
123,St. Vincent Grenadines,1,0,0,0,0,1,0,0,2020-03-12,,,
124,Togo,1,0,0,0,0,1,0,1,2020-03-12,,,
125,Trinidad and Tobago,1,1,0,0,0,1,0,7,2020-03-12,,,
126,Turkey,1,0,0,0,0,1,0,0,2020-03-12,,,
