index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,6372045,64110,242342,2059,3463635,2666068,24487,0,0,0,0,2020-08-13
1,South America,5057147,78208,167309,1845,3643859,1245979,14834,0,0,0,0,2020-08-13
2,Asia,5392294,91274,115635,1499,4115712,1160947,18936,0,0,0,0,2020-08-13
3,Europe,3127505,21049,202168,360,1872314,1053023,5190,0,0,0,0,2020-08-13
4,Africa,1088338,10037,24724,402,783579,280035,1188,0,0,0,0,2020-08-13
5,Oceania,24424,242,387,9,14716,9321,53,0,0,0,0,2020-08-13
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-13
7,World,21062474,264920,752580,6174,13894466,6415428,64692,2702,965,0,0,2020-08-13
8,USA,5413915,53613,170352,1221,2832916,2410647,17335,16345,514,68485707,206762,2020-08-13
9,Brazil,3224876,54402,105463,1200,2356640,762773,8318,15159,496,13464336,63291,2020-08-13
10,India,2459613,64142,48144,1006,1750636,660833,8944,1780,35,26845688,19431,2020-08-13
11,Russia,907758,5057,15384,124,716396,175978,2300,6220,105,31598302,216513,2020-08-13
12,South Africa,572865,3946,11270,260,437617,123978,539,9645,190,3315497,55822,2020-08-13
13,Peru,498555,0,21713,0,341938,134904,1501,15097,657,2643464,80047,2020-08-13
14,Mexico,498380,5858,54666,737,336635,107079,3775,3861,423,1127115,8731,2020-08-13
15,Colombia,433805,11286,14145,308,250494,169166,1493,8515,278,2063332,40501,2020-08-13
16,Chile,380034,1866,10299,94,353131,16604,1259,19860,538,1932592,100997,2020-08-13
17,Spain,379799,2935,28605,26,0,0,617,8123,612,7472031,159806,2020-08-13
18,Iran,336324,2625,19162,174,292058,25104,3971,3998,228,2788027,33145,2020-08-13
19,UK,313798,0,41347,18,0,0,70,4620,609,18868566,277774,2020-08-13
20,Saudi Arabia,294519,1482,3303,34,260393,30823,1805,8445,95,4071857,116756,2020-08-13
21,Pakistan,286674,753,6139,10,264060,16475,783,1295,28,2205664,9964,2020-08-13
22,Argentina,276072,7498,5362,149,192434,78276,1682,6102,119,911596,20149,2020-08-13
23,Bangladesh,269115,2617,3557,44,154871,110687,0,1632,22,1315901,7981,2020-08-13
24,Italy,252235,522,35231,6,202923,14081,55,4173,583,7420764,122756,2020-08-13
25,Turkey,245635,1243,5912,21,228057,11666,647,2909,70,5521880,65392,2020-08-13
26,Germany,222269,1419,9281,5,200800,12188,224,2652,111,8586648,102447,2020-08-13
27,France,209365,2669,30388,17,83472,95505,379,3207,465,5500000,84239,2020-08-13
28,Iraq,164277,3841,5641,53,117208,41428,592,4074,140,1224909,30379,2020-08-13
29,Philippines,147526,4002,2426,23,70387,74713,389,1344,22,1939426,17672,2020-08-13
30,Indonesia,132816,2098,5968,65,87558,39290,0,485,22,1809487,6607,2020-08-13
