index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1496206,23825,89973,1122,320041,1086192,17659,0,0,0,0,2020-05-10
1,Europe,1628576,22747,152740,975,658498,817338,13992,0,0,0,0,2020-05-10
2,South America,310058,12104,16384,992,108622,185052,10113,0,0,0,0,2020-05-10
3,Asia,668733,17849,22189,338,371674,274870,4995,0,0,0,0,2020-05-10
4,Africa,64740,2755,2301,69,22630,39809,235,0,0,0,0,2020-05-10
5,Oceania,8539,14,118,0,7630,791,20,0,0,0,0,2020-05-10
6,,721,0,15,0,651,55,4,0,0,0,0,2020-05-10
7,World,4177573,79294,283720,3496,1489746,2404107,47018,536,364,0,0,2020-05-10
8,USA,1367079,19770,80773,736,255654,1030652,16493,4130,244,9427287,28481,2020-05-10
9,Spain,264663,1880,26621,143,176439,61603,1650,5661,569,2467761,52781,2020-05-10
10,UK,219183,3923,31855,268,0,186984,1559,3229,469,1821280,26829,2020-05-10
11,Italy,219070,802,30560,165,105186,83324,1027,3623,505,2565912,42439,2020-05-10
12,Russia,209688,11012,1915,88,34306,173467,2300,1437,13,5448463,37335,2020-05-10
13,France,176970,312,26380,70,56217,94373,2776,2711,404,1384633,21213,2020-05-10
14,Germany,171879,555,7569,20,144400,19910,1581,2051,90,2755770,32891,2020-05-10
15,Brazil,162699,6638,11123,467,64957,86619,8318,765,52,339552,1597,2020-05-10
16,Turkey,138657,1542,3786,47,92691,42180,1154,1644,45,1370598,16251,2020-05-10
17,Iran,107603,1383,6640,51,86143,14820,2675,1281,79,586699,6985,2020-05-10
18,Canada,68848,1146,4870,177,32096,31882,502,1824,129,1135984,30099,2020-05-10
19,Peru,67307,2292,1889,75,21349,44069,774,2041,57,504930,15314,2020-05-10
20,India,67161,4353,2212,111,20969,43980,0,49,2,1609037,1166,2020-05-10
21,Belgium,53081,485,8656,75,13642,30783,476,4580,747,566101,48846,2020-05-10
22,Netherlands,42627,245,5440,18,0,36937,507,2488,317,254573,14857,2020-05-10
23,Saudi Arabia,39048,1912,246,7,11457,27345,143,1122,7,449644,12916,2020-05-10
24,Mexico,33460,1938,3353,193,21824,8283,378,260,26,128148,994,2020-05-10
25,Pakistan,30334,1598,659,23,8063,21612,111,137,3,283517,1284,2020-05-10
26,Switzerland,30305,54,1833,3,26600,1872,101,3502,212,309595,35772,2020-05-10
27,Ecuador,29559,488,2127,410,3433,23999,181,1675,121,84287,4777,2020-05-10
28,Chile,28866,1647,312,8,13112,15442,544,1510,16,280684,14683,2020-05-10
29,Portugal,27581,175,1135,9,2549,23897,112,2705,111,517660,50767,2020-05-10
30,Sweden,26322,401,3225,5,4971,18126,360,2606,319,148500,14704,2020-05-10
31,Singapore,23336,876,20,0,2721,20595,23,3989,3,175604,30016,2020-05-10
32,Ireland,22996,236,1458,12,17110,4428,72,4657,295,214761,43493,2020-05-10
33,Belarus,22973,921,131,5,6406,16436,92,2431,14,263543,27890,2020-05-10
34,Qatar,22520,1189,14,1,2753,19753,72,7817,5,127769,44348,2020-05-10
35,UAE,18198,781,198,13,4804,13196,1,1840,20,1200000,121330,2020-05-10
36,Israel,16477,23,252,5,11430,4795,74,1904,29,455267,52598,2020-05-10
37,Poland,15996,345,800,15,5698,9498,160,423,21,476904,12601,2020-05-10
38,Austria,15871,38,618,3,13991,1262,72,1762,69,316508,35143,2020-05-10
39,Japan,15777,114,624,17,8127,7026,287,125,5,214256,1694,2020-05-10
40,Romania,15362,231,961,22,7051,7350,242,799,50,256749,13346,2020-05-10
41,Ukraine,15232,522,391,15,3060,11781,201,348,9,176403,4034,2020-05-10
42,Bangladesh,14657,887,228,14,2650,11779,1,89,1,122657,745,2020-05-10
43,Indonesia,14032,387,973,14,2698,10361,0,51,4,158273,579,2020-05-10
44,Colombia,11063,568,463,18,2705,7895,130,217,9,144912,2848,2020-05-10
45,S. Korea,10874,34,256,0,9610,1008,55,212,5,663886,12949,2020-05-10
46,Philippines,10794,184,719,15,1924,8151,31,99,7,163177,1489,2020-05-10
47,Denmark,10429,110,529,3,8217,1683,40,1801,91,317834,54873,2020-05-10
48,Dominican Republic,10347,465,388,3,2763,7196,134,954,36,42615,3928,2020-05-10
49,Serbia,10114,82,215,2,3006,6893,43,1158,25,140592,16091,2020-05-10
50,South Africa,10015,595,194,8,4173,5648,77,169,3,341336,5755,2020-05-10
51,Egypt,9400,436,525,11,2075,6800,41,92,5,90000,879,2020-05-10
52,Kuwait,8688,1065,58,9,2729,5901,114,2034,14,196397,45988,2020-05-10
53,Panama,8282,212,237,6,4501,3544,85,1919,55,40356,9353,2020-05-10
54,Czechia,8123,28,280,4,4474,3369,40,759,26,302493,28247,2020-05-10
55,Norway,8105,6,219,0,32,7854,22,1495,40,195921,36140,2020-05-10
56,Australia,6941,12,97,0,6163,681,17,272,4,827872,32466,2020-05-10
57,Malaysia,6656,67,108,0,5025,1523,18,206,3,256937,7938,2020-05-10
58,Morocco,6063,153,188,2,2554,3321,1,164,5,65924,1786,2020-05-10
59,Argentina,6034,258,305,5,1757,3972,148,134,7,83018,1837,2020-05-10
60,Finland,5962,82,267,2,4000,1695,45,1076,48,121500,21929,2020-05-10
61,Algeria,5723,165,502,8,2678,2543,22,131,11,6500,148,2020-05-10
62,Kazakhstan,5090,115,31,0,1941,3118,31,271,2,398411,21218,2020-05-10
63,Bahrain,4941,167,8,0,2070,2863,2,2904,5,184029,108152,2020-05-10
64,Moldova,4927,60,169,8,1958,2800,237,1221,42,20447,5069,2020-05-10
65,Afghanistan,4402,369,120,5,558,3724,7,113,3,15560,400,2020-05-10
66,Nigeria,4399,248,143,15,778,3478,4,21,7,23835,116,2020-05-10
67,Ghana,4263,0,22,0,378,3863,5,137,7,155201,4995,2020-05-10
68,Luxembourg,3886,9,101,0,3586,199,14,6208,161,55250,88262,2020-05-10
69,Oman,3399,175,17,0,1117,2265,17,666,3,50000,9791,2020-05-10
70,Armenia,3313,138,45,1,1325,1943,10,1118,15,31590,10661,2020-05-10
71,Hungary,3263,50,413,8,933,1917,50,338,43,108257,11206,2020-05-10
72,Thailand,3009,5,56,0,2794,159,61,43,8,227860,3264,2020-05-10
73,Iraq,2767,88,109,2,1734,924,0,69,3,127153,3161,2020-05-10
74,Greece,2716,6,151,0,1374,1191,30,261,14,98897,9488,2020-05-10
75,Cameroon,2579,305,114,6,1465,1000,28,97,4,0,0,2020-05-10
76,Azerbaijan,2519,97,32,1,1650,837,33,248,3,193411,19076,2020-05-10
77,Bolivia,2437,171,114,8,258,2065,3,209,10,7651,655,2020-05-10
78,Uzbekistan,2418,69,10,0,1881,527,8,72,3,325000,9710,2020-05-10
79,Croatia,2187,11,90,3,1764,333,13,533,22,44886,10934,2020-05-10
