index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,3122718,51482,167076,690,1347589,1608053,18896,0,0,0,0,2020-06-29
1,South America,2186290,39455,83610,1268,1267056,835624,12790,0,0,0,0,2020-06-29
2,Europe,2429234,12266,191026,266,1356945,881263,5753,0,0,0,0,2020-06-29
3,Asia,2256384,44951,55730,944,1476197,724457,19141,0,0,0,0,2020-06-29
4,Africa,396130,10726,9912,214,189648,196570,924,0,0,0,0,2020-06-29
5,Oceania,9407,83,126,0,8599,682,1,0,0,0,0,2020-06-29
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-29
7,World,10400884,158963,507495,3382,5646685,4246704,57509,1334,651,0,0,2020-06-29
8,USA,2681312,44235,128772,335,1104679,1447861,15840,8101,389,33112913,100042,2020-06-29
9,Brazil,1370488,25234,58385,727,757462,554641,8318,6448,275,3017350,14196,2020-06-29
10,Russia,641156,6719,9166,93,403430,228560,2300,4393,63,19334442,132487,2020-06-29
11,India,567536,18339,16904,417,335272,215360,8944,411,12,8398362,6086,2020-06-29
12,UK,311965,814,43575,25,0,0,276,4596,642,9290215,136854,2020-06-29
13,Spain,296050,200,28346,3,0,0,617,6332,606,5162909,110425,2020-06-29
14,Peru,282365,2946,9504,187,171159,101702,1183,8565,288,1661324,50393,2020-06-29
15,Chile,275999,4017,5575,66,236154,34270,2090,14439,292,1096443,57360,2020-06-29
16,Italy,240436,126,34744,6,189196,16496,96,3977,575,5341837,88350,2020-06-29
17,Iran,225205,2536,10670,162,186180,28355,3037,2682,127,1639078,19517,2020-06-29
18,Mexico,216852,4050,26648,267,126843,63361,378,1682,207,556198,4314,2020-06-29
19,Pakistan,206512,3557,4167,49,95407,106938,2437,935,19,1262162,5715,2020-06-29
20,Turkey,198613,1374,5115,18,171809,21689,1018,2355,61,3331158,39501,2020-06-29
21,Germany,195392,528,9041,12,178100,8251,332,2332,108,5412655,64603,2020-06-29
