index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
124,Montenegro,16,2,0,0,0,16,0,25,2020-03-21,,,
125,Togo,16,7,0,0,0,16,0,2,2020-03-21,,,
126,French Polynesia,15,4,0,0,0,15,0,53,2020-03-21,,,
127,Guam,15,1,0,0,0,15,0,89,2020-03-21,,,
128,Mauritius,14,2,1,1,0,13,0,11,2020-03-21,,,
129,Barbados,14,8,0,0,0,14,0,49,2020-03-21,,,
130,Ivory Coast,14,5,0,0,1,13,0,5,2020-03-21,,,
131,Kyrgyzstan,14,8,0,0,0,14,0,2,2020-03-21,,,
132,Maldives,13,0,0,0,3,10,0,24,2020-03-21,,,
133,Mayotte,11,4,0,0,0,11,0,40,2020-03-21,,,
134,Gibraltar,10,0,0,0,2,8,0,297,2020-03-21,,,
135,Mongolia,10,4,0,0,0,10,0,3,2020-03-21,,,
136,Ethiopia,9,0,0,0,0,9,0,8,2020-03-21,,,
137,Kenya,7,0,0,0,0,7,0,1,2020-03-21,,,
138,Seychelles,7,0,0,0,0,7,0,71,2020-03-21,,,
139,Equatorial Guinea,6,0,0,0,0,6,0,4,2020-03-21,,,
140,Tanzania,6,0,0,0,0,6,0,1,2020-03-21,,,
141,U.S. Virgin Islands,6,3,0,0,0,6,0,57,2020-03-21,,,
142,Gabon,5,1,1,0,0,4,0,2,2020-03-21,,,
143,Aruba,5,0,0,0,1,4,0,47,2020-03-21,,,
144,Saint Martin,5,1,0,0,0,5,0,129,2020-03-21,,,
145,Suriname,5,1,0,0,0,5,0,9,2020-03-21,,,
146,Bahamas,4,0,0,0,0,4,0,10,2020-03-21,,,
147,New Caledonia,4,2,0,0,0,4,0,14,2020-03-21,,,
148,Cayman Islands,3,0,1,0,0,2,0,46,2020-03-21,,,
149,Curaçao,3,0,1,0,0,2,0,18,2020-03-21,,,
150,Cabo Verde,3,2,0,0,0,3,0,5,2020-03-21,,,
151,CAR,3,0,0,0,0,3,0,6,2020-03-21,,,
152,Congo,3,0,0,0,0,3,0,5,2020-03-21,,,
153,El Salvador,3,2,0,0,0,3,0,5,2020-03-21,,,
154,Liberia,3,1,0,0,0,3,0,6,2020-03-21,,,
155,Madagascar,3,0,0,0,0,3,0,1,2020-03-21,,,
156,Namibia,3,0,0,0,0,3,0,1,2020-03-21,,,
157,St. Barth,3,0,0,0,0,3,0,304,2020-03-21,,,
158,Zimbabwe,3,2,0,0,0,3,0,2,2020-03-21,,,
159,Sudan,2,0,1,0,0,1,0,5,2020-03-21,,,
160,Angola,2,1,0,0,0,2,0,6,2020-03-21,,,
161,Benin,2,0,0,0,0,2,0,2,2020-03-21,,,
162,Bermuda,2,0,0,0,0,2,0,32,2020-03-21,,,
163,Bhutan,2,0,0,0,0,2,0,3,2020-03-21,,,
164,Fiji,2,1,0,0,0,2,0,2,2020-03-21,,,
165,Greenland,2,0,0,0,0,2,0,35,2020-03-21,,,
166,Guinea,2,0,0,0,0,2,0,2,2020-03-21,,,
167,Haiti,2,0,0,0,0,2,0,2,2020-03-21,,,
168,Isle of Man,2,0,0,0,0,2,0,24,2020-03-21,,,
169,Mauritania,2,0,0,0,0,2,0,4,2020-03-21,,,
170,Nicaragua,2,0,0,0,0,2,0,3,2020-03-21,,,
171,Saint Lucia,2,0,0,0,0,2,0,11,2020-03-21,,,
172,Zambia,2,0,0,0,0,2,0,1,2020-03-21,,,
173,Nepal,1,0,0,0,1,0,0,3,2020-03-21,,,
174,Antigua and Barbuda,1,0,0,0,0,1,0,10,2020-03-21,,,
175,Chad,1,0,0,0,0,1,0,6,2020-03-21,,,
176,Djibouti,1,0,0,0,0,1,0,1,2020-03-21,,,
177,Eritrea,1,1,0,0,0,1,0,3,2020-03-21,,,
178,Gambia,1,0,0,0,0,1,0,4,2020-03-21,,,
179,Vatican City,1,0,0,0,0,1,0,1248,2020-03-21,,,
180,Montserrat,1,0,0,0,0,1,0,200,2020-03-21,,,
181,Niger,1,0,0,0,0,1,0,4,2020-03-21,,,
182,Papua New Guinea,1,0,0,0,0,1,0,1,2020-03-21,,,
183,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-21,,,
184,Sint Maarten,1,0,0,0,0,1,0,23,2020-03-21,,,
185,Somalia,1,0,0,0,0,1,0,6,2020-03-21,,,
186,Eswatini,1,0,0,0,0,1,0,9,2020-03-21,,,
187,Timor-Leste,1,1,0,0,0,1,0,8,2020-03-21,,,
188,Uganda,1,1,0,0,0,1,0,2,2020-03-21,,,
