index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
28,Japan,1468,81,49,2,372,1047,56,12,2020-03-27,,,
29,Poland,1389,168,16,0,7,1366,3,37,2020-03-27,,,
30,Pakistan,1373,172,11,2,23,1339,7,6,2020-03-27,,,
31,Romania,1292,263,26,3,115,1151,32,67,2020-03-27,,,
32,South Africa,1170,243,1,1,31,1138,7,20,2020-03-27,,,
33,Thailand,1136,91,5,1,97,1034,11,16,2020-03-27,,,
34,Saudi Arabia,1104,92,3,0,35,1066,6,32,2020-03-27,,,
35,Indonesia,1046,153,87,9,46,913,0,4,2020-03-27,,,
36,Finland,1041,83,7,2,10,1024,32,188,2020-03-27,,,
37,Russia,1036,196,4,1,45,987,8,7,2020-03-27,,,
38,Greece,966,74,28,1,52,886,66,93,2020-03-27,,,
39,Iceland,890,88,2,0,97,791,18,2608,2020-03-27,,,
40,India,887,160,20,0,73,794,0,6,2020-03-27,,,
41,Philippines,803,96,54,9,31,718,1,7,2020-03-27,,,
42,Singapore,732,49,2,0,183,547,17,125,2020-03-27,,,
43,Diamond Princess,712,0,10,0,597,105,15,0,2020-03-27,,,
44,Panama,674,0,9,0,2,663,20,156,2020-03-27,,,
45,Peru,635,55,11,2,16,608,21,19,2020-03-27,,,
46,Slovenia,632,70,9,3,10,613,14,304,2020-03-27,,,
47,Argentina,589,0,13,1,72,504,0,13,2020-03-27,,,
48,Croatia,586,91,3,0,37,546,14,143,2020-03-27,,,
49,Mexico,585,110,8,2,4,573,1,5,2020-03-27,,,
50,Dominican Republic,581,93,20,10,3,558,0,54,2020-03-27,,,
51,Estonia,575,37,1,0,11,563,7,433,2020-03-27,,,
52,Qatar,562,13,0,0,43,519,6,195,2020-03-27,,,
53,Colombia,539,48,6,0,10,523,0,11,2020-03-27,,,
54,Egypt,536,41,30,6,116,390,0,5,2020-03-27,,,
55,Serbia,528,71,8,1,42,478,25,60,2020-03-27,,,
56,Hong Kong,518,64,4,0,111,403,5,69,2020-03-27,,,
57,Bahrain,466,8,4,0,227,235,1,274,2020-03-27,,,
58,Iraq,458,76,40,4,122,296,0,11,2020-03-27,,,
59,Algeria,409,42,26,1,29,354,0,9,2020-03-27,,,
60,UAE,405,72,2,0,52,351,2,41,2020-03-27,,,
61,Lebanon,391,23,8,2,27,356,3,57,2020-03-27,,,
62,New Zealand,368,0,0,0,37,331,1,76,2020-03-27,,,
63,Lithuania,358,59,5,1,1,352,2,132,2020-03-27,,,
64,Morocco,345,70,23,12,11,311,1,9,2020-03-27,,,
65,Armenia,329,39,1,0,28,300,6,111,2020-03-27,,,
66,Ukraine,310,114,5,0,5,300,0,7,2020-03-27,,,
67,Hungary,300,39,10,0,34,256,6,31,2020-03-27,,,
68,Bulgaria,293,29,3,0,9,281,8,42,2020-03-27,,,
69,Latvia,280,36,0,0,1,279,0,148,2020-03-27,,,
70,Slovakia,269,43,0,0,2,267,1,49,2020-03-27,,,
71,Andorra,267,43,3,0,1,263,11,3456,2020-03-27,,,
72,Taiwan,267,15,2,0,30,235,0,11,2020-03-27,,,
73,Costa Rica,263,32,2,0,3,258,5,52,2020-03-27,,,
74,Uruguay,238,0,0,0,0,238,3,69,2020-03-27,,,
75,Bosnia and Herzegovina,237,46,4,1,5,228,1,72,2020-03-27,,,
76,Jordan,235,23,1,1,18,216,0,23,2020-03-27,,,
77,Tunisia,227,30,7,2,2,218,10,19,2020-03-27,,,
78,Kuwait,225,17,0,0,57,168,11,53,2020-03-27,,,
79,San Marino,223,15,21,0,4,198,12,6572,2020-03-27,,,
80,North Macedonia,219,18,3,0,3,213,1,105,2020-03-27,,,
81,Moldova,199,22,2,1,2,195,33,49,2020-03-27,,,
82,Albania,186,12,8,2,31,147,3,65,2020-03-27,,,
83,Burkina Faso,180,28,9,2,12,159,0,9,2020-03-27,,,
84,Azerbaijan,165,43,3,0,15,147,6,16,2020-03-27,,,
85,Vietnam,163,10,0,0,20,143,3,2,2020-03-27,,,
86,Cyprus,162,16,5,2,15,142,3,134,2020-03-27,,,
87,Kazakhstan,150,37,1,0,3,146,0,8,2020-03-27,,,
88,Réunion,145,10,0,0,1,144,0,162,2020-03-27,,,
89,Faeroe Islands,144,4,0,0,54,90,2,2947,2020-03-27,,,
90,Malta,139,5,0,0,2,137,1,315,2020-03-27,,,
91,MS Zaandam,138,138,4,4,0,134,0,0,2020-03-27,,,
92,Ghana,137,5,4,0,2,131,1,4,2020-03-27,,,
93,Oman,131,22,0,0,23,108,0,26,2020-03-27,,,
94,Senegal,119,14,0,0,11,108,0,7,2020-03-27,,,
95,Brunei,115,1,0,0,11,104,1,263,2020-03-27,,,
96,Afghanistan,110,16,4,0,2,104,0,3,2020-03-27,,,
97,Venezuela,107,0,1,0,31,75,2,4,2020-03-27,,,
98,Sri Lanka,106,0,0,0,7,99,5,5,2020-03-27,,,
99,Ivory Coast,101,5,0,0,3,98,0,4,2020-03-27,,,
100,Cambodia,99,1,0,0,11,88,1,6,2020-03-27,,,
101,Mauritius,94,13,2,0,0,92,1,74,2020-03-27,,,
102,Belarus,94,8,0,0,32,62,2,10,2020-03-27,,,
103,Cameroon,91,16,2,1,2,87,0,3,2020-03-27,,,
104,Palestine,91,5,1,0,17,73,0,18,2020-03-27,,,
105,Channel Islands,88,22,1,0,0,87,0,506,2020-03-27,,,
106,Uzbekistan,88,13,1,1,5,82,8,3,2020-03-27,,,
107,Georgia,83,4,0,0,14,69,1,21,2020-03-27,,,
108,Montenegro,82,13,1,0,0,81,1,131,2020-03-27,,,
109,Martinique,81,0,1,0,0,80,12,216,2020-03-27,,,
110,Cuba,80,13,2,0,4,74,2,7,2020-03-27,,,
111,Guadeloupe,73,0,1,0,0,72,4,182,2020-03-27,,,
112,Nigeria,70,5,1,0,3,66,0,3,2020-03-27,,,
113,Honduras,68,1,1,0,0,67,0,7,2020-03-27,,,
114,Trinidad and Tobago,66,1,2,1,1,63,0,47,2020-03-27,,,
115,Bolivia,61,0,0,0,0,61,0,5,2020-03-27,,,
116,Kyrgyzstan,58,14,0,0,0,58,0,9,2020-03-27,,,
117,Liechtenstein,56,0,0,0,0,56,0,1469,2020-03-27,,,
118,Gibraltar,55,20,0,0,14,41,0,1632,2020-03-27,,,
119,Rwanda,54,4,0,0,0,54,0,4,2020-03-27,,,
120,Paraguay,52,11,3,0,1,48,1,7,2020-03-27,,,
121,DRC,51,0,3,0,2,46,0,6,2020-03-27,,,
122,Mayotte,50,14,0,0,0,50,0,183,2020-03-27,,,
123,Bangladesh,48,4,5,0,11,32,1,3,2020-03-27,,,
124,Monaco,42,9,0,0,1,41,0,1070,2020-03-27,,,
125,Macao,34,1,0,0,10,24,0,52,2020-03-27,,,
126,Aruba,33,5,0,0,1,32,0,309,2020-03-27,,,
127,Kenya,31,0,1,0,1,29,2,6,2020-03-27,,,
128,French Polynesia,30,0,0,0,0,30,0,107,2020-03-27,,,
129,Isle of Man,29,3,0,0,0,29,0,341,2020-03-27,,,
130,Guatemala,28,3,1,0,4,23,1,2,2020-03-27,,,
131,French Guiana,28,0,0,0,6,22,0,94,2020-03-27,,,
132,Jamaica,26,0,1,0,2,23,0,9,2020-03-27,,,
133,Madagascar,26,3,0,0,0,26,0,9,2020-03-27,,,
134,Togo,25,1,1,1,1,23,0,3,2020-03-27,,,
135,Barbados,24,0,0,0,0,24,0,84,2020-03-27,,,
136,Uganda,23,9,0,0,0,23,0,5,2020-03-27,,,
137,Zambia,22,6,0,0,0,22,0,1,2020-03-27,,,
138,Bermuda,17,2,0,0,2,15,0,273,2020-03-27,,,
139,Ethiopia,16,4,0,0,0,16,0,1,2020-03-27,,,
140,Maldives,16,3,0,0,9,7,0,30,2020-03-27,,,
141,New Caledonia,15,1,0,0,0,15,0,53,2020-03-27,,,
142,El Salvador,13,0,0,0,0,13,0,2,2020-03-27,,,
143,Tanzania,13,0,0,0,1,12,0,2,2020-03-27,,,
144,Djibouti,12,1,0,0,0,12,0,12,2020-03-27,,,
145,Equatorial Guinea,12,0,0,0,0,12,0,9,2020-03-27,,,
146,Dominica,11,0,0,0,0,11,0,153,2020-03-27,,,
147,Mali,11,7,0,0,0,11,0,5,2020-03-27,,,
148,Mongolia,11,0,0,0,0,11,0,3,2020-03-27,,,
149,Saint Martin,11,0,0,0,0,11,0,284,2020-03-27,,,
150,Niger,10,0,1,0,0,9,0,4,2020-03-27,,,
151,Bahamas,10,1,0,0,1,9,0,25,2020-03-27,,,
152,Greenland,10,4,0,0,2,8,0,176,2020-03-27,,,
153,Eswatini,9,3,0,0,0,9,0,8,2020-03-27,,,
154,Cayman Islands,8,0,1,0,0,7,0,122,2020-03-27,,,
155,Curaçao,8,1,1,0,2,5,0,49,2020-03-27,,,
156,Guinea,8,4,0,0,0,8,0,6,2020-03-27,,,
157,Haiti,8,0,0,0,0,8,0,7,2020-03-27,,,
158,Myanmar,8,3,0,0,0,8,0,1,2020-03-27,,,
159,Namibia,8,0,0,0,2,6,0,3,2020-03-27,,,
160,Suriname,8,0,0,0,0,8,0,14,2020-03-27,,,
161,Gabon,7,0,1,0,0,6,0,3,2020-03-27,,,
162,Antigua and Barbuda,7,0,0,0,0,7,0,71,2020-03-27,,,
163,Grenada,7,0,0,0,0,7,0,62,2020-03-27,,,
164,Mozambique,7,0,0,0,0,7,0,2,2020-03-27,,,
165,Seychelles,7,0,0,0,0,7,0,71,2020-03-27,,,
166,Benin,6,0,0,0,0,6,0,5,2020-03-27,,,
167,Eritrea,6,0,0,0,0,6,0,2,2020-03-27,,,
168,Laos,6,0,0,0,0,6,0,8,2020-03-27,,,
169,Cabo Verde,5,0,1,0,0,4,0,9,2020-03-27,,,
170,Guyana,5,0,1,0,0,4,0,6,2020-03-27,,,
171,Zimbabwe,5,2,1,0,0,4,0,3,2020-03-27,,,
172,Fiji,5,0,0,0,0,5,0,6,2020-03-27,,,
173,Montserrat,5,0,0,0,0,5,0,1002,2020-03-27,,,
174,St. Barth,5,2,0,0,0,5,0,506,2020-03-27,,,
175,Syria,5,0,0,0,0,5,0,3,2020-03-27,,,
176,Nepal,4,1,0,0,1,3,0,1,2020-03-27,,,
177,Angola,4,0,0,0,0,4,0,1,2020-03-27,,,
178,Congo,4,0,0,0,0,4,0,7,2020-03-27,,,
179,Vatican City,4,0,0,0,0,4,0,4994,2020-03-27,,,
180,Gambia,3,0,1,0,0,2,0,1,2020-03-27,,,
181,Sudan,3,0,1,0,0,2,0,7,2020-03-27,,,
182,Bhutan,3,1,0,0,0,3,0,4,2020-03-27,,,
183,CAR,3,0,0,0,0,3,0,6,2020-03-27,,,
184,Chad,3,0,0,0,0,3,0,2,2020-03-27,,,
185,Liberia,3,0,0,0,0,3,0,6,2020-03-27,,,
186,Mauritania,3,0,0,0,0,3,0,6,2020-03-27,,,
187,Saint Lucia,3,0,0,0,1,2,0,16,2020-03-27,,,
188,Sint Maarten,3,0,0,0,0,3,0,70,2020-03-27,,,
189,Somalia,3,1,0,0,0,3,0,2,2020-03-27,,,
190,Nicaragua,2,0,1,1,0,1,0,3,2020-03-27,,,
191,Anguilla,2,0,0,0,0,2,0,133,2020-03-27,,,
192,Belize,2,0,0,0,0,2,0,5,2020-03-27,,,
193,British Virgin Islands,2,0,0,0,0,2,0,66,2020-03-27,,,
194,Guinea-Bissau,2,0,0,0,0,2,0,1,2020-03-27,,,
195,Saint Kitts and Nevis,2,0,0,0,0,2,0,38,2020-03-27,,,
196,Turks and Caicos,2,0,0,0,0,2,0,52,2020-03-27,,,
197,Libya,1,0,0,0,0,1,0,1,2020-03-27,,,
198,Papua New Guinea,1,0,0,0,0,1,0,1,2020-03-27,,,
199,St. Vincent Grenadines,1,0,0,0,0,1,0,9,2020-03-27,,,
200,Timor-Leste,1,0,0,0,0,1,0,8,2020-03-27,,,
