index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,8081178,43132,291849,1460,4965592,2823737,17826,0,0,0,0,2020-09-15
1,Asia,8838734,121793,168026,1887,7167337,1503371,19531,0,0,0,0,2020-09-15
2,South America,7221339,60640,230966,1676,5971190,1019183,15370,0,0,0,0,2020-09-15
3,Europe,4169227,42972,213544,630,2270014,1685669,6683,0,0,0,0,2020-09-15
4,Africa,1372538,6400,33116,267,1120952,218470,1428,0,0,0,0,2020-09-15
5,Oceania,30208,50,850,0,26300,3058,24,0,0,0,0,2020-09-15
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-15
7,World,29713945,274987,938366,5920,21522036,7253543,60866,3812,1204,0,0,2020-09-15
8,USA,6787211,35511,200163,1163,4061578,2525470,14118,20480,604,93608892,282461,2020-09-15
9,India,5018034,91120,82091,1283,3939111,996832,8944,3629,59,58312273,42170,2020-09-15
10,Brazil,4384299,34755,133207,1090,3671128,579964,8318,20596,626,14505652,68143,2020-09-15
11,Russia,1073849,5529,18785,150,884305,170759,2300,7358,129,41122307,281761,2020-09-15
12,Peru,738020,4160,30927,115,580753,126340,1460,22320,935,3567927,107906,2020-09-15
13,Colombia,728590,6698,23288,165,607978,97324,863,14288,457,3213298,63013,2020-09-15
14,Mexico,671716,3335,71049,228,475795,124872,2747,5199,550,1520463,11767,2020-09-15
15,South Africa,651521,772,15641,142,583126,52754,539,10957,263,3940217,66265,2020-09-15
16,Spain,603167,9437,30004,156,0,0,1157,12900,642,10756835,230051,2020-09-15
17,Argentina,577338,11892,11852,185,438883,126603,3049,12750,262,1602403,35388,2020-09-15
18,Chile,437983,1536,12040,27,409944,15999,905,22871,629,2887903,150804,2020-09-15
19,Iran,407353,2705,23453,140,349984,33916,3811,4837,278,3613891,42914,2020-09-15
20,France,395104,7852,30999,49,89891,274214,759,6050,475,10000000,153131,2020-09-15
21,UK,374228,3105,41664,27,0,0,106,5507,613,20292025,298588,2020-09-15
22,Bangladesh,341056,1724,4802,43,245594,90660,0,2067,29,1756746,10645,2020-09-15
23,Saudi Arabia,326930,672,4338,33,305022,17570,1286,9361,124,5817955,166590,2020-09-15
24,Pakistan,302424,404,6389,6,290261,5774,563,1364,29,2995890,13510,2020-09-15
25,Iraq,298702,4224,8166,80,233346,57190,570,7393,202,1948531,48228,2020-09-15
26,Turkey,294620,1742,7186,67,261260,26174,1327,3486,85,8742535,103431,2020-09-15
27,Italy,289990,1229,35633,9,214645,39712,201,4798,590,9943944,164517,2020-09-15
28,Philippines,269407,3544,4663,34,207352,57392,1048,2452,42,3164465,28800,2020-09-15
29,Germany,264844,1623,9445,9,239100,16299,237,3159,113,13436301,160262,2020-09-15
30,Indonesia,225030,3507,8965,124,161065,55000,0,821,33,2715346,9906,2020-09-15
31,Israel,164402,4034,1147,11,120727,42528,534,17874,125,2771732,301354,2020-09-15
32,Ukraine,159702,2905,3264,53,70810,85628,177,3656,75,1870790,42831,2020-09-15
33,Canada,138803,793,9188,9,121840,7775,53,3671,243,6235465,164915,2020-09-15
34,Bolivia,127619,828,7394,50,85198,35027,71,10903,632,275394,23527,2020-09-15
35,Qatar,122214,239,208,1,119144,2862,55,43527,74,700414,249453,2020-09-15
36,Ecuador,119553,642,10963,41,97063,11527,375,6755,619,357820,20219,2020-09-15
37,Kazakhstan,106920,65,1634,0,100836,4450,221,5680,87,2571562,136621,2020-09-15
38,Romania,105298,1111,4236,51,43244,57818,460,5481,221,2110024,109837,2020-09-15
39,Dominican Republic,104803,693,1998,14,78387,24418,210,9641,184,422070,38828,2020-09-15
40,Panama,102204,0,2173,0,74782,25249,158,23612,502,402072,92889,2020-09-15
41,Egypt,101340,163,5679,18,85745,9916,41,987,55,135000,1314,2020-09-15
42,Kuwait,96301,829,568,5,86219,9514,84,22482,133,684204,159734,2020-09-15
43,Belgium,94306,851,9927,2,18737,65642,72,8130,856,2655639,228932,2020-09-15
44,Oman,90660,438,797,7,84113,5750,184,17664,155,309212,60248,2020-09-15
45,Morocco,90324,2121,1648,34,71047,17629,263,2441,45,2274042,61461,2020-09-15
46,Sweden,87345,0,5851,4,0,0,17,8638,579,1250488,123660,2020-09-15
47,Netherlands,84778,1379,6258,2,0,0,74,4945,365,1832451,106893,2020-09-15
48,Guatemala,82684,512,2984,12,71983,7717,5,4598,166,280030,15573,2020-09-15
49,UAE,80940,674,401,2,70635,9904,0,8164,40,8278380,834951,2020-09-15
50,Japan,75958,301,1451,9,67831,6676,174,601,11,1745311,13808,2020-09-15
51,Poland,75134,605,2227,24,61548,11359,92,1986,59,3016740,79728,2020-09-15
52,Belarus,74552,192,761,5,72661,1130,0,7890,81,1666468,176371,2020-09-15
53,Honduras,68620,831,2087,8,18487,48046,26,6906,210,161483,16251,2020-09-15
54,Ethiopia,65486,700,1035,13,25988,38463,280,567,9,1157292,10017,2020-09-15
55,Portugal,65021,425,1875,4,44362,18784,59,6381,184,2280220,223761,2020-09-15
56,Bahrain,61643,678,213,0,54831,6599,34,35985,124,1276075,744933,2020-09-15
57,Venezuela,61569,0,494,0,49371,11704,154,2166,17,1864663,65613,2020-09-15
58,Costa Rica,58137,776,633,12,21536,35968,249,11391,124,186456,36534,2020-09-15
59,Singapore,57488,34,27,0,56884,577,0,9811,5,2498073,426305,2020-09-15
60,Nepal,56788,1459,371,11,40638,15779,0,1942,13,861780,29470,2020-09-15
61,Nigeria,56478,90,1088,5,44430,10960,7,273,5,443987,2143,2020-09-15
62,Algeria,48734,238,1632,12,34385,12717,31,1107,37,0,0,2020-09-15
63,Uzbekistan,48429,593,402,6,44942,3085,243,1443,12,1377915,41049,2020-09-15
64,Switzerland,47751,315,2028,3,39900,5823,25,5509,234,1203997,138906,2020-09-15
65,Armenia,46119,150,920,1,41941,3258,0,15558,310,243704,82210,2020-09-15
66,Ghana,45655,54,294,0,44797,564,5,1463,9,454912,14579,2020-09-15
67,Kyrgyzstan,44999,71,1063,0,41103,2833,24,6874,162,267718,40898,2020-09-15
68,Moldova,43734,527,1143,14,32293,10298,549,10847,283,246764,61202,2020-09-15
69,Czechia,38896,1674,476,11,22613,15807,78,3631,44,1086466,101414,2020-09-15
70,Afghanistan,38815,43,1426,1,32098,5291,93,993,36,107399,2747,2020-09-15
71,Azerbaijan,38517,114,566,2,35998,1953,0,3792,56,1020029,100417,2020-09-15
72,Kenya,36205,0,624,0,23243,12338,44,670,12,481982,8924,2020-09-15
73,Austria,34305,764,757,0,27354,6194,49,3804,84,1364508,151325,2020-09-15
74,Serbia,32511,74,735,2,31313,463,28,3724,84,1041697,119325,2020-09-15
75,Palestine,32250,888,229,3,21804,10217,0,6293,45,349975,68288,2020-09-15
76,Ireland,31549,357,1787,3,23364,6398,13,6375,361,981286,198277,2020-09-15
77,Paraguay,28367,0,539,0,14814,13014,144,3967,75,232515,32518,2020-09-15
78,El Salvador,27088,79,792,4,19450,6846,98,4172,122,352379,54271,2020-09-15
79,Australia,26739,47,816,0,23652,2271,17,1046,32,7076539,276856,2020-09-15
80,Lebanon,25449,592,252,6,9216,15981,115,3732,37,665018,97525,2020-09-15
81,Libya,24144,629,383,15,13252,10509,0,3504,56,164112,23818,2020-09-15
82,Bosnia and Herzegovina,23929,294,725,20,16701,6503,0,7303,221,213546,65175,2020-09-15
83,S. Korea,22391,106,367,4,18878,3146,158,437,7,2164578,42212,2020-09-15
84,Denmark,20571,334,633,0,16557,3381,4,3549,109,3082836,531849,2020-09-15
85,Cameroon,20271,43,415,0,18837,1019,30,760,16,149000,5585,2020-09-15
86,Ivory Coast,19100,34,120,0,18228,752,0,721,5,144759,5461,2020-09-15
87,Bulgaria,18216,155,736,7,13057,4423,46,2626,106,472132,68057,2020-09-15
88,North Macedonia,15925,98,661,9,13418,1846,2,7644,317,167760,80524,2020-09-15
89,Madagascar,15803,34,214,1,14452,1137,29,568,8,65145,2341,2020-09-15
90,Senegal,14529,223,298,1,10692,3539,28,863,18,160330,9526,2020-09-15
91,Hungary,13879,726,646,4,4130,9103,17,1437,67,557864,57779,2020-09-15
