index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,4877793,78862,203086,1998,2421742,2252965,26284,0,0,0,0,2020-07-23
1,South America,3543590,82122,129132,2140,2378781,1035677,14169,0,0,0,0,2020-07-23
2,Asia,3675108,76193,85939,1459,2630537,958632,19521,0,0,0,0,2020-07-23
3,Europe,2735015,17231,200507,357,1636623,897885,5217,0,0,0,0,2020-07-23
4,Africa,791968,18462,16756,274,449634,325578,1068,0,0,0,0,2020-07-23
5,Oceania,14998,406,155,5,10274,4569,41,0,0,0,0,2020-07-23
6,,721,0,15,0,651,55,4,0,0,0,0,2020-07-23
7,World,15639193,273276,635590,6233,9528242,5475361,66304,2006,815,0,0,2020-07-23
8,USA,4168641,67766,147290,1107,1978847,2042504,19226,12590,445,51558414,155710,2020-07-23
9,Brazil,2289951,58080,84207,1317,1570237,635507,8318,10769,396,4911063,23095,2020-07-23
10,India,1288130,48446,30645,755,817593,439892,8944,933,22,15075369,10918,2020-07-23
11,Russia,795038,5848,12892,147,580330,201816,2300,5448,88,26000908,178164,2020-07-23
12,South Africa,408052,13104,6093,153,236260,165699,539,6875,103,2632106,44348,2020-07-23
13,Peru,371096,4546,17654,199,255945,97497,1372,11246,535,2158770,65422,2020-07-23
14,Mexico,362274,6019,41190,790,231403,89681,3883,2808,319,861852,6680,2020-07-23
15,Chile,338759,2357,8838,116,311431,18490,1670,17712,462,1464640,76579,2020-07-23
16,Spain,317246,2615,28429,3,0,0,617,6785,608,6320836,135188,2020-07-23
17,UK,297146,769,45554,53,0,0,110,4376,671,13974097,205782,2020-07-23
18,Iran,284034,2621,15074,221,247230,21730,3667,3379,179,2254123,26818,2020-07-23
19,Pakistan,269191,1763,5709,32,213175,50307,1382,1217,26,1799290,8137,2020-07-23
20,Saudi Arabia,260394,2238,2635,34,213490,44269,2170,7473,76,2894426,83069,2020-07-23
