index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,3021340,51319,165401,1353,1312677,1543262,18798,0,0,0,0,2020-06-27
1,South America,2101786,52568,81206,1663,1202808,817772,12773,0,0,0,0,2020-06-27
2,Europe,2401452,12758,190469,378,1341384,869599,6024,0,0,0,0,2020-06-27
3,Asia,2164644,46592,53872,933,1404587,706185,19212,0,0,0,0,2020-06-27
4,Africa,374596,11980,9519,202,181179,183898,904,0,0,0,0,2020-06-27
5,Oceania,9273,48,126,0,8570,577,1,0,0,0,0,2020-06-27
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-27
7,World,10073812,175265,500608,4529,5451856,4121348,57716,1292,642,0,0,2020-06-27
8,USA,2596364,43408,128152,512,1078848,1389364,15786,7844,387,31991702,96657,2020-06-27
9,Brazil,1315941,35887,57103,994,715905,542933,8318,6191,269,2925935,13766,2020-06-27
10,Russia,627646,6852,8969,188,393352,225325,2300,4301,61,18707946,128195,2020-06-27
11,India,529577,20131,16103,414,310146,203328,8944,384,12,7996707,5795,2020-06-27
12,UK,310250,890,43514,100,0,0,276,4570,641,9067577,133578,2020-06-27
13,Spain,295549,564,28341,3,0,0,617,6321,606,5162909,110426,2020-06-27
14,Peru,275989,3625,9135,196,164024,102830,1172,8372,277,1625135,49299,2020-06-27
15,Chile,267766,4406,5347,279,228055,34364,2090,14009,280,1061274,55523,2020-06-27
16,Italy,240136,175,34716,8,188584,16836,97,3972,574,5277273,87282,2020-06-27
17,Iran,220180,2456,10364,125,180661,29155,2928,2622,123,1583542,18857,2020-06-27
18,Mexico,208392,5441,25779,719,120562,62051,378,1617,200,542120,4205,2020-06-27
19,Pakistan,198883,3138,4035,73,86906,107942,2729,901,18,1214140,5498,2020-06-27
20,Turkey,195883,1372,5082,17,169182,21619,984,2323,60,3231835,38325,2020-06-27
21,Germany,194689,290,9026,0,177500,8163,364,2324,108,5412655,64605,2020-06-27
22,Saudi Arabia,178504,3927,1511,37,122128,54865,2283,5129,43,1500516,43112,2020-06-27
23,France,162936,0,29778,0,75649,57509,634,2496,456,1384633,21213,2020-06-27
24,Bangladesh,133978,3504,1695,34,54318,77965,1,814,10,715098,4343,2020-06-27
25,South Africa,131800,7210,2413,73,67094,62293,539,2223,41,1529009,25785,2020-06-27
26,Canada,103032,238,8516,8,65973,28543,2085,2730,226,2598243,68850,2020-06-27
27,Qatar,93663,879,110,1,77225,16328,205,33358,39,345691,123118,2020-06-27
28,Colombia,88591,4149,2939,128,36273,49379,335,1741,58,707688,13910,2020-06-27
29,Sweden,65137,0,5280,0,0,0,171,6450,523,444607,44027,2020-06-27
30,Egypt,63923,1168,2708,88,17140,44075,41,625,26,135000,1320,2020-06-27
31,Belgium,61209,103,9732,1,16941,34536,35,5282,840,1191959,102852,2020-06-27
32,Belarus,61095,382,377,4,44126,16592,89,6466,40,959880,101582,2020-06-27
33,Argentina,57744,2401,1207,23,19143,37394,457,1278,27,329036,7281,2020-06-27
34,Ecuador,54574,718,4424,18,26920,23230,288,3094,251,144751,8206,2020-06-27
35,Indonesia,52812,1385,2720,37,21909,28183,0,193,10,753370,2755,2020-06-27
36,Netherlands,50074,69,6105,2,0,0,29,2922,356,577437,33700,2020-06-27
37,UAE,47360,387,311,1,35834,11215,1,4789,31,3136000,317130,2020-06-27
38,Kuwait,44391,688,344,3,34586,9461,155,10397,81,375524,87953,2020-06-27
39,Iraq,43262,2069,1660,101,19938,21664,254,1076,41,510353,12694,2020-06-27
40,Singapore,43246,291,26,0,37163,6057,1,7393,4,684359,116989,2020-06-27
41,Ukraine,42065,948,1110,24,18701,22254,386,962,25,631966,14450,2020-06-27
42,Portugal,41189,323,1561,6,26864,12764,67,4039,153,1102066,108078,2020-06-27
