index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,6053802,65026,233155,1877,3222208,2598439,25316,0,0,0,0,2020-08-08
1,South America,4691757,67771,158122,1378,3193359,1340276,14647,0,0,0,0,2020-08-08
2,Asia,4954491,91299,108058,1369,3736288,1110145,18734,0,0,0,0,2020-08-08
3,Europe,3022758,14512,205944,331,1816509,1000305,5178,0,0,0,0,2020-08-08
4,Africa,1039525,14056,22961,408,723657,292907,1206,0,0,0,0,2020-08-08
5,Oceania,22574,427,304,12,12999,9271,53,0,0,0,0,2020-08-08
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-08
7,World,19785628,253091,728559,5375,12705671,6351398,65138,2538,935,0,0,2020-08-08
8,USA,5148375,52851,165041,947,2635140,2348194,18033,15544,498,64507803,194768,2020-08-08
9,Brazil,3013369,46305,100543,841,2094293,818533,8318,14166,473,13231548,62203,2020-08-08
10,India,2152020,65156,43453,875,1479804,628763,8944,1558,31,23387171,16930,2020-08-08
11,Russia,882347,5212,14854,129,690207,177286,2300,6046,102,30038123,205824,2020-08-08
12,South Africa,553188,7712,10210,301,404568,138410,539,9315,172,3220265,54228,2020-08-08
13,Mexico,469407,6717,51311,794,313386,104710,3864,3637,398,1071706,8303,2020-08-08
14,Peru,463875,0,20649,0,314332,128894,1460,14049,625,2522993,76414,2020-08-08
15,Colombia,376870,9674,12540,290,204591,159739,1493,7399,246,1877368,36856,2020-08-08
16,Chile,371023,2198,10011,53,344133,16879,1305,19392,523,1812895,94752,2020-08-08
17,Spain,361442,0,28503,0,0,0,617,7730,610,7064329,151087,2020-08-08
18,Iran,324692,2125,18264,132,282122,24306,4148,3861,217,2637575,31362,2020-08-08
19,UK,309763,758,46566,55,0,0,67,4561,686,18102003,266508,2020-08-08
20,Saudi Arabia,287262,1469,3130,37,250440,33692,1828,8239,90,3754850,107689,2020-08-08
21,Pakistan,283487,842,6068,16,259604,17815,801,1281,27,2103699,9506,2020-08-08
22,Bangladesh,255113,2611,3365,32,146604,105144,0,1547,20,1249560,7580,2020-08-08
23,Italy,250103,347,35203,13,201947,12953,43,4137,582,7212207,119304,2020-08-08
24,Argentina,241811,6134,4523,112,108242,129046,1502,5345,100,830057,18349,2020-08-08
25,Turkey,239622,1172,5829,16,222656,11137,587,2838,69,5202370,61617,2020-08-08
26,Germany,216896,581,9261,7,197400,10235,236,2588,110,8586648,102451,2020-08-08
27,France,197921,0,30324,0,82836,84761,383,3031,464,4183143,64071,2020-08-08
28,Iraq,147389,3325,5310,74,105504,36575,577,3657,132,1127383,27969,2020-08-08
29,Philippines,126885,4131,2209,41,67117,57559,239,1156,20,1738268,15842,2020-08-08
30,Indonesia,123503,2277,5658,65,79306,38539,0,451,21,1693880,6186,2020-08-08
31,Canada,119221,236,8976,6,103566,6679,2276,3156,238,4404038,116583,2020-08-08
32,Qatar,112650,267,182,2,109438,3030,78,40120,65,516825,184067,2020-08-08
33,Kazakhstan,97829,907,1058,0,71609,25162,221,5204,56,2183308,116138,2020-08-08
34,Egypt,95314,167,4992,21,51672,38650,41,930,49,135000,1317,2020-08-08
35,Ecuador,93572,1603,5916,19,71605,16051,369,5296,335,261829,14818,2020-08-08
36,Bolivia,87891,1468,3524,59,28139,56228,71,7519,301,187103,16007,2020-08-08
37,Israel,82324,1333,593,12,57071,24660,388,8951,64,1872453,203581,2020-08-08
38,Sweden,82323,0,5763,0,0,0,34,8146,570,863315,85428,2020-08-08
39,Oman,81357,290,509,7,73481,7367,173,15894,99,309212,60407,2020-08-08
40,Ukraine,79750,1489,1879,27,43655,34216,143,1825,43,1154378,26413,2020-08-08
41,Dominican Republic,78778,1069,1289,30,42538,34951,317,7255,119,290267,26731,2020-08-08
42,Panama,73651,1091,1609,18,47484,24558,161,17043,372,247212,57206,2020-08-08
43,Belgium,72784,768,9866,5,17728,45190,69,6277,851,1791554,154513,2020-08-08
44,Kuwait,71199,472,474,3,62806,7919,125,16648,111,529130,123720,2020-08-08
