index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,9999248,66146,333798,1165,6652016,3013434,18871,0,0,0,0,2020-10-17
1,Asia,12424340,97368,222690,1817,10782783,1418867,20892,0,0,0,0,2020-10-17
2,South America,8964751,49906,278931,1196,7876480,809340,17533,0,0,0,0,2020-10-17
3,Europe,6867187,142758,238159,1095,3180379,3448649,12683,0,0,0,0,2020-10-17
4,Africa,1646863,14176,39622,265,1352602,254639,1845,0,0,0,0,2020-10-17
5,Oceania,33707,18,952,0,30357,2398,10,0,0,0,0,2020-10-17
6,,721,0,15,0,659,47,4,0,0,0,0,2020-10-17
7,World,39936817,370372,1114167,5538,29875276,8947374,71838,5124,1429,0,0,2020-10-17
8,USA,8341588,53155,224277,633,5427427,2689884,15321,25158,676,124734621,376189,2020-10-17
9,India,7492727,62092,114064,1032,6594399,784264,8944,5414,82,93254017,67381,2020-10-17
10,Brazil,5224362,22792,153675,446,4635315,435372,8318,24527,721,17900000,84036,2020-10-17
11,Russia,1384235,14922,24002,279,1065199,295034,2300,9484,164,53305957,365227,2020-10-17
12,Spain,982723,0,33775,0,0,0,1768,21016,722,14590713,312033,2020-10-17
13,Argentina,979119,13510,26107,384,791174,161838,4386,21606,576,2359606,52069,2020-10-17
14,Colombia,952371,7017,28803,187,847467,76101,2115,18659,564,4401530,86234,2020-10-17
15,France,867197,32427,33392,89,104696,729109,1800,13277,511,13336528,204184,2020-10-17
16,Peru,865549,3132,33702,54,774356,57491,1133,26145,1018,4206371,127060,2020-10-17
17,Mexico,841661,6751,85704,419,612216,143741,2590,6508,663,2160139,16703,2020-10-17
18,UK,705428,16171,43579,150,0,0,592,10375,641,28986852,426333,2020-10-17
19,South Africa,702131,1928,18408,38,630436,53287,546,11795,309,4528141,76069,2020-10-17
20,Iran,526490,4103,30123,253,423921,72446,4721,6245,357,4482263,53166,2020-10-17
21,Chile,490003,1813,13588,59,462712,13703,791,25569,709,3857820,201302,2020-10-17
22,Iraq,423524,3221,10198,56,357291,56035,491,10462,252,2605466,64362,2020-10-17
23,Italy,402536,10925,36474,47,249127,116935,705,6661,604,13394041,221626,2020-10-17
24,Bangladesh,387295,1209,5646,23,302298,79351,0,2345,34,2151702,13027,2020-10-17
25,Germany,361733,4941,9853,17,290000,61880,730,4313,117,19276507,229857,2020-10-17
26,Indonesia,357762,4301,12431,84,281592,63739,0,1304,45,4019958,14652,2020-10-17
27,Philippines,354338,2673,6603,73,295312,52423,1562,3221,60,4333359,39392,2020-10-17
28,Turkey,345678,1723,9224,71,302499,33955,1428,4086,109,12306909,145464,2020-10-17
29,Saudi Arabia,341854,359,5165,21,328165,8524,829,9775,148,7315751,209194,2020-10-17
30,Pakistan,322452,575,6638,17,306640,9174,567,1452,30,4041962,18196,2020-10-17
31,Israel,302770,874,2190,49,265445,35135,690,32918,238,4185767,455094,2020-10-17
32,Ukraine,293641,6410,5517,109,124113,164011,177,6726,126,2729496,62524,2020-10-17
33,Netherlands,220052,8114,6737,29,0,0,372,12834,393,2872319,167520,2020-10-17
34,Belgium,202151,10192,10359,32,20867,170925,358,17420,893,3984249,343337,2020-10-17
35,Canada,196321,2215,9746,24,165446,21129,188,5188,258,8644269,228448,2020-10-17
36,Romania,176468,3952,5812,63,129556,41100,745,9191,303,2832679,147541,2020-10-17
37,Morocco,170911,3763,2878,60,141381,26652,523,4614,78,3017488,81470,2020-10-17
38,Czechia,168827,8715,1352,69,68945,98530,596,15756,126,1765806,164800,2020-10-17
39,Poland,167230,9622,3524,84,90162,73544,604,4420,93,3935143,104010,2020-10-17
40,Ecuador,152422,763,12375,18,128134,11913,362,8601,698,491885,27757,2020-10-17
41,Bolivia,139562,243,8439,32,103896,27227,71,11909,720,319993,27305,2020-10-17
42,Nepal,129304,3167,727,12,89840,38737,0,4415,25,1269605,43349,2020-10-17
43,Qatar,129227,235,223,1,126218,2786,52,46024,79,869857,309800,2020-10-17
44,Panama,124107,609,2557,11,100348,21202,110,28633,590,578200,133396,2020-10-17
45,Dominican Republic,120925,475,2195,3,97575,21155,153,11115,202,539053,49547,2020-10-17
46,Kuwait,115483,739,694,4,107108,7681,139,26926,162,823206,191938,2020-10-17
47,UAE,114387,1538,459,4,106354,7574,0,11525,46,11577871,1166506,2020-10-17
48,Kazakhstan,109302,100,1768,0,104921,2613,221,5801,94,3175675,168540,2020-10-17
49,Oman,108296,0,1071,0,94229,12996,216,21054,208,376700,73235,2020-10-17
50,Egypt,105297,138,6109,10,98157,1031,41,1023,59,135000,1312,2020-10-17
51,Sweden,103200,0,5918,0,0,0,30,10200,585,1925218,190280,2020-10-17
52,Guatemala,101028,597,3515,37,90001,7512,5,5609,195,387077,21491,2020-10-17
53,Portugal,98055,2153,2162,13,57919,37974,148,9625,212,2997046,294178,2020-10-17
54,Costa Rica,95514,1166,1183,15,58816,35515,217,18700,232,271394,53134,2020-10-17
55,Japan,92063,632,1661,11,85030,5372,148,729,13,2421043,19160,2020-10-17
56,Ethiopia,88434,600,1346,9,42099,44989,299,764,12,1390197,12007,2020-10-17
57,Honduras,86691,602,2556,4,34546,49589,26,8712,257,205258,20628,2020-10-17
58,Belarus,86392,0,921,0,78990,6481,0,9144,97,2170047,229673,2020-10-17
59,Venezuela,85758,0,725,0,78294,6739,186,3018,26,2013074,70853,2020-10-17
60,Bahrain,77571,246,293,1,73841,3437,46,45146,171,1607692,935679,2020-10-17
61,Switzerland,74422,0,2122,0,50600,21700,56,8581,245,1578103,181951,2020-10-17
62,Moldova,66652,792,1569,20,47230,17853,864,16534,389,328482,81485,2020-10-17
63,Austria,63134,1747,889,7,48771,13474,133,6998,99,1926770,213575,2020-10-17
64,Armenia,63000,1540,1067,11,47925,14008,0,21249,360,344053,116043,2020-10-17
65,Uzbekistan,62809,221,522,2,59756,2531,252,1869,16,1377915,40997,2020-10-17
66,Nigeria,61307,113,1123,4,56557,3627,7,295,5,576184,2775,2020-10-17
67,Lebanon,61284,1171,517,8,27197,33570,206,8991,76,1056254,154960,2020-10-17
68,Singapore,57904,3,28,0,57798,78,0,9875,5,3290291,561115,2020-10-17
69,Algeria,54203,205,1846,5,37971,14386,36,1230,42,0,0,2020-10-17
70,Paraguay,54015,533,1179,14,35524,17312,145,7546,165,325909,45530,2020-10-17
71,Kyrgyzstan,51490,470,1108,5,45509,4873,24,7855,169,276522,42182,2020-10-17
72,Ireland,48678,1251,1849,0,23364,23465,30,9826,373,1423055,287260,2020-10-17
73,Libya,47845,0,699,0,26062,21084,0,6936,101,267258,38742,2020-10-17
74,Ghana,47199,26,310,0,46541,348,11,1510,10,504558,16141,2020-10-17
75,Palestine,46746,312,402,0,40162,6182,0,9103,78,473941,92289,2020-10-17
