index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1441922,32604,87050,2089,277431,1077441,18107,0,0,0,0,2020-05-08
1,Europe,1581256,27556,150513,2052,628113,802630,15176,0,0,0,0,2020-05-08
2,South America,283655,16063,14577,994,95274,173804,10012,0,0,0,0,2020-05-08
3,Asia,634829,16325,21501,296,349156,264172,5115,0,0,0,0,2020-05-08
4,Africa,58963,3643,2160,77,19790,37013,221,0,0,0,0,2020-05-08
5,Oceania,8508,19,118,0,7522,868,25,0,0,0,0,2020-05-08
6,,721,0,15,0,645,61,4,0,0,0,0,2020-05-08
7,World,4009854,96210,275934,5508,1377931,2355989,48660,514,354,0,0,2020-05-08
8,USA,1321065,28442,78577,1649,223162,1019326,16938,3991,237,8611547,26017,2020-05-08
9,Spain,260117,3262,26299,229,168408,65410,2075,5563,562,1932455,41332,2020-05-08
10,Italy,217185,1327,30201,243,99023,87961,1168,3592,500,2445063,40440,2020-05-08
11,UK,211364,4649,31241,626,0,179779,1559,3114,460,1631561,24034,2020-05-08
12,Russia,187859,10699,1723,98,26608,159528,2300,1287,12,4980000,34125,2020-05-08
13,France,176079,1288,26230,243,55782,94067,2868,2698,402,1384633,21213,2020-05-08
14,Germany,170588,1158,7510,118,141700,21378,1712,2036,90,2755770,32891,2020-05-08
15,Brazil,145892,10199,9992,804,55350,80550,8318,686,47,339552,1597,2020-05-08
16,Turkey,135569,1848,3689,48,86396,45484,1219,1607,44,1298806,15400,2020-05-08
17,Iran,104691,1556,6541,55,83837,14313,2711,1246,78,558899,6654,2020-05-08
18,Canada,66326,1404,4567,159,30406,31353,502,1757,121,1032088,27346,2020-05-08
19,Peru,61847,3321,1714,87,19012,41121,730,1876,52,473190,14351,2020-05-08
20,India,59693,3342,1985,96,17887,39821,0,43,1,1437788,1042,2020-05-08
21,Belgium,52011,591,8521,106,13201,30289,508,4488,735,515233,44456,2020-05-08
22,Netherlands,42093,319,5359,71,0,36484,564,2457,313,249655,14570,2020-05-08
23,Saudi Arabia,35432,1701,229,10,9120,26083,141,1018,7,418722,12027,2020-05-08
24,Ecuador,30298,0,1704,50,3433,25161,156,1717,97,82312,4665,2020-05-08
25,Switzerland,30207,81,1823,13,26100,2284,101,3490,211,301675,34857,2020-05-08
26,Mexico,29616,1982,2961,257,17781,8874,378,230,23,110916,860,2020-05-08
