index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,10473282,91534,341506,1452,6974858,3156918,19722,0,0,0,0,2020-10-23
1,Asia,12981587,97753,231693,1579,11401500,1348394,21089,0,0,0,0,2020-10-23
2,South America,9273610,55341,286042,1279,8220442,767126,17856,0,0,0,0,2020-10-23
3,Europe,7988512,231396,247488,1980,3386759,4354265,15446,0,0,0,0,2020-10-23
4,Africa,1706975,10557,40985,225,1398160,267830,2063,0,0,0,0,2020-10-23
5,Oceania,35852,663,959,1,31230,3663,17,0,0,0,0,2020-10-23
6,,721,0,15,0,659,47,4,0,0,0,0,2020-10-23
7,World,42460539,487244,1148688,6516,31413608,9898243,76197,5447,1474,0,0,2020-10-23
8,USA,8744520,78777,229274,893,5694243,2821003,16205,26370,691,130985666,395004,2020-10-23
9,India,7813668,54028,117992,656,7013569,682107,8944,5645,85,100113085,72326,2020-10-23
10,Brazil,5355650,23016,156528,566,4797872,401250,8318,25141,735,21900000,102803,2020-10-23
11,Russia,1480646,17340,25525,283,1119251,335870,2300,10145,175,56230544,385262,2020-10-23
12,Spain,1110372,19851,34752,231,0,0,2031,23746,743,15503165,331544,2020-10-23
13,Argentina,1069368,15718,28338,381,866695,174335,4696,23594,625,2777087,61272,2020-10-23
14,France,1041075,42032,34508,298,109486,897081,2441,15938,528,14406499,220557,2020-10-23
15,Colombia,998942,8672,29802,166,901652,67488,2291,19568,584,4668341,91446,2020-10-23
16,Peru,883116,3240,34033,49,800480,48603,1080,26670,1028,4343547,131174,2020-10-23
17,Mexico,874171,6612,87894,479,636391,149886,2617,6758,680,2249619,17392,2020-10-23
18,UK,830998,20530,44571,224,0,0,707,12221,655,31157988,458227,2020-10-23
19,South Africa,712412,1897,18891,48,643523,49998,546,11965,317,4657116,78220,2020-10-23
20,Iran,556891,6134,31985,335,446685,78221,4933,6604,379,4658727,55248,2020-10-23
21,Chile,498906,1775,13844,52,471343,13719,759,26029,722,4043282,210950,2020-10-23
22,Italy,484869,19143,37059,91,261808,186002,1049,8023,613,14314453,236861,2020-10-23
23,Iraq,445949,3785,10513,48,375188,60248,434,11012,260,2724328,67273,2020-10-23
24,Germany,417350,13476,10090,46,310200,97060,1121,4976,120,20380376,243007,2020-10-23
25,Bangladesh,396413,1586,5761,14,312065,78587,0,2400,35,2235488,13532,2020-10-23
26,Indonesia,381910,4369,13077,118,305100,63733,0,1392,48,4253425,15500,2020-10-23
27,Philippines,365799,1923,6915,132,312691,46193,1562,3325,63,4518010,41062,2020-10-23
28,Turkey,357693,2165,9658,74,311520,36515,1648,4227,114,12992246,153538,2020-10-23
29,Saudi Arabia,344157,383,5264,14,330578,8315,796,9839,150,7615539,217711,2020-10-23
30,Ukraine,330396,7517,6164,121,137578,186654,177,7569,141,2950463,67592,2020-10-23
31,Pakistan,326216,736,6715,13,309646,9855,586,1468,30,4204320,18921,2020-10-23
32,Israel,308840,593,2329,10,290130,16381,573,33578,253,4377294,475917,2020-10-23
33,Netherlands,272401,9996,6964,45,0,0,488,15886,406,2872319,167514,2020-10-23
34,Belgium,270132,16746,10588,49,22213,237331,573,23277,912,4375231,377002,2020-10-23
35,Czechia,238323,15258,1971,126,91651,144701,735,22242,184,1976869,184492,2020-10-23
36,Poland,228318,13632,4172,153,105092,119054,851,6035,110,4221711,111586,2020-10-23
37,Canada,211732,2584,9888,26,177879,23965,215,5595,261,9397664,248323,2020-10-23
38,Romania,201032,5028,6245,82,144429,50358,782,10472,325,3002800,156419,2020-10-23
39,Morocco,190416,3685,3205,73,157175,30036,699,5140,87,3153471,85125,2020-10-23
40,Ecuador,158270,1819,12528,28,134187,11555,360,8929,707,514857,29047,2020-10-23
41,Nepal,153008,4499,829,17,105488,46691,0,5223,28,1367016,46661,2020-10-23
42,Bolivia,140445,217,8584,26,106950,24911,71,11981,732,325340,27755,2020-10-23
43,Qatar,130711,249,229,1,127599,2883,35,46553,82,918548,327141,2020-10-23
44,Panama,127866,639,2622,10,103985,21259,122,29492,605,614675,141775,2020-10-23
45,Dominican Republic,122873,0,2212,0,100920,19741,158,11292,203,554736,50980,2020-10-23
46,UAE,122273,1563,475,1,115068,6730,0,12317,48,12223225,1231285,2020-10-23
47,Kuwait,120232,812,740,10,111440,8052,122,28026,172,865560,201764,2020-10-23
48,Portugal,112440,2899,2276,31,65880,44284,198,11037,223,3156991,309893,2020-10-23
49,Oman,111837,0,1147,0,97949,12741,202,21733,223,376700,73205,2020-10-23
50,Sweden,110594,0,5933,7,0,0,39,10930,586,2074744,205038,2020-10-23
51,Kazakhstan,110086,179,1796,0,105493,2797,221,5841,95,3309626,175615,2020-10-23
52,Egypt,106230,170,6176,10,98713,1341,41,1032,60,135000,1312,2020-10-23
53,Guatemala,103902,730,3594,14,93341,6967,5,5767,199,404460,22449,2020-10-23
54,Switzerland,103653,6634,2067,15,55800,45786,116,11950,238,1726438,199030,2020-10-23
55,Costa Rica,101826,1210,1265,14,61662,38899,201,19933,248,271394,53126,2020-10-23
56,Japan,95138,614,1694,9,88245,5199,151,753,13,2531971,20039,2020-10-23
57,Ethiopia,92229,536,1400,4,46118,44711,315,796,12,1430043,12347,2020-10-23
