index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
70,French Guiana,5,0,0,0,0,5,0,0,2020-03-08,,,
71,Slovakia,5,2,0,0,0,5,0,9,2020-03-08,,,
72,Afghanistan,4,0,0,0,0,4,0,1,2020-03-08,,,
73,Senegal,4,0,0,0,1,3,0,2,2020-03-08,,,
74,Bulgaria,4,2,0,0,0,4,0,6,2020-03-08,,,
75,Maldives,4,2,0,0,0,4,0,0,2020-03-08,,,
76,Latvia,3,2,0,0,1,2,0,16,2020-03-08,,,
77,North Macedonia,3,0,0,0,0,3,0,14,2020-03-08,,,
78,Bangladesh,3,3,0,0,0,3,0,0,2020-03-08,,,
79,Bosnia and Herzegovina,3,0,0,0,0,3,0,9,2020-03-08,,,
80,Malta,3,0,0,0,0,3,0,0,2020-03-08,,,
81,South Africa,3,1,0,0,0,3,0,1,2020-03-08,,,
82,Cambodia,2,0,0,0,1,1,0,1,2020-03-08,,,
83,Morocco,2,0,0,0,0,2,1,1,2020-03-08,,,
84,Tunisia,2,1,0,0,0,2,0,2,2020-03-08,,,
85,Cameroon,2,0,0,0,0,2,0,1,2020-03-08,,,
86,Faeroe Islands,2,0,0,0,0,2,0,0,2020-03-08,,,
87,Andorra,1,0,0,0,0,1,0,0,2020-03-08,,,
88,Armenia,1,0,0,0,0,1,0,3,2020-03-08,,,
89,Jordan,1,0,0,0,0,1,0,1,2020-03-08,,,
90,Lithuania,1,0,0,0,0,1,0,4,2020-03-08,,,
91,Monaco,1,0,0,0,0,1,0,0,2020-03-08,,,
92,Nepal,1,0,0,0,1,0,0,0,2020-03-08,,,
93,Nigeria,1,0,0,0,0,1,0,0,2020-03-08,,,
94,Sri Lanka,1,0,0,0,1,0,0,0,2020-03-08,,,
95,Ukraine,1,0,0,0,0,1,0,0,2020-03-08,,,
96,Bhutan,1,0,0,0,0,1,0,0,2020-03-08,,,
97,Colombia,1,0,0,0,0,1,0,0,2020-03-08,,,
98,Gibraltar,1,0,0,0,1,0,1,0,2020-03-08,,,
99,Vatican City,1,0,0,0,0,1,0,0,2020-03-08,,,
100,Liechtenstein,1,0,0,0,0,1,0,0,2020-03-08,,,
101,Moldova,1,0,0,0,0,1,0,2,2020-03-08,,,
102,Paraguay,1,0,0,0,0,1,0,1,2020-03-08,,,
103,Serbia,1,0,0,0,0,1,0,1,2020-03-08,,,
104,Togo,1,0,0,0,0,1,0,1,2020-03-08,,,
105,Total:,109843,3750,3805,206,60973,45065,6129,141,2020-03-08,,,
