index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
0,China,80703,8,3098,1,57333,20272,5264,561,2020-03-08,,,
1,Italy,7375,1492,366,133,622,6387,650,1220,2020-03-08,,,
2,S. Korea,7313,272,50,2,130,7133,36,1426,2020-03-08,,,
3,Iran,6566,743,194,49,2134,4238,0,782,2020-03-08,,,
4,France,1126,177,19,3,12,1095,45,173,2020-03-08,,,
5,Germany,1040,240,0,0,18,1022,9,124,2020-03-08,,,
6,Diamond Princess,696,0,7,0,245,444,32,0,2020-03-08,,,
7,Spain,674,149,17,7,32,625,11,144,2020-03-08,,,
8,USA,534,99,21,2,15,498,8,16,2020-03-08,,,
9,Japan,502,41,7,1,76,419,29,40,2020-03-08,,,
10,Switzerland,337,69,2,1,3,332,0,389,2020-03-08,,,
11,UK,273,64,3,1,18,252,0,40,2020-03-08,,,
12,Netherlands,265,77,3,2,0,262,1,155,2020-03-08,,,
13,Sweden,203,42,0,0,1,202,0,201,2020-03-08,,,
14,Belgium,200,31,0,0,1,199,1,173,2020-03-08,,,
15,Norway,176,20,0,0,1,175,0,325,2020-03-08,,,
16,Singapore,150,12,0,0,90,60,9,256,2020-03-08,,,
17,Hong Kong,115,7,3,1,59,53,6,153,2020-03-08,,,
18,Austria,104,23,0,0,2,102,1,115,2020-03-08,,,
19,Malaysia,99,6,0,0,24,75,0,31,2020-03-08,,,
20,Bahrain,85,0,0,0,14,71,0,500,2020-03-08,,,
21,Australia,80,6,3,0,22,55,1,31,2020-03-08,,,
22,Greece,73,7,0,0,0,73,1,70,2020-03-08,,,
23,Canada,64,4,0,0,8,56,1,17,2020-03-08,,,
24,Kuwait,64,3,0,0,1,63,3,150,2020-03-08,,,
25,Iraq,60,6,6,2,1,53,0,15,2020-03-08,,,
26,Iceland,58,8,0,0,1,57,0,0,2020-03-08,,,
27,Thailand,50,0,1,0,31,18,1,7,2020-03-08,,,
28,Egypt,49,1,1,1,1,47,0,5,2020-03-08,,,
29,Taiwan,45,0,1,0,15,29,0,19,2020-03-08,,,
30,UAE,45,0,0,0,7,38,2,45,2020-03-08,,,
31,India,43,9,0,0,3,40,0,0,2020-03-08,,,
32,Israel,39,14,0,0,3,36,1,45,2020-03-08,,,
33,San Marino,36,10,1,0,0,35,5,0,2020-03-08,,,
34,Denmark,35,8,0,0,1,34,0,60,2020-03-08,,,
35,Czechia,32,6,0,0,0,32,0,30,2020-03-08,,,
36,Lebanon,32,4,0,0,1,31,3,47,2020-03-08,,,
37,Portugal,30,9,0,0,0,30,0,29,2020-03-08,,,
38,Vietnam,30,10,0,0,16,14,0,3,2020-03-08,,,
39,Brazil,25,6,0,0,0,25,1,1,2020-03-08,,,
40,Finland,25,6,0,0,1,24,0,45,2020-03-08,,,
41,Ireland,21,2,0,0,0,21,0,43,2020-03-08,,,
42,Algeria,20,1,0,0,0,20,0,5,2020-03-08,,,
43,Palestine,19,0,0,0,0,19,0,37,2020-03-08,,,
44,Russia,17,3,0,0,3,14,0,1,2020-03-08,,,
45,Oman,16,0,0,0,2,14,0,31,2020-03-08,,,
46,Slovenia,16,4,0,0,0,16,0,77,2020-03-08,,,
47,Qatar,15,3,0,0,0,15,0,52,2020-03-08,,,
48,Romania,15,2,0,0,5,10,0,8,2020-03-08,,,
49,Ecuador,14,0,0,0,0,14,1,8,2020-03-08,,,
50,Georgia,13,0,0,0,0,13,1,33,2020-03-08,,,
51,Argentina,12,3,1,0,0,11,0,3,2020-03-08,,,
52,Croatia,12,0,0,0,0,12,0,29,2020-03-08,,,
53,Saudi Arabia,11,4,0,0,1,10,0,3,2020-03-08,,,
54,Poland,11,5,0,0,0,11,1,3,2020-03-08,,,
55,Philippines,10,4,1,0,2,7,1,1,2020-03-08,,,
56,Macao,10,0,0,0,10,0,0,0,2020-03-08,,,
57,Estonia,10,0,0,0,0,10,0,75,2020-03-08,,,
58,Chile,10,3,0,0,0,10,0,5,2020-03-08,,,
59,Azerbaijan,9,0,0,0,0,9,0,9,2020-03-08,,,
60,Mexico,7,1,0,0,1,6,1,1,2020-03-08,,,
61,Pakistan,7,1,0,0,1,6,0,0,2020-03-08,,,
62,Hungary,7,2,0,0,0,7,0,7,2020-03-08,,,
63,Belarus,6,0,0,0,0,6,0,6,2020-03-08,,,
64,Indonesia,6,2,0,0,0,6,0,0,2020-03-08,,,
65,Peru,6,0,0,0,0,6,0,2,2020-03-08,,,
66,Dominican Republic,5,3,0,0,0,5,0,5,2020-03-08,,,
67,Luxembourg,5,1,0,0,0,5,0,0,2020-03-08,,,
68,New Zealand,5,0,0,0,0,5,0,10,2020-03-08,,,
69,Costa Rica,5,4,0,0,0,5,1,10,2020-03-08,,,
