index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,994717,40585,56094,2125,113862,824761,16202,0,0,0,0,2020-04-24
1,Europe,1225314,32038,117324,3065,393188,714802,26300,0,0,0,0,2020-04-24
2,Asia,447871,12595,16586,374,212566,218719,6064,0,0,0,0,2020-04-24
3,South America,119994,16666,5529,456,45554,68911,9620,0,0,0,0,2020-04-24
4,Oceania,8232,13,96,5,6299,1837,46,0,0,0,0,2020-04-24
5,Africa,29825,1608,1328,30,9140,19357,148,0,0,0,0,2020-04-24
6,,721,0,15,0,645,61,4,0,0,0,0,2020-04-24
7,World,2826674,103505,196972,6055,781254,1848448,58384,363,253,0,0,2020-04-24
8,USA,923612,37170,52092,1858,93404,778116,14954,2790,157,5012994,15145,2020-04-24
9,Spain,219764,6740,22524,367,92355,104885,7705,4700,482,930230,19896,2020-04-24
10,Italy,192994,3021,25969,420,60498,106527,2173,3192,430,1642356,27164,2020-04-24
11,France,159828,1645,22245,389,43493,94090,4870,2449,341,463662,7103,2020-04-24
12,Germany,154999,1870,5760,185,106800,42439,2908,1850,69,2072669,24738,2020-04-24
13,UK,143464,5386,19506,768,0,123614,1559,2113,287,612031,9016,2020-04-24
14,Turkey,104912,3122,2600,109,21737,80575,1790,1244,31,830257,9844,2020-04-24
15,Iran,88194,1168,5574,93,66599,16021,3121,1050,66,399927,4761,2020-04-24
16,Russia,68622,5849,615,60,5568,62439,2300,470,4,2550000,17474,2020-04-24
17,Brazil,52995,3503,3670,357,27655,21670,8318,249,17,291922,1373,2020-04-24
18,Belgium,44293,1496,6679,189,10122,27492,970,3822,576,189067,16313,2020-04-24
19,Canada,43888,1778,2302,155,15469,26117,557,1163,61,660108,17490,2020-04-24
20,Netherlands,36535,806,4289,112,0,31996,963,2132,250,187000,10913,2020-04-24
21,Switzerland,28677,181,1589,40,21000,6088,386,3313,184,235252,27182,2020-04-24
22,India,24447,1408,780,59,5496,18171,0,18,6,541789,393,2020-04-24
23,Portugal,22797,444,854,34,1228,20715,188,2236,84,315758,30967,2020-04-24
24,Ecuador,22719,11536,576,16,1366,20777,127,1288,33,56513,3203,2020-04-24
25,Peru,21648,734,634,62,7496,13518,505,657,19,198349,6016,2020-04-24
26,Ireland,18184,577,1014,220,9233,7937,142,3683,205,111584,22598,2020-04-24
27,Sweden,17567,812,2152,131,550,14865,547,1739,213,94500,9357,2020-04-24
28,Saudi Arabia,15102,1172,127,6,2049,12926,93,434,4,200000,5745,2020-04-24
29,Austria,15071,69,530,8,11872,2669,156,1673,59,212686,23615,2020-04-24
30,Israel,15058,255,194,2,6003,8861,137,1740,22,287034,33162,2020-04-24
31,Japan,12368,0,328,0,1494,10546,259,98,3,135983,1075,2020-04-24
32,Chile,12306,494,174,6,6327,5805,408,644,9,142267,7442,2020-04-24
33,Singapore,12075,897,12,0,924,11139,26,2064,2,94796,16203,2020-04-24
34,Pakistan,11940,883,253,18,2755,8932,111,54,1,138147,625,2020-04-24
35,Mexico,11633,1089,1069,99,2627,7937,378,90,8,51297,398,2020-04-24
36,Poland,10892,381,494,40,1944,8454,160,288,13,265201,7007,2020-04-24
37,S. Korea,10708,6,240,0,8501,1967,55,209,5,589520,11499,2020-04-24
38,Romania,10417,321,567,22,2817,7033,241,541,29,121602,6321,2020-04-24
39,UAE,9281,525,64,8,1760,7457,1,938,6,790000,79875,2020-04-24
40,Belarus,8773,751,63,3,1120,7590,92,928,7,130824,13845,2020-04-24
