index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
47,Thailand,82,7,1,0,35,46,1,12,2020-03-14,,,
48,Chile,61,18,0,0,0,61,0,32,2020-03-14,,,
49,Russia,59,14,0,0,8,51,0,4,2020-03-14,,,
50,Taiwan,53,3,1,0,20,32,0,22,2020-03-14,,,
51,Vietnam,53,9,0,0,16,37,0,5,2020-03-14,,,
52,Luxembourg,51,13,1,0,0,50,0,0,2020-03-14,,,
53,Serbia,46,11,0,0,0,46,1,53,2020-03-14,,,
54,Argentina,45,11,2,0,0,43,1,10,2020-03-14,,,
55,Slovakia,44,12,0,0,0,44,0,81,2020-03-14,,,
56,Bulgaria,41,10,2,1,0,39,0,59,2020-03-14,,,
57,Brunei,40,3,0,0,0,40,0,0,2020-03-14,,,
58,Croatia,39,7,0,0,2,37,0,95,2020-03-14,,,
59,Albania,38,5,1,0,0,37,2,132,2020-03-14,,,
60,Peru,38,0,0,0,0,38,0,12,2020-03-14,,,
61,South Africa,38,14,0,0,0,38,0,6,2020-03-14,,,
62,Palestine,38,3,0,0,0,38,0,74,2020-03-14,,,
63,Algeria,37,11,3,1,10,24,0,8,2020-03-14,,,
64,Panama,36,9,1,0,0,35,0,83,2020-03-14,,,
65,Pakistan,31,3,0,0,2,29,0,1,2020-03-14,,,
66,Georgia,30,5,0,0,0,30,1,75,2020-03-14,,,
67,Hungary,30,11,0,0,1,29,0,31,2020-03-14,,,
68,Ecuador,28,5,1,0,0,27,1,16,2020-03-14,,,
69,Belarus,27,0,0,0,3,24,0,29,2020-03-14,,,
70,Costa Rica,27,4,0,0,0,27,1,53,2020-03-14,,,
71,Latvia,26,9,0,0,1,25,0,138,2020-03-14,,,
72,Mexico,26,11,0,0,4,22,1,2,2020-03-14,,,
73,Cyprus,26,12,0,0,0,26,0,215,2020-03-14,,,
74,Colombia,22,6,0,0,0,22,0,4,2020-03-14,,,
75,Senegal,21,0,0,0,2,19,0,13,2020-03-14,,,
76,Bosnia and Herzegovina,21,3,0,0,0,21,0,64,2020-03-14,,,
77,Oman,19,0,0,0,9,10,0,37,2020-03-14,,,
78,Morocco,18,11,1,0,1,16,1,5,2020-03-14,,,
79,Armenia,18,10,0,0,0,18,0,61,2020-03-14,,,
80,Tunisia,18,2,0,0,0,18,2,15,2020-03-14,,,
81,Malta,18,6,0,0,1,17,0,0,2020-03-14,,,
82,Azerbaijan,15,0,1,0,3,11,0,15,2020-03-14,,,
83,North Macedonia,13,0,0,0,1,12,0,62,2020-03-14,,,
84,Moldova,12,6,0,0,0,12,0,30,2020-03-14,,,
85,Afghanistan,11,4,0,0,0,11,0,3,2020-03-14,,,
86,Dominican Republic,11,6,0,0,0,11,0,10,2020-03-14,,,
87,Macao,10,0,0,0,10,0,0,0,2020-03-14,,,
88,Sri Lanka,10,4,0,0,1,9,0,5,2020-03-14,,,
89,Bolivia,10,0,0,0,0,10,0,9,2020-03-14,,,
90,Maldives,10,1,0,0,0,10,0,0,2020-03-14,,,
91,Martinique,10,7,0,0,0,10,0,0,2020-03-14,,,
92,Lithuania,9,3,0,0,1,8,0,33,2020-03-14,,,
93,Faeroe Islands,9,6,0,0,0,9,0,0,2020-03-14,,,
94,Jamaica,8,0,0,0,0,8,0,27,2020-03-14,,,
95,Cambodia,7,0,0,0,1,6,0,4,2020-03-14,,,
96,New Zealand,7,1,0,0,0,7,0,15,2020-03-14,,,
97,French Guiana,7,1,0,0,0,7,0,0,2020-03-14,,,
98,Paraguay,7,1,0,0,0,7,1,10,2020-03-14,,,
99,Kazakhstan,6,2,0,0,0,6,0,3,2020-03-14,,,
100,Réunion,6,1,0,0,0,6,0,0,2020-03-14,,,
101,Turkey,6,1,0,0,0,6,0,1,2020-03-14,,,
102,Bangladesh,5,2,0,0,2,3,0,0,2020-03-14,,,
103,Cuba,4,0,0,0,0,4,0,4,2020-03-14,,,
104,Liechtenstein,4,0,0,0,0,4,0,0,2020-03-14,,,
105,Uruguay,4,0,0,0,0,4,0,12,2020-03-14,,,
106,Ukraine,3,0,1,0,0,2,0,1,2020-03-14,,,
107,Channel Islands,3,0,0,0,0,3,0,0,2020-03-14,,,
108,French Polynesia,3,0,0,0,0,3,0,0,2020-03-14,,,
109,Guadeloupe,3,2,0,0,0,3,0,0,2020-03-14,,,
110,Honduras,3,1,0,0,0,3,0,3,2020-03-14,,,
111,Puerto Rico,3,0,0,0,0,3,0,10,2020-03-14,,,
112,Monaco,2,0,0,0,0,2,0,0,2020-03-14,,,
113,Nigeria,2,0,0,0,0,2,0,0,2020-03-14,,,
114,Aruba,2,0,0,0,0,2,0,0,2020-03-14,,,
115,Burkina Faso,2,0,0,0,0,2,0,1,2020-03-14,,,
116,Cameroon,2,0,0,0,0,2,0,1,2020-03-14,,,
117,DRC,2,0,0,0,0,2,0,0,2020-03-14,,,
118,Ghana,2,0,0,0,0,2,0,1,2020-03-14,,,
119,Namibia,2,2,0,0,0,2,0,8,2020-03-14,,,
120,Saint Martin,2,0,0,0,0,2,0,0,2020-03-14,,,
121,Seychelles,2,2,0,0,0,2,0,0,2020-03-14,,,
122,Trinidad and Tobago,2,1,0,0,0,2,0,14,2020-03-14,,,
123,Venezuela,2,0,0,0,0,2,0,1,2020-03-14,,,
124,Guyana,1,0,1,0,0,0,0,0,2020-03-14,,,
125,Sudan,1,0,1,0,0,0,0,0,2020-03-14,,,
126,Andorra,1,0,0,0,0,1,0,0,2020-03-14,,,
127,Jordan,1,0,0,0,1,0,0,1,2020-03-14,,,
128,Nepal,1,0,0,0,1,0,0,0,2020-03-14,,,
129,Antigua and Barbuda,1,0,0,0,0,1,0,0,2020-03-14,,,
130,Bhutan,1,0,0,0,0,1,0,0,2020-03-14,,,
131,Cayman Islands,1,0,0,0,0,1,0,0,2020-03-14,,,
132,Ivory Coast,1,0,0,0,0,1,0,0,2020-03-14,,,
133,Curaçao,1,0,0,0,0,1,0,0,2020-03-14,,,
134,Ethiopia,1,0,0,0,0,1,0,0,2020-03-14,,,
135,Gabon,1,0,0,0,0,1,0,4,2020-03-14,,,
136,Gibraltar,1,0,0,0,1,0,0,0,2020-03-14,,,
137,Guatemala,1,0,0,0,0,1,0,1,2020-03-14,,,
138,Guinea,1,0,0,0,0,1,0,1,2020-03-14,,,
139,Vatican City,1,0,0,0,0,1,0,0,2020-03-14,,,
140,Kenya,1,0,0,0,0,1,0,0,2020-03-14,,,
141,Mauritania,1,0,0,0,0,1,0,2,2020-03-14,,,
142,Mayotte,1,1,0,0,0,1,0,0,2020-03-14,,,
143,Mongolia,1,0,0,0,0,1,0,3,2020-03-14,,,
144,Rwanda,1,1,0,0,0,1,0,1,2020-03-14,,,
145,St. Barth,1,0,0,0,0,1,0,0,2020-03-14,,,
146,Saint Lucia,1,0,0,0,0,1,0,0,2020-03-14,,,
147,St. Vincent Grenadines,1,0,0,0,0,1,0,0,2020-03-14,,,
148,Suriname,1,0,0,0,0,1,0,0,2020-03-14,,,
149,Eswatini,1,1,0,0,0,1,0,9,2020-03-14,,,
150,Togo,1,0,0,0,0,1,0,1,2020-03-14,,,
151,U.S. Virgin Islands,1,1,0,0,0,1,0,0,2020-03-14,,,
