index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1408906,33005,84941,2514,269331,1054634,18166,0,0,0,0,2020-05-07
1,Europe,1553700,28796,148461,1830,611529,793710,15404,0,0,0,0,2020-05-07
2,South America,266842,15231,13532,707,93920,159390,9985,0,0,0,0,2020-05-07
3,Asia,618504,15439,21205,399,338640,258659,5201,0,0,0,0,2020-05-07
4,Africa,55263,2550,2080,65,19069,34114,172,0,0,0,0,2020-05-07
5,Oceania,8489,22,118,0,7467,904,26,0,0,0,0,2020-05-07
6,,721,0,15,0,645,61,4,0,0,0,0,2020-05-07
7,World,3912425,95043,270352,5515,1340601,2301472,48958,502,347,0,0,2020-05-07
8,USA,1292212,29120,76908,2109,216863,998441,16995,3904,232,8292756,25053,2020-05-07
9,Spain,256855,3173,26070,213,163919,66866,2075,5494,558,1932455,41332,2020-05-07
10,Italy,215858,1401,29958,274,96276,89624,1311,3570,495,2381288,39385,2020-05-07
11,UK,206715,5614,30615,539,0,175756,1559,3045,451,1534533,22605,2020-05-07
12,Russia,177160,11231,1625,88,23803,151732,2300,1214,11,4803192,32913,2020-05-07
13,France,174791,600,25987,178,55027,93777,2961,2678,398,1384633,21213,2020-05-07
14,Germany,169430,1268,7392,117,139900,22138,1823,2022,88,2755770,32891,2020-05-07
15,Brazil,135106,8495,9146,558,55350,70610,8318,636,43,339552,1597,2020-05-07
16,Turkey,133721,1977,3641,57,82984,47096,1260,1586,43,1265119,15000,2020-05-07
17,Iran,103135,1485,6486,68,82744,13905,2728,1228,77,544702,6485,2020-05-07
18,Canada,64922,1426,4408,176,28972,31542,502,1720,117,973558,25795,2020-05-07
19,Peru,58526,3709,1627,94,18388,38511,722,1775,49,448020,13588,2020-05-07
20,India,56351,3364,1889,104,16776,37686,0,41,1,1357413,984,2020-05-07
21,Belgium,51420,639,8415,76,12980,30025,538,4437,726,493325,42566,2020-05-07
22,Netherlands,41774,455,5288,84,0,36236,584,2438,309,249655,14570,2020-05-07
23,Saudi Arabia,33731,1793,219,10,7798,25714,145,969,6,405685,11653,2020-05-07
24,Ecuador,30298,878,1654,36,3433,25211,156,1717,94,83218,4717,2020-05-07
25,Switzerland,30126,66,1810,5,25900,2416,121,3481,209,290365,33550,2020-05-07
26,Mexico,27634,1609,2704,197,17781,7149,378,214,21,105664,820,2020-05-07
27,Portugal,26715,533,1105,16,2258,23352,135,2620,108,485925,47655,2020-05-07
28,Pakistan,24644,1430,585,41,6464,17595,111,112,3,244778,1108,2020-05-07
29,Sweden,24623,705,3040,99,4971,16612,425,2438,301,148500,14704,2020-05-07
30,Chile,24581,1533,285,4,11664,12632,493,1286,15,244226,12776,2020-05-07
31,Ireland,22385,137,1403,28,17110,3872,93,4533,284,214761,43493,2020-05-07
32,Singapore,20939,741,20,0,1712,19207,19,3579,3,175604,30016,2020-05-07
33,Belarus,20168,913,116,4,5067,14985,92,2134,12,229466,24284,2020-05-07
34,Qatar,18890,918,12,0,2286,16592,72,6557,4,116495,40435,2020-05-07
35,Israel,16381,71,240,1,10873,5268,83,1893,28,432453,49963,2020-05-07
36,UAE,16240,502,165,8,3572,12503,1,1642,17,1200000,121330,2020-05-07
37,Austria,15752,68,609,1,13698,1445,92,1749,68,292254,32450,2020-05-07
38,Japan,15477,224,577,21,4918,9982,308,122,5,190030,1502,2020-05-07
39,Poland,15047,307,755,22,4862,9430,160,398,20,425994,11256,2020-05-07
40,Romania,14499,392,888,24,6144,7467,234,754,46,226613,11780,2020-05-07
41,Ukraine,13691,507,340,13,2396,10955,178,313,8,151569,3466,2020-05-07
42,Indonesia,12776,338,930,35,2381,9465,0,47,3,134151,490,2020-05-07
43,Bangladesh,12425,706,199,13,1910,10316,1,75,1,105513,641,2020-05-07
44,S. Korea,10810,4,256,1,9419,1135,55,211,5,649388,12666,2020-05-07
45,Philippines,10343,339,685,27,1618,8040,31,94,6,144583,1319,2020-05-07
46,Denmark,10083,145,514,8,7711,1858,43,1741,89,284480,49114,2020-05-07
47,Serbia,9848,57,206,3,2160,7482,46,1127,24,122995,14077,2020-05-07
48,Colombia,9456,497,407,10,2300,6749,123,186,8,131110,2577,2020-05-07
49,Dominican Republic,9095,288,373,11,2064,6658,133,838,34,36959,3407,2020-05-07
50,South Africa,8232,424,161,8,3153,4918,36,139,3,292153,4926,2020-05-07
51,Norway,8034,38,217,1,32,7785,27,1482,40,191946,35406,2020-05-07
52,Czechia,8031,57,270,8,4371,3390,52,750,25,286821,26783,2020-05-07
53,Egypt,7981,393,482,13,1887,5612,41,78,5,90000,879,2020-05-07
54,Panama,7731,208,218,8,859,6654,88,1792,51,38014,8810,2020-05-07
55,Australia,6896,21,97,0,6040,759,23,270,4,722549,28335,2020-05-07
56,Kuwait,6567,278,44,2,2381,4142,91,1538,10,196397,45988,2020-05-07
57,Malaysia,6467,39,107,0,4776,1584,19,200,3,231019,7138,2020-05-07
58,Finland,5673,100,255,3,3500,1918,44,1024,46,112100,20232,2020-05-07
59,Morocco,5548,140,183,0,2179,3186,1,150,5,56492,1531,2020-05-07
60,Argentina,5208,0,273,0,1601,3334,148,115,6,75198,1664,2020-05-07
61,Algeria,5182,185,483,7,2323,2376,22,118,11,6500,148,2020-05-07
62,Moldova,4605,129,145,2,1747,2713,237,1142,36,20447,5069,2020-05-07
63,Kazakhstan,4578,156,30,0,1518,3030,31,244,2,353843,18845,2020-05-07
64,Bahrain,4199,265,8,0,2000,2191,4,2468,5,166378,97779,2020-05-07
65,Luxembourg,3859,8,100,2,3505,254,21,6165,160,51883,82883,2020-05-07
66,Afghanistan,3563,171,106,2,468,2989,7,92,3,14389,370,2020-05-07
67,Nigeria,3526,381,107,4,601,2818,4,17,5,22492,109,2020-05-07
68,Hungary,3150,39,383,10,801,1966,50,326,40,94036,9734,2020-05-07
69,Ghana,3091,0,18,0,303,2770,4,99,6,135902,4374,2020-05-07
70,Thailand,2992,3,55,0,2772,165,61,43,8,227860,3264,2020-05-07
71,Oman,2958,55,15,2,980,1963,17,579,3,50000,9791,2020-05-07
72,Armenia,2884,102,42,2,1185,1657,10,973,14,28017,9455,2020-05-07
73,Greece,2678,15,148,1,1374,1156,33,257,14,90043,8639,2020-05-07
74,Iraq,2543,63,102,0,1626,815,0,63,3,120604,2998,2020-05-07
75,Uzbekistan,2298,65,10,0,1656,632,8,69,3,325000,9710,2020-05-07
76,Cameroon,2267,2,108,0,1002,1157,12,85,4,0,0,2020-05-07
77,Azerbaijan,2204,77,28,0,1551,625,18,217,3,175910,17350,2020-05-07
78,Croatia,2125,6,86,1,1641,398,14,518,21,41938,10216,2020-05-07
79,Bosnia and Herzegovina,2027,40,90,4,954,983,4,618,27,38187,11639,2020-05-07
80,Guinea,1927,71,11,0,629,1287,0,147,8,0,0,2020-05-07
81,Bolivia,1886,84,91,5,198,1597,3,162,8,7651,655,2020-05-07
82,Bulgaria,1829,51,84,0,384,1361,43,263,12,52931,7618,2020-05-07
83,Iceland,1801,2,10,0,1755,36,0,5278,29,51663,151397,2020-05-07
84,Cuba,1729,26,73,4,1031,625,8,153,6,61613,5440,2020-05-07
