index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1317884,26803,76550,1397,230725,1010609,17288,0,0,0,0,2020-05-04
1,Europe,1469891,22388,142143,1540,554865,772883,16949,0,0,0,0,2020-05-04
2,Asia,572638,13836,20029,412,304902,247707,5287,0,0,0,0,2020-05-04
3,South America,223852,12040,11253,413,78385,134214,9940,0,0,0,0,2020-05-04
4,Africa,47804,2424,1842,40,16214,29748,129,0,0,0,0,2020-05-04
5,Oceania,8414,24,115,0,7223,1076,30,0,0,0,0,2020-05-04
6,,721,0,15,0,645,61,4,0,0,0,0,2020-05-04
7,World,3641204,77515,251947,3802,1192959,2196298,49627,467,323,0,0,2020-05-04
8,USA,1211838,23716,69709,1112,187036,955093,16043,3661,211,7458116,22532,2020-05-04
9,Spain,248301,1179,25428,164,151633,71240,2254,5311,544,1932455,41332,2020-05-04
10,Italy,211938,1221,29079,195,82879,99980,1479,3505,481,2191403,36244,2020-05-04
11,UK,190584,3985,28734,288,0,161506,1559,2807,423,1291591,19026,2020-05-04
12,France,169462,769,25201,306,51371,92890,3696,2596,386,1100228,16856,2020-05-04
13,Germany,166152,488,6993,127,132700,26459,1949,1983,83,2547052,30400,2020-05-04
14,Russia,145268,10581,1356,76,18095,125817,2300,995,9,4300000,29465,2020-05-04
15,Turkey,127659,1614,3461,64,68166,56032,1384,1514,41,1171138,13886,2020-05-04
16,Brazil,107844,6697,7328,303,45815,54701,8318,507,34,339552,1597,2020-05-04
17,Iran,98647,1223,6277,74,79379,12991,2676,1174,75,508288,6052,2020-05-04
18,Canada,60616,1142,3842,160,25422,31352,557,1606,102,919368,24359,2020-05-04
19,Belgium,50267,361,7924,80,12378,29965,655,4337,684,440700,38025,2020-05-04
20,Peru,47372,1444,1344,58,14427,31601,694,1437,41,385492,11692,2020-05-04
21,India,46437,3932,1566,175,12847,32024,0,34,1,1107233,802,2020-05-04
22,Netherlands,40770,199,5082,26,0,35438,683,2379,297,235909,13768,2020-05-04
23,Ecuador,31881,2343,1569,5,3433,26879,159,1807,89,80171,4544,2020-05-04
24,Switzerland,29981,76,1784,22,25200,2997,141,3464,206,282750,32670,2020-05-04
