index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,946664,33753,53489,2401,105049,788126,16260,0,0,0,0,2020-04-23
1,Europe,1193276,28925,114259,3057,376038,702979,26669,0,0,0,0,2020-04-23
2,Asia,434858,12571,16183,329,204955,213720,6012,0,0,0,0,2020-04-23
3,South America,103181,6520,5067,492,43653,54461,9511,0,0,0,0,2020-04-23
4,Oceania,8219,21,91,3,6171,1957,49,0,0,0,0,2020-04-23
5,Africa,28076,1420,1293,49,8450,18333,173,0,0,0,0,2020-04-23
6,,721,0,15,0,645,61,4,0,0,0,0,2020-04-23
7,World,2714995,83210,190397,6331,744961,1779637,58678,348,244,0,0,2020-04-23
8,USA,878974,30257,49754,2095,85624,743596,14997,2655,150,4691281,14173,2020-04-23
9,Spain,213024,4635,22157,440,89250,101617,7705,4556,474,930230,19896,2020-04-23
10,Italy,189973,2646,25549,464,57576,106848,2267,3142,423,1579909,26131,2020-04-23
11,France,158183,2239,21856,516,42088,94239,5053,2423,335,463662,7103,2020-04-23
12,Germany,153129,2481,5575,260,103300,44254,2908,1828,67,2072669,24738,2020-04-23
13,UK,138078,4583,18738,638,0,118996,1559,2034,276,583496,8595,2020-04-23
14,Turkey,101790,3116,2491,115,18491,80808,1816,1207,30,791906,9390,2020-04-23
15,Iran,87026,1030,5481,90,64843,16702,3105,1036,65,389507,4637,2020-04-23
16,Russia,62773,4774,555,42,4891,57327,2300,430,4,2401616,16457,2020-04-23
17,Brazil,49492,3735,3313,407,26573,19606,8318,233,16,291922,1373,2020-04-23
18,Belgium,42797,908,6490,228,9800,26507,993,3693,560,179666,15502,2020-04-23
19,Canada,42110,1920,2147,173,14761,25202,557,1116,57,620101,16430,2020-04-23
20,Netherlands,35729,887,4177,123,0,31302,1008,2085,244,187000,10913,2020-04-23
21,Switzerland,28496,228,1549,40,20600,6347,386,3293,179,227554,26293,2020-04-23
22,India,23039,1669,721,40,5012,17306,0,17,5,500542,363,2020-04-23
23,Portugal,22353,371,820,35,1201,20332,204,2192,80,300525,29473,2020-04-23
24,Peru,20914,1664,572,42,7422,12920,396,634,17,185238,5618,2020-04-23
25,Ireland,17607,936,794,25,9233,7580,147,3566,161,111584,22598,2020-04-23
26,Sweden,16755,751,2021,84,550,14184,533,1659,200,94500,9357,2020-04-23
27,Austria,15002,77,522,12,11694,2786,169,1666,58,205835,22854,2020-04-23
28,Israel,14803,305,192,3,5611,9000,139,1710,22,240303,27763,2020-04-23
29,Saudi Arabia,13930,1158,121,7,1925,11884,93,400,3,200000,5745,2020-04-23
30,Japan,11950,0,299,0,1424,10227,241,94,2,130587,1033,2020-04-23
31,Chile,11812,516,168,8,5804,5840,411,618,9,135147,7070,2020-04-23
32,Ecuador,11183,333,560,23,1328,9295,141,634,32,34840,1975,2020-04-23
33,Singapore,11178,1037,12,0,924,10242,26,1911,2,94796,16203,2020-04-23
34,Pakistan,11057,981,235,23,2337,8485,60,50,1,124549,564,2020-04-23
35,S. Korea,10702,8,240,2,8411,2051,55,209,5,583971,11390,2020-04-23
36,Mexico,10544,1043,970,113,2627,6947,378,82,8,49570,384,2020-04-23
37,Poland,10511,342,454,28,1740,8317,160,278,12,250719,6625,2020-04-23
38,Romania,10096,386,545,21,2478,7073,236,525,28,113336,5891,2020-04-23
39,UAE,8756,518,56,4,1637,7063,1,885,6,790000,79875,2020-04-23
40,Denmark,8073,161,394,10,5384,2295,74,1394,68,116621,20134,2020-04-23
41,Belarus,8022,741,60,2,938,7024,92,849,6,122543,12968,2020-04-23
42,Indonesia,7775,357,647,12,960,6168,0,28,2,59935,219,2020-04-23
43,Qatar,7764,623,10,0,750,7004,72,2695,3,73457,25497,2020-04-23
44,Norway,7401,63,194,7,32,7175,50,1365,36,152095,28055,2020-04-23
45,Serbia,7276,162,139,5,1063,6074,96,833,16,51324,5874,2020-04-23
46,Czechia,7187,55,210,2,2152,4825,76,671,20,195725,18277,2020-04-23
47,Ukraine,7170,578,187,13,504,6479,45,164,4,72296,1653,2020-04-23
48,Philippines,6981,271,462,16,722,5797,1,64,4,72346,660,2020-04-23
49,Australia,6667,18,75,1,5045,1547,45,261,3,466659,18300,2020-04-23
50,Malaysia,5603,71,95,2,3542,1966,42,173,3,117406,3627,2020-04-23
51,Dominican Republic,5543,243,265,5,581,4697,135,511,24,18261,1683,2020-04-23
52,Panama,4992,171,144,3,255,4593,97,1157,33,22702,5261,2020-04-23
53,Colombia,4561,205,215,9,927,3419,98,90,4,71500,1405,2020-04-23
54,Finland,4284,155,172,23,2000,2112,60,773,31,71000,12814,2020-04-23
55,Bangladesh,4186,414,127,7,108,3951,1,25,8,36090,219,2020-04-23
