index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,7890267,55046,287345,1667,4784761,2818161,18420,0,0,0,0,2020-09-11
1,Asia,8356190,127894,160765,1698,6738230,1457195,19307,0,0,0,0,2020-09-11
2,South America,7002336,67503,225561,1589,5706330,1070445,15359,0,0,0,0,2020-09-11
3,Europe,4013145,41055,211968,407,2224339,1576838,6407,0,0,0,0,2020-09-11
4,Africa,1345057,8650,32408,230,1080039,232610,1486,0,0,0,0,2020-09-11
5,Oceania,29876,149,830,11,25795,3251,26,0,0,0,0,2020-09-11
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-11
7,World,28637592,300297,918892,5602,20560145,7158555,61009,3674,1179,0,0,2020-09-11
8,USA,6634305,44658,197361,1034,3913980,2522964,14467,20020,596,90825185,274079,2020-09-11
9,India,4657379,97654,77506,1202,3621438,958435,8944,3368,56,54097975,39127,2020-09-11
10,Brazil,4283978,44215,130474,899,3530655,622849,8318,20126,613,14505652,68148,2020-09-11
11,Russia,1051874,5504,18365,102,868107,165402,2300,7207,126,39912526,273473,2020-09-11
12,Peru,710067,0,30344,0,544745,134978,1460,21478,918,3457205,104573,2020-09-11
13,Colombia,702088,7424,22518,243,582694,96876,863,13770,442,3100659,60811,2020-09-11
14,Mexico,652364,4857,69649,554,458850,123865,2892,5049,539,1480902,11462,2020-09-11
15,South Africa,646398,1960,15378,113,574587,56433,539,10872,259,3884166,65332,2020-09-11
16,Spain,576697,4708,29747,48,0,0,1136,12334,636,9987326,213594,2020-09-11
17,Argentina,535705,11507,11148,241,400121,124436,3093,11832,246,1513847,33436,2020-09-11
18,Chile,430535,1860,11850,69,403064,15621,918,22484,619,2753769,143814,2020-09-11
19,Iran,397801,2313,22913,115,342539,32349,3753,4724,272,3507938,41662,2020-09-11
20,France,363350,9406,30893,80,89059,243398,635,5564,473,10000000,153134,2020-09-11
21,UK,361677,3539,41614,6,0,0,78,5322,612,19293329,283909,2020-09-11
22,Bangladesh,334762,1792,4668,34,236024,94070,0,2029,28,1704758,10331,2020-09-11
23,Saudi Arabia,324407,687,4213,24,300933,19261,1368,9291,121,5645077,161668,2020-09-11
24,Pakistan,300371,516,6370,5,288206,5795,535,1355,29,2879655,12989,2020-09-11
25,Turkey,288126,1671,6951,56,256524,24651,1223,3409,82,8325137,98505,2020-09-11
26,Italy,284796,1616,35597,10,212432,36767,175,4712,589,9653269,159706,2020-09-11
27,Iraq,282672,4254,7881,67,217396,57395,566,6998,195,1718157,42536,2020-09-11
28,Germany,259725,1618,9423,4,233300,17002,233,3098,112,13436301,160267,2020-09-11
29,Philippines,252964,4040,4108,42,186606,62250,990,2303,37,3003007,27334,2020-09-11
30,Indonesia,210940,3737,8544,88,150217,52179,0,770,31,2581392,9418,2020-09-11
31,Ukraine,148756,3144,3076,53,67005,78675,177,3406,70,1778483,40715,2020-09-11
32,Israel,148564,3038,1090,13,111728,35746,486,16152,119,2620012,284859,2020-09-11
33,Canada,135626,702,9163,0,119674,6789,52,3587,242,5979566,158162,2020-09-11
34,Bolivia,124205,860,7193,47,79483,37529,71,10612,615,266600,22779,2020-09-11
35,Qatar,121287,235,205,0,118199,2883,50,43196,73,680633,242408,2020-09-11
36,Ecuador,114732,1526,10836,87,91242,12654,367,6484,612,348099,19673,2020-09-11
37,Kazakhstan,106661,77,1634,0,100409,4618,221,5667,87,2571562,136639,2020-09-11
38,Dominican Republic,102232,516,1941,15,75747,24544,210,9406,179,408014,37539,2020-09-11
39,Romania,101075,1391,4100,35,41010,55965,478,5261,213,2041921,106285,2020-09-11
40,Egypt,100708,151,5607,17,82473,12628,41,981,55,135000,1314,2020-09-11
41,Panama,100330,615,2140,13,72858,25332,135,23183,494,389532,90007,2020-09-11
42,Kuwait,93475,653,557,1,83660,9258,97,21826,130,668005,155978,2020-09-11
43,Belgium,90568,877,9917,0,18659,61992,59,7808,855,2532095,218293,2020-09-11
44,Oman,88337,0,762,0,83325,4250,161,17217,149,309212,60265,2020-09-11
45,Sweden,86505,0,5846,4,0,0,13,8555,578,1250488,123669,2020-09-11
46,Morocco,82197,2430,1524,33,64194,16479,252,2222,41,2184266,59042,2020-09-11
47,Guatemala,81009,703,2929,11,69703,8377,5,4506,163,273067,15188,2020-09-11
48,Netherlands,79781,1270,6252,3,0,0,48,4654,365,1832451,106896,2020-09-11
49,UAE,77842,931,398,0,68462,8982,0,7852,40,7947488,801683,2020-09-11
50,Japan,73901,680,1412,6,65590,6899,191,585,11,1685711,13336,2020-09-11
51,Belarus,73784,193,738,6,72369,677,0,7809,78,1629812,172491,2020-09-11
