index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,4401106,81565,193407,1609,2090104,2117595,19947,0,0,0,0,2020-07-17
1,South America,3171947,57506,115014,1804,2086725,970208,13664,0,0,0,0,2020-07-17
2,Asia,3255821,61526,76509,1308,2296243,883069,19980,0,0,0,0,2020-07-17
3,Europe,2644929,15126,198616,435,1570996,875317,5277,0,0,0,0,2020-07-17
4,Africa,686889,18821,14714,272,363443,308732,1030,0,0,0,0,2020-07-17
5,Oceania,12909,430,138,3,9730,3041,32,0,0,0,0,2020-07-17
6,,721,0,15,0,651,55,4,0,0,0,0,2020-07-17
7,World,14174322,234974,598413,5431,8417892,5158017,59934,1818,768,0,0,2020-07-17
8,USA,3764954,69929,141943,825,1711160,1911851,16449,11371,429,46531580,140542,2020-07-17
9,Brazil,2048697,33959,77932,1110,1366775,603990,8318,9635,367,4911063,23097,2020-07-17
10,India,1040457,34820,26285,676,654078,360094,8944,754,19,13072718,9469,2020-07-17
11,Russia,759203,6406,12123,186,539373,207707,2300,5202,83,24364568,166952,2020-07-17
12,Peru,345537,3951,12799,184,233982,98756,1314,10474,388,2023996,61352,2020-07-17
13,South Africa,337594,13373,4804,135,178183,154607,539,5689,81,2373053,39992,2020-07-17
14,Chile,326539,2841,8347,98,296814,21378,1796,17076,436,1370603,71673,2020-07-17
15,Mexico,324041,6406,37574,668,203464,83003,378,2512,291,782063,6063,2020-07-17
16,Spain,307335,1400,28420,4,0,0,617,6573,608,6026446,128892,2020-07-17
17,UK,293239,687,45233,114,0,0,142,4319,666,12892406,189869,2020-07-17
18,Iran,269440,2379,13791,183,232873,22776,3509,3206,164,2073791,24677,2020-07-17
19,Pakistan,259999,2085,5475,49,183737,70787,1895,1176,25,1676090,7582,2020-07-17
20,Saudi Arabia,245851,2613,2407,37,191161,52283,2188,7058,69,2494873,71620,2020-07-17
21,Italy,243967,231,35028,11,196483,12456,50,4035,579,6154259,101795,2020-07-17
