index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,3691637,70649,179613,1884,1684280,1827744,18687,0,0,0,0,2020-07-08
1,South America,2670605,56710,98563,1785,1733082,838960,13633,0,0,0,0,2020-07-08
2,Asia,2735785,55524,65516,1074,1873456,796813,19634,0,0,0,0,2020-07-08
3,Europe,2518507,13625,195050,483,1465410,858047,5395,0,0,0,0,2020-07-08
4,Africa,525806,14636,12269,254,255846,257691,964,0,0,0,0,2020-07-08
5,Oceania,10538,132,128,0,9086,1324,8,0,0,0,0,2020-07-08
6,,721,0,15,0,651,55,4,0,0,0,0,2020-07-08
7,World,12153599,211276,551154,5480,7021811,4580634,58325,1559,707,0,0,2020-07-08
8,USA,3157034,59950,134829,857,1389240,1632965,15458,9537,407,39460887,119203,2020-07-08
9,Brazil,1716196,41541,68055,1187,1117922,530219,8318,8073,320,4359978,20509,2020-07-08
10,India,769052,25571,21144,491,476554,271354,8944,557,15,10473771,7588,2020-07-08
11,Russia,700792,6562,10667,173,472511,217614,2300,4802,73,21790705,149317,2020-07-08
12,Peru,312911,3633,11133,181,204748,97030,1265,9488,338,1842316,55864,2020-07-08
13,Chile,303083,2064,6573,139,271703,24807,2053,15852,344,1220790,63852,2020-07-08
14,Spain,299593,383,28396,4,0,0,617,6408,607,5734599,122652,2020-07-08
15,UK,286979,630,44517,126,0,0,197,4227,656,11041203,162627,2020-07-08
16,Mexico,268008,6258,32014,895,163646,72348,378,2078,248,668537,5184,2020-07-08
17,Iran,248379,2691,12084,153,209463,26832,3309,2957,144,1872391,22288,2020-07-08
18,Italy,242149,193,34914,15,193640,13595,71,4005,577,5754116,95173,2020-07-08
19,Pakistan,237489,2980,4922,83,140965,91602,2236,1075,22,1467104,6640,2020-07-08
20,South Africa,224665,8810,3602,100,106842,114221,539,3787,61,1944399,32778,2020-07-08
21,Saudi Arabia,220144,3036,2059,42,158050,60035,2263,6322,59,2071823,59498,2020-07-08
22,Turkey,208938,1041,5282,22,187511,16145,1172,2477,63,3782520,44841,2020-07-08
23,Germany,198765,410,9115,12,182700,6950,292,2372,109,5873563,70099,2020-07-08
24,Bangladesh,172134,3489,2197,46,80838,89099,1,1045,13,892152,5416,2020-07-08
25,France,169473,663,29965,32,77985,61523,503,2596,459,1384633,21212,2020-07-08
26,Colombia,128638,4144,4527,168,53634,70477,875,2528,89,923714,18151,2020-07-08
27,Canada,106415,248,8734,23,70232,27449,2150,2819,231,3055265,80939,2020-07-08
28,Qatar,101553,608,138,4,96107,5308,154,36168,49,396199,141106,2020-07-08
29,Argentina,87030,3604,1694,50,36502,48834,688,1925,37,423782,9375,2020-07-08
30,Egypt,78304,1025,3564,75,22241,52499,41,765,35,135000,1319,2020-07-08
31,Sweden,73858,302,5482,12,0,0,92,7312,543,600019,59405,2020-07-08
32,Indonesia,68079,1853,3359,50,31585,33135,0,249,12,968237,3539,2020-07-08
33,Iraq,67442,2741,2779,94,37879,26784,403,1676,69,637227,15839,2020-07-08
34,Belarus,64224,221,443,7,52854,10927,89,6797,47,1087245,115061,2020-07-08
35,Ecuador,63245,0,4873,0,29071,29301,288,3584,276,168272,9536,2020-07-08
36,Belgium,62123,65,9776,2,17138,35209,32,5360,843,1322052,114062,2020-07-08
37,UAE,53045,445,327,1,42282,10436,1,5362,33,3720000,376051,2020-07-08
38,Kuwait,52007,762,379,2,42108,9520,161,12175,89,417874,97829,2020-07-08
39,Kazakhstan,51059,1376,264,0,34149,16646,221,2719,14,1630669,86829,2020-07-08
40,Netherlands,50746,52,6135,3,0,0,24,2961,358,681931,39796,2020-07-08
41,Ukraine,50414,807,1306,23,23119,25989,91,1153,30,745313,17045,2020-07-08
42,Philippines,50359,2486,1314,5,12588,36457,213,459,12,885882,8083,2020-07-08
43,Oman,50207,1210,233,9,32005,17969,128,9830,46,221181,43303,2020-07-08
44,Singapore,45298,158,26,0,41323,3949,1,7742,4,757746,129503,2020-07-08
45,Portugal,44859,443,1631,2,29714,13514,74,4400,160,1271425,124698,2020-07-08
46,Bolivia,41545,1036,1530,54,12398,27617,71,3558,131,90651,7764,2020-07-08
47,Panama,41251,960,819,20,19469,20963,160,9558,190,153148,35486,2020-07-08
48,Dominican Republic,39588,1158,829,8,20056,18703,208,3649,76,174751,16106,2020-07-08
