index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1088440,23837,61398,1443,167302,859740,15438,0,0,0,0,2020-04-27
1,Europe,1300897,24089,123932,2047,446423,730542,24907,0,0,0,0,2020-04-27
2,Asia,483053,10786,17575,332,236485,228993,5977,0,0,0,0,2020-04-27
3,South America,143841,5921,6716,427,51529,85596,9771,0,0,0,0,2020-04-27
4,Oceania,8290,4,102,1,6838,1350,46,0,0,0,0,2020-04-27
5,Africa,33839,1182,1464,37,10524,21851,138,0,0,0,0,2020-04-27
6,,721,0,15,0,645,61,4,0,0,0,0,2020-04-27
7,World,3059081,65819,211202,4287,919746,1928133,56281,392,271,0,0,2020-04-27
8,USA,1008043,20883,56649,1236,137739,813655,14175,3045,171,5668866,17126,2020-04-27
9,Spain,229422,2793,23521,331,120832,85069,7764,4907,503,1345560,28779,2020-04-27
10,Italy,199414,1739,26977,333,66624,105813,1956,3298,446,1789662,29600,2020-04-27
11,France,165842,3742,23293,437,45513,97036,4608,2541,357,463662,7103,2020-04-27
12,Germany,158434,664,6061,85,114500,37873,2409,1891,72,2072669,24738,2020-04-27
13,UK,157149,4309,21092,360,0,135713,1559,2315,311,719910,10605,2020-04-27
14,Turkey,112261,2131,2900,95,33791,75570,1736,1331,34,918885,10895,2020-04-27
15,Iran,91472,991,5806,96,70933,14733,3011,1089,69,432329,5147,2020-04-27
16,Russia,87147,6198,794,47,7346,79007,2300,597,5,3019434,20690,2020-04-27
17,Brazil,66501,3642,4543,272,31142,30816,8318,313,21,291922,1373,2020-04-27
18,Canada,48458,1563,2704,144,18215,27539,557,1284,72,717451,19009,2020-04-27
19,Belgium,46687,553,7207,113,10878,28602,903,4028,622,214042,18468,2020-04-27
20,Netherlands,38245,400,4518,43,0,33477,905,2232,264,193950,11319,2020-04-27
21,India,29451,1561,939,58,7137,21375,0,21,7,665819,482,2020-04-27
22,Switzerland,29164,103,1665,55,22200,5299,185,3370,192,245300,28343,2020-04-27
23,Peru,28699,1182,782,54,8425,19492,598,870,24,239563,7266,2020-04-27
24,Portugal,24027,163,928,25,1357,21742,176,2356,91,360155,35321,2020-04-27
25,Ecuador,23240,521,663,87,1557,21020,146,1317,38,61529,3487,2020-04-27
26,Ireland,19648,386,1102,15,9233,9313,146,3979,223,127319,25785,2020-04-27
27,Sweden,18926,286,2274,80,1005,15647,399,1874,225,94500,9357,2020-04-27
28,Saudi Arabia,18811,1289,144,5,2531,16136,117,540,4,200000,5745,2020-04-27
29,Israel,15555,112,204,3,7200,8151,129,1797,24,302691,34971,2020-04-27
30,Austria,15274,49,549,7,12362,2363,140,1696,61,232537,25819,2020-04-27
31,Mexico,14677,835,1351,46,8354,4972,378,114,10,67635,525,2020-04-27
32,Singapore,14423,799,14,2,1095,13314,20,2465,2,121774,20815,2020-04-27
33,Pakistan,13915,587,292,11,3029,10594,111,63,1,150756,682,2020-04-27
34,Chile,13813,482,198,9,7327,6288,426,723,10,161235,8434,2020-04-27
35,Japan,13441,0,372,0,1809,11260,296,106,3,149074,1179,2020-04-27
36,Poland,11902,285,562,27,2466,8874,160,314,15,297859,7870,2020-04-27
37,Romania,11339,303,641,22,3141,7557,227,589,33,143834,7477,2020-04-27
38,Belarus,11289,826,75,3,1740,9474,92,1195,8,153845,16281,2020-04-27
39,Qatar,11244,957,10,0,1066,10168,72,3903,3,85709,29749,2020-04-27
40,UAE,10839,490,82,6,2090,8667,1,1096,8,1057326,106904,2020-04-27
41,S. Korea,10738,10,243,1,8764,1731,55,209,5,601660,11735,2020-04-27
42,Indonesia,9096,214,765,22,1151,7180,0,33,3,75157,275,2020-04-27
43,Ukraine,9009,392,220,11,864,7925,110,206,5,93519,2138,2020-04-27
44,Denmark,8698,123,427,5,5959,2312,72,1502,74,155810,26900,2020-04-27
45,Serbia,8275,233,162,6,1209,6904,85,947,19,67917,7773,2020-04-27
46,Philippines,7777,198,511,10,932,6334,31,71,5,89889,820,2020-04-27
47,Norway,7554,27,205,4,32,7317,52,1393,38,164316,30310,2020-04-27
48,Czechia,7445,41,223,3,2826,4396,73,695,21,218474,20401,2020-04-27
49,Australia,6720,4,83,0,5586,1051,43,264,3,517063,20277,2020-04-27
50,Dominican Republic,6293,158,282,4,993,5018,144,580,26,22498,2074,2020-04-27
51,Bangladesh,5913,497,152,7,131,5630,1,36,9,50401,306,2020-04-27
52,Malaysia,5820,40,99,1,3957,1764,37,180,3,144686,4470,2020-04-27
53,Panama,5779,241,165,6,369,5245,85,1339,38,26642,6175,2020-04-27
54,Colombia,5379,0,244,0,1133,4002,117,106,5,87199,1714,2020-04-27
55,South Africa,4793,247,90,3,1473,3230,36,81,2,178470,3009,2020-04-27
56,Egypt,4782,248,337,20,1236,3209,0,47,3,90000,879,2020-04-27
57,Finland,4695,119,193,3,2500,2002,56,847,35,82437,14878,2020-04-27
58,Morocco,4120,55,162,1,695,3263,1,112,4,29254,793,2020-04-27
59,Argentina,3892,0,192,0,1140,2560,144,86,4,49905,1104,2020-04-27
60,Luxembourg,3729,6,88,0,3123,518,20,5957,141,39102,62465,2020-04-27
61,Algeria,3517,135,432,7,1558,1527,40,80,10,6500,148,2020-04-27
62,Moldova,3481,73,102,6,925,2454,212,863,25,11763,2916,2020-04-27
63,Kuwait,3288,213,22,2,1012,2254,64,770,5,0,0,2020-04-27
64,Thailand,2931,9,52,1,2609,270,61,42,7,178083,2551,2020-04-27
65,Kazakhstan,2835,118,25,0,720,2090,35,151,1,205560,10948,2020-04-27
66,Bahrain,2723,76,8,0,1218,1497,2,1600,5,117374,68980,2020-04-27
67,Hungary,2583,83,280,8,498,1805,61,267,29,65625,6793,2020-04-27
68,Greece,2534,17,136,2,577,1821,43,243,13,66094,6341,2020-04-27
69,Oman,2049,51,10,0,364,1675,3,401,2,0,0,2020-04-27
70,Croatia,2039,9,59,4,1166,814,21,497,14,32817,7994,2020-04-27
71,Uzbekistan,1904,35,8,0,892,1004,8,57,2,242536,7247,2020-04-27
72,Iraq,1847,27,88,1,1286,473,0,46,2,73782,1834,2020-04-27
73,Armenia,1808,62,29,1,848,931,10,610,10,18547,6259,2020-04-27
74,Iceland,1792,0,10,0,1624,158,1,5251,29,46377,135906,2020-04-27
75,Afghanistan,1703,172,57,7,220,1426,7,44,1,8694,223,2020-04-27
76,Azerbaijan,1678,33,22,1,1162,494,15,165,2,128807,12704,2020-04-27
77,Estonia,1647,4,50,1,233,1364,7,1242,38,48406,36491,2020-04-27
78,Cameroon,1621,0,56,0,786,779,12,61,2,0,0,2020-04-27
79,Bosnia and Herzegovina,1565,49,60,1,659,846,4,477,18,26822,8175,2020-04-27
80,Ghana,1550,0,11,0,155,1384,4,50,4,100622,3238,2020-04-27
81,New Zealand,1469,0,19,1,1180,270,1,305,4,123920,25698,2020-04-27
82,Lithuania,1449,11,41,0,474,934,17,532,15,106775,39223,2020-04-27
83,Slovenia,1402,6,83,1,221,1098,22,674,40,49607,23862,2020-04-27
84,North Macedonia,1399,13,65,4,553,781,13,672,31,15120,7257,2020-04-27
85,Cuba,1389,20,56,2,525,808,12,123,5,39828,3516,2020-04-27
86,Slovakia,1381,2,18,0,403,960,7,253,3,74099,13572,2020-04-27
87,Bulgaria,1363,63,58,2,206,1099,41,196,8,27000,3886,2020-04-27
88,Nigeria,1273,0,40,0,239,994,2,6,2,10918,53,2020-04-27
89,Ivory Coast,1164,14,14,0,499,651,0,44,5,0,0,2020-04-27
90,Guinea,1163,167,7,0,246,910,0,89,5,0,0,2020-04-27
91,Hong Kong,1038,0,4,0,787,247,4,138,5,145640,19426,2020-04-27
92,Djibouti,1035,12,2,0,477,556,0,1048,2,12250,12399,2020-04-27
93,Tunisia,967,18,39,1,279,649,18,82,3,21081,1784,2020-04-27
94,Bolivia,950,84,50,4,80,820,3,81,4,5791,496,2020-04-27
95,Cyprus,822,5,15,1,148,659,15,681,12,50220,41595,2020-04-27
96,Latvia,818,6,13,1,267,538,5,434,7,49235,26103,2020-04-27
