index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1710601,26343,104128,1209,444817,1161656,18022,0,0,0,0,2020-05-18
1,Europe,1797528,16760,163619,780,781602,852307,11376,0,0,0,0,2020-05-18
2,South America,461120,20938,24115,998,162610,274395,10478,0,0,0,0,2020-05-18
3,Asia,818947,20639,25111,377,471876,321960,4583,0,0,0,0,2020-05-18
4,Africa,90074,3693,2849,72,34876,52349,286,0,0,0,0,2020-05-18
5,Oceania,8663,15,120,1,7926,617,12,0,0,0,0,2020-05-18
6,,721,0,15,0,651,55,4,0,0,0,0,2020-05-18
7,World,4887654,88388,319957,3437,1904358,2663339,44761,627,410,0,0,2020-05-18
8,USA,1549895,22231,91973,995,355496,1102426,16864,4686,278,12260449,37066,2020-05-18
9,Russia,290678,8926,2722,91,70209,217747,2300,1992,19,7147014,48977,2020-05-18
10,Spain,278188,469,27709,59,196958,53521,1152,5950,593,3037840,64977,2020-05-18
11,Brazil,255368,14288,16853,735,100459,138056,8318,1202,79,735224,3462,2020-05-18
12,UK,246406,2711,34796,160,0,0,1559,3632,513,2682716,39543,2020-05-18
13,Italy,225886,451,32007,99,127326,66553,749,3735,529,3041366,50294,2020-05-18
14,France,179927,358,28239,131,61728,89960,1998,2757,433,1384633,21218,2020-05-18
15,Germany,177289,638,8123,74,154600,14566,1133,2117,97,3147771,37584,2020-05-18
16,Turkey,150593,1158,4171,31,111577,34845,903,1788,50,1650135,19591,2020-05-18
17,Iran,122492,2294,7057,69,95661,19774,2294,1461,84,701640,8367,2020-05-18
18,India,100340,4642,3156,131,39233,57951,0,73,2,2302792,1671,2020-05-18
19,Peru,94933,2660,2789,141,30306,61838,866,2884,85,661132,20086,2020-05-18
20,Canada,78072,1070,5842,60,39228,33002,502,2071,155,1319987,35011,2020-05-18
21,Saudi Arabia,57345,2593,320,8,28748,28277,237,1650,9,601954,17324,2020-05-18
22,Belgium,55559,279,9080,28,14657,31822,342,4796,784,696840,60157,2020-05-18
23,Mexico,49219,2075,5177,132,33329,10713,378,382,40,172294,1338,2020-05-18
24,Chile,46059,2278,478,28,20165,25416,807,2412,25,381011,19952,2020-05-18
25,Netherlands,44141,146,5694,14,0,0,323,2577,332,297347,17358,2020-05-18
26,Pakistan,42125,1974,903,30,11922,29300,111,191,4,387335,1758,2020-05-18
27,Qatar,33969,1365,15,0,4899,29055,172,11816,5,161695,56243,2020-05-18
28,Ecuador,33582,400,2799,63,3433,27350,186,1907,159,96536,5482,2020-05-18
29,Switzerland,30597,10,1886,5,27600,1111,57,3538,218,345760,39986,2020-05-18
30,Belarus,30572,922,171,6,10130,20271,92,3235,18,364319,38554,2020-05-18
31,Sweden,30377,234,3698,19,4971,21708,287,3010,366,177500,17589,2020-05-18
32,Portugal,29209,173,1231,13,6430,21548,105,2864,121,652497,63969,2020-05-18
33,Singapore,28343,305,22,0,9835,18486,12,4849,4,246254,42132,2020-05-18
34,Ireland,24200,88,1547,4,19470,3183,54,4908,314,258808,52486,2020-05-18
35,UAE,24190,832,224,4,9577,14389,1,2449,23,1600923,162108,2020-05-18
36,Bangladesh,23870,1602,349,21,4585,18936,1,145,2,185086,1125,2020-05-18
37,Poland,18885,356,936,11,7628,10321,160,499,25,636046,16804,2020-05-18
38,Ukraine,18616,325,535,21,5276,12805,240,425,12,232899,5322,2020-05-18
39,Indonesia,18010,496,1191,43,4324,12495,0,66,4,190660,698,2020-05-18
40,Romania,17036,165,1120,13,9930,5986,193,885,58,313621,16290,2020-05-18
41,Israel,16643,26,276,4,13253,3114,52,1927,32,505702,58540,2020-05-18
42,South Africa,16433,918,286,22,7298,8849,119,278,5,475071,8023,2020-05-18
43,Japan,16305,20,749,5,11564,3992,228,129,6,250151,1977,2020-05-18
44,Colombia,16295,721,592,18,3903,11800,136,321,12,190114,3741,2020-05-18
