index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1761430,25334,107797,1855,465943,1187690,18978,0,0,0,0,2020-05-20
1,Europe,1830667,15229,165798,1224,812487,852382,10927,0,0,0,0,2020-05-20
2,South America,518310,30653,26590,1112,193731,297989,10583,0,0,0,0,2020-05-20
3,Asia,863440,22318,25850,350,499875,337715,5014,0,0,0,0,2020-05-20
4,Africa,96989,3761,3010,86,39392,54587,287,0,0,0,0,2020-05-20
5,Oceania,8686,11,121,0,7992,573,10,0,0,0,0,2020-05-20
6,,721,0,15,0,651,55,4,0,0,0,0,2020-05-20
7,World,5080243,97306,329181,4627,2020071,2730991,45803,652,422,0,0,2020-05-20
8,USA,1591374,20791,94919,1386,370058,1126397,17815,4811,287,14105480,42643,2020-05-20
9,Russia,308705,8764,2972,135,85392,220341,2300,2115,20,7578029,51930,2020-05-20
10,Brazil,291579,19694,18859,876,116683,156037,8318,1373,89,735224,3462,2020-05-20
11,Spain,279524,721,27888,110,196958,54678,1152,5979,596,3037840,64977,2020-05-20
12,UK,248293,0,35704,363,0,0,1559,3660,526,2962227,43662,2020-05-20
13,Italy,227364,665,32330,161,132282,62752,676,3760,535,3171719,52450,2020-05-20
14,France,181575,766,28132,110,63354,90089,1794,2782,431,1384633,21218,2020-05-20
15,Germany,178531,704,8270,77,156900,13361,1045,2132,99,3595059,42924,2020-05-20
16,Turkey,152587,972,4222,23,113987,34378,877,1811,50,1696355,20139,2020-05-20
17,Iran,126949,2346,7183,64,98808,20958,2735,1514,86,731213,8719,2020-05-20
18,India,112028,5553,3434,132,45422,63172,0,81,2,2512388,1823,2020-05-20
19,Peru,104020,4537,3024,110,41968,59028,869,3160,92,715423,21734,2020-05-20
20,Canada,80121,1009,6028,116,40750,33343,502,2125,160,1375126,36472,2020-05-20
21,Saudi Arabia,62545,2691,339,10,33478,28728,276,1800,10,636178,18308,2020-05-20
22,Belgium,55983,192,9150,42,14847,31986,313,4833,790,720228,62175,2020-05-20
23,Mexico,54346,2713,5666,334,37325,11355,378,422,44,185755,1442,2020-05-20
24,Chile,53617,4038,544,35,22504,30569,904,2808,28,409669,21452,2020-05-20
25,Pakistan,45898,1932,985,46,13101,31812,111,208,4,414254,1880,2020-05-20
26,Netherlands,44447,198,5748,33,0,0,275,2595,336,302395,17652,2020-05-20
27,Qatar,37097,1491,16,1,6600,30481,172,12902,6,170437,59279,2020-05-20
28,Ecuador,34854,703,2888,49,3557,28409,191,1979,164,100248,5692,2020-05-20
29,Belarus,32426,918,179,4,11415,20832,92,3431,19,387673,41025,2020-05-20
30,Sweden,31523,724,3831,88,4971,22721,352,3124,380,209900,20799,2020-05-20
31,Switzerland,30658,40,1892,1,27800,966,55,3545,219,355393,41099,2020-05-20
32,Portugal,29660,228,1263,16,6452,21945,93,2908,124,674000,66079,2020-05-20
33,Singapore,29364,570,22,0,11207,18135,11,5024,4,294414,50370,2020-05-20
