index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2093621,27193,125664,936,756336,1211621,19245,0,0,0,0,2020-06-01
1,South America,905243,27299,41051,970,362046,502146,11398,0,0,0,0,2020-06-01
2,Europe,2034268,14487,174654,487,993956,865658,8748,0,0,0,0,2020-06-01
3,Asia,1163795,26998,31270,493,712913,419612,13653,0,0,0,0,2020-06-01
4,Africa,154907,6132,4369,124,65931,84607,347,0,0,0,0,2020-06-01
5,Oceania,8814,10,125,0,8201,488,3,0,0,0,0,2020-06-01
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-01
7,World,6361369,102119,377148,3010,2900034,3084187,53398,816,484,0,0,2020-06-01
8,USA,1858931,21761,106921,726,615301,1136709,16947,5619,323,18148683,54856,2020-06-01
9,Brazil,529018,14169,30046,732,211080,287892,8318,2490,141,930013,4378,2020-06-01
10,Russia,414878,9035,4855,162,175877,234146,2300,2843,33,10923108,74852,2020-06-01
11,Spain,286718,209,27127,0,196958,62633,617,6133,580,4063843,86921,2020-06-01
12,UK,276332,1570,39045,111,0,0,1559,4072,575,4285738,63158,2020-06-01
13,Italy,233197,200,33475,60,158355,41367,424,3856,554,3910133,64664,2020-06-01
14,India,198370,7761,5608,200,95754,97008,8944,144,4,3837207,2783,2020-06-01
15,France,189220,338,28833,31,68440,91947,1302,2899,442,1384633,21217,2020-06-01
16,Germany,183765,271,8618,13,165900,9247,677,2194,103,3952971,47193,2020-06-01
17,Peru,170039,5563,4634,128,68507,96898,988,5163,141,1076659,32693,2020-06-01
18,Turkey,164769,827,4563,23,128947,31259,651,1955,54,2070719,24575,2020-06-01
19,Iran,154445,2979,7878,81,121004,25563,2578,1841,94,955865,11393,2020-06-01
20,Chile,105159,5471,1113,59,44946,59100,1446,5505,58,599330,31374,2020-06-01
21,Canada,91705,758,7326,31,49726,34653,1641,2432,194,1691297,44845,2020-06-01
22,Mexico,90664,3152,9930,151,64326,16408,378,704,77,270992,2104,2020-06-01
