index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,2146780,25994,128830,1676,834578,1183372,19290,0,0,0,0,2020-06-03
1,South America,985039,39309,44224,1566,466014,474801,11404,0,0,0,0,2020-06-03
2,Europe,2028241,17092,176446,889,1027854,823941,8538,0,0,0,0,2020-06-03
3,Asia,1226630,32403,32465,634,748508,445657,14502,0,0,0,0,2020-06-03
4,Africa,164985,5147,4627,107,72380,87978,435,0,0,0,0,2020-06-03
5,Oceania,8839,8,124,0,8222,493,5,0,0,0,0,2020-06-03
6,,721,0,15,0,651,55,4,0,0,0,0,2020-06-03
7,World,6561235,119953,386731,4872,3158207,3016297,54178,842,496,0,0,2020-06-03
8,USA,1901522,20317,109140,1081,685608,1106774,16925,5747,330,19079144,57666,2020-06-03
9,Brazil,583980,27312,32547,1269,266132,285301,8318,2749,153,930013,4378,2020-06-03
10,Russia,432277,8536,5215,178,195957,231105,2300,2962,36,11426045,78298,2020-06-03
11,Spain,287406,394,27128,1,0,0,617,6147,580,4063843,86921,2020-06-03
12,UK,279856,1871,39728,359,0,0,1559,4124,585,4786219,70532,2020-06-03
13,Italy,233836,321,33601,71,160938,39297,353,3867,556,3999591,66144,2020-06-03
14,India,216824,9633,6088,259,104071,106665,8944,157,4,4103233,2976,2020-06-03
15,Germany,184425,334,8699,25,167300,8426,632,2202,104,4348880,51918,2020-06-03
16,Peru,178914,4030,4894,127,72319,101701,964,5432,149,1115615,33874,2020-06-03
17,Turkey,166422,867,4609,24,130852,30961,612,1975,55,2155349,25578,2020-06-03
18,Iran,160696,3134,8012,70,125206,27478,2557,1915,95,997009,11882,2020-06-03
19,France,151677,352,29021,81,69455,53201,1210,2324,445,1384633,21216,2020-06-03
20,Chile,113628,4942,1275,87,86173,26180,1446,5948,67,628318,32890,2020-06-03
21,Mexico,97326,3891,10637,470,70308,16381,378,755,83,293078,2275,2020-06-03
22,Canada,93085,675,7498,103,51048,34539,1709,2468,199,1751547,46440,2020-06-03
23,Saudi Arabia,91182,2171,579,30,68159,22444,1321,2622,17,870963,25050,2020-06-03
24,Pakistan,80463,4065,1688,67,28923,49852,111,365,8,595344,2700,2020-06-03
25,Qatar,62160,1901,45,2,37542,24573,237,22138,16,236437,84207,2020-06-03
26,Belgium,58685,70,9522,17,15959,33204,172,5065,822,884386,76334,2020-06-03
27,Bangladesh,55140,2695,746,37,11590,42804,1,335,5,345583,2100,2020-06-03
28,Netherlands,46733,86,5977,10,0,0,116,2728,349,368529,21511,2020-06-03
29,Belarus,45116,861,248,5,20171,24697,92,4774,26,573699,60712,2020-06-03
30,Sweden,40803,2214,4542,74,0,0,308,4042,450,275500,27292,2020-06-03
31,Ecuador,40414,0,3438,0,20019,16957,252,2293,195,118754,6739,2020-06-03
32,South Africa,37525,1713,792,37,19682,17051,208,633,13,785979,13266,2020-06-03
33,Singapore,36405,569,24,0,23582,12799,5,6227,4,408495,69867,2020-06-03
34,UAE,36359,571,270,1,19153,16936,1,3680,27,2145493,217136,2020-06-03
35,Colombia,33354,1521,1045,36,12288,20021,136,656,21,362432,7129,2020-06-03
36,Portugal,33261,366,1447,11,20079,11735,56,3261,142,847181,83066,2020-06-03
37,Switzerland,30893,19,1921,1,28600,372,25,3572,222,404071,46715,2020-06-03
38,Kuwait,29359,710,230,4,15750,13379,191,6883,54,303285,71103,2020-06-03
39,Egypt,28615,1079,1088,36,7350,20177,41,280,11,135000,1321,2020-06-03
40,Indonesia,28233,684,1698,35,8406,18129,0,103,6,354434,1297,2020-06-03
41,Ireland,25111,45,1659,1,22698,754,36,5090,336,348416,70624,2020-06-03
42,Ukraine,24823,483,735,8,10440,13648,292,567,17,381552,8721,2020-06-03
43,Poland,24687,292,1115,23,12014,11558,160,652,29,967177,25553,2020-06-03
44,Philippines,19748,751,974,8,4153,14621,78,180,9,376800,3442,2020-06-03
45,Romania,19669,152,1296,8,13800,4573,162,1022,67,459405,23869,2020-06-03
46,Argentina,19268,949,583,14,5896,12789,274,427,13,172947,3829,2020-06-03
47,Dominican Republic,18040,288,516,1,11224,6300,110,1664,48,86285,7960,2020-06-03
48,Israel,17377,92,291,1,14983,2103,28,1889,32,593499,64528,2020-06-03
