index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,8783764,43939,308047,546,5623688,2852029,17316,0,0,0,0,2020-09-28
1,Asia,10394600,98720,190953,1431,8700433,1503214,20725,0,0,0,0,2020-09-28
2,South America,7957814,38716,249774,1052,6795906,912134,17280,0,0,0,0,2020-09-28
3,Europe,4898072,39027,220836,431,2499759,2177477,8464,0,0,0,0,2020-09-28
4,Africa,1473375,5820,35510,295,1218322,219543,1568,0,0,0,0,2020-09-28
5,Oceania,31047,4,915,3,28334,1798,21,0,0,0,0,2020-09-28
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-28
7,World,33539393,226226,1006050,3758,24867093,7666250,65378,4303,1291,0,0,2020-09-28
8,USA,7358942,34749,209756,303,4605430,2543756,14057,22201,633,105304772,317687,2020-09-28
9,India,6143019,69671,96351,777,5098573,948095,8944,4441,70,71967230,52027,2020-09-28
10,Brazil,4748327,16018,142161,385,4084182,521984,8318,22300,668,17900000,84067,2020-09-28
11,Russia,1159573,8135,20385,61,945920,193268,2300,7945,140,45400000,311066,2020-09-28
12,Colombia,818203,5147,25641,153,722536,70026,2220,16039,503,3668126,71905,2020-09-28
13,Peru,808714,3412,32324,62,670989,105401,1354,24446,977,3865360,116843,2020-09-28
14,Spain,748266,2425,31411,59,0,0,1529,16003,672,12723989,272117,2020-09-28
15,Mexico,730317,3886,76430,187,523831,130056,2385,5650,591,1671189,12929,2020-09-28
16,Argentina,723132,11807,16113,364,576715,130304,3678,15965,356,1926717,42536,2020-09-28
17,South Africa,671669,903,16586,188,604478,50605,539,11291,279,4152480,69804,2020-09-28
18,France,542639,4070,31808,81,95426,415405,1118,8309,487,10712335,164026,2020-09-28
19,Chile,459671,1770,12698,57,433016,13957,884,23996,663,3265887,170491,2020-09-28
20,Iran,449960,3512,25779,190,376531,47650,4068,5341,306,3959783,47000,2020-09-28
21,UK,439013,4044,42001,13,0,0,262,6459,618,24016711,353329,2020-09-28
22,Bangladesh,360555,1407,5193,32,272073,83289,0,2184,31,1921382,11639,2020-09-28
23,Iraq,353566,4116,9052,62,284784,59730,532,8744,224,2220913,54926,2020-09-28
24,Saudi Arabia,333648,455,4712,29,317846,11090,1034,9548,135,6392497,182941,2020-09-28
25,Turkey,315845,1412,8062,65,277052,30731,1596,3735,95,10153223,120075,2020-09-28
26,Italy,311364,1494,35851,16,225190,50323,264,5152,593,11138173,184285,2020-09-28
27,Pakistan,310841,566,6466,9,296022,8353,451,1401,29,3449541,15545,2020-09-28
28,Philippines,307288,3073,5381,37,252665,49242,1758,2795,49,3654944,33248,2020-09-28
29,Germany,288618,2280,9545,11,252400,26673,353,3442,114,15642654,186557,2020-09-28
30,Indonesia,278722,3509,10473,87,206870,61379,0,1016,38,3239244,11813,2020-09-28
31,Israel,233265,2239,1507,41,165191,66567,772,25362,164,3424497,372325,2020-09-28
32,Ukraine,201305,2671,3996,37,88453,108856,177,4610,92,2189926,50149,2020-09-28
33,Canada,155301,2176,9278,10,132607,13416,97,4106,245,7117709,188190,2020-09-28
34,Ecuador,134965,218,11280,1,112296,11389,366,7622,637,419740,23705,2020-09-28
35,Bolivia,133901,309,7858,30,93791,32252,71,11434,671,297176,25376,2020-09-28
36,Qatar,125311,227,214,0,122209,2888,55,44630,76,764925,272428,2020-09-28
37,Romania,123944,1271,4748,30,99344,19852,557,6453,247,2372340,123521,2020-09-28
38,Morocco,119107,1422,2113,44,97468,19526,415,3218,57,2575657,69583,2020-09-28
39,Netherlands,114540,2914,6380,6,0,0,144,6681,372,2240526,130688,2020-09-28
40,Belgium,114179,1376,9980,6,19275,84924,135,9841,860,3135283,270239,2020-09-28
41,Dominican Republic,111666,280,2098,3,86422,23146,194,10269,193,472421,43445,2020-09-28
42,Panama,111277,722,2348,8,87695,21234,110,25694,542,472799,109168,2020-09-28
43,Kazakhstan,107775,52,1699,0,102736,3340,221,5723,90,2895805,153782,2020-09-28
44,Kuwait,103981,437,605,4,95511,7865,125,24263,141,738783,172386,2020-09-28
45,Egypt,102955,115,5901,18,95586,1468,41,1002,57,135000,1313,2020-09-28
46,Oman,98057,607,924,15,88234,8899,201,19089,180,376700,73331,2020-09-28
47,UAE,92095,626,413,1,81462,10220,0,9285,42,9503699,958126,2020-09-28
48,Sweden,90923,0,5880,0,0,0,15,8989,581,1532632,151528,2020-09-28
49,Guatemala,90263,171,3234,5,79067,7962,5,5016,180,314975,17504,2020-09-28
50,Poland,88636,1306,2447,15,68420,17769,130,2343,65,3267844,86368,2020-09-28
51,Japan,82131,441,1548,3,74990,5593,159,650,12,1957973,15493,2020-09-28
52,Belarus,77946,337,822,4,74167,2957,0,8250,87,1835232,194234,2020-09-28
53,Honduras,75109,561,2289,1,26374,46446,15,7555,230,176804,17783,2020-09-28
54,Nepal,74745,1351,481,4,54640,19624,0,2554,16,998407,34121,2020-09-28
55,Portugal,74029,425,1957,4,47884,24188,98,7265,192,2553085,250563,2020-09-28
56,Ethiopia,73944,612,1177,7,30753,42014,247,639,10,1260929,10905,2020-09-28
57,Costa Rica,73714,935,861,19,29420,43433,228,14439,169,219823,43058,2020-09-28
58,Venezuela,72691,0,606,0,62427,9658,208,2558,21,1936520,68149,2020-09-28
59,Bahrain,69848,487,245,3,63549,6054,61,40725,143,1418129,826840,2020-09-28
60,Czechia,65883,1286,618,12,31799,33466,181,6149,58,1335867,124686,2020-09-28
61,Nigeria,58460,136,1111,3,49895,7454,7,282,5,507006,2445,2020-09-28
62,Singapore,57715,15,27,0,57393,295,0,9847,5,2692047,459279,2020-09-28
63,Uzbekistan,55776,456,460,2,52324,2992,283,1661,14,1377915,41028,2020-09-28
64,Switzerland,52646,782,2065,1,42700,7881,31,6072,238,1349159,155614,2020-09-28
65,Algeria,51213,146,1719,5,35962,13532,22,1163,39,0,0,2020-09-28
66,Moldova,51194,319,1301,14,38217,11676,710,12698,323,276750,68644,2020-09-28
67,Armenia,49574,174,957,6,43665,4952,0,16722,323,286161,96526,2020-09-28
68,Ghana,46444,57,299,0,45646,499,6,1487,10,479104,15343,2020-09-28
69,Kyrgyzstan,46355,104,1064,1,42613,2678,24,7077,162,267718,40874,2020-09-28
70,Austria,43432,556,790,3,34052,8590,88,4816,88,1569992,174079,2020-09-28
71,Azerbaijan,40061,38,588,2,37725,1748,0,3943,58,1104783,108725,2020-09-28
72,Afghanistan,39233,6,1455,2,32642,5136,93,1003,37,110359,2820,2020-09-28
73,Palestine,39121,418,299,8,30220,8602,0,7627,58,414286,80770,2020-09-28
74,Paraguay,38684,0,803,0,22419,15462,154,5408,112,269710,37703,2020-09-28
75,Kenya,38168,53,700,9,24681,12787,44,706,13,541415,10017,2020-09-28
76,Lebanon,37272,1018,351,4,16676,20245,178,5467,51,811938,119089,2020-09-28
77,Ireland,35377,387,1802,0,23364,10211,16,7145,364,1155064,233298,2020-09-28
78,Serbia,33414,30,748,1,31536,1130,20,3828,86,1120363,128354,2020-09-28
79,Libya,33213,849,527,7,18518,14168,0,4818,76,204604,29680,2020-09-28
80,El Salvador,28809,179,831,5,23317,4661,45,4436,128,388648,59846,2020-09-28
81,Denmark,27072,435,649,0,19942,6481,28,4670,112,3759877,648571,2020-09-28
82,Australia,27044,4,875,3,24676,1493,11,1058,34,7562779,295757,2020-09-28
83,Bosnia and Herzegovina,27001,81,829,7,20005,6167,0,8243,253,232973,71120,2020-09-28
84,Hungary,24716,702,749,13,5152,18815,44,2560,78,697473,72245,2020-09-28
85,S. Korea,23661,50,406,5,21292,1963,120,461,8,2301303,44877,2020-09-28
86,Cameroon,20838,103,418,0,19440,980,30,780,16,149000,5580,2020-09-28
87,Bulgaria,20271,216,807,11,14339,5125,42,2923,116,519613,74921,2020-09-28
88,Ivory Coast,19641,12,120,0,19202,319,0,740,5,160428,6047,2020-09-28
89,Greece,17707,263,383,4,9989,7335,73,1701,37,1284694,123404,2020-09-28
90,North Macedonia,17674,45,729,4,14642,2303,5,8483,350,185708,89139,2020-09-28
91,Madagascar,16348,63,229,0,14947,1172,17,587,8,70281,2523,2020-09-28
92,Croatia,16245,48,272,0,14793,1180,24,3963,66,295998,72212,2020-09-28
93,Tunisia,16114,0,214,0,5032,10868,74,1360,18,225033,18993,2020-09-28
94,Senegal,14919,10,309,1,12231,2379,14,886,18,174968,10386,2020-09-28
95,Zambia,14660,19,332,0,13821,507,0,792,18,152555,8245,2020-09-28
96,Norway,13788,90,274,4,11190,2324,3,2539,50,1034670,190495,2020-09-28
97,Sudan,13606,0,836,0,6764,6006,0,309,19,0,0,2020-09-28
98,Albania,13391,132,380,3,7629,5382,18,4654,132,81979,28494,2020-09-28
99,Myanmar,11631,897,256,30,3073,8302,0,213,5,245154,4498,2020-09-28
100,Namibia,11121,88,121,1,8787,2213,15,4358,47,96041,37636,2020-09-28
101,Malaysia,11034,115,134,0,9889,1011,8,340,4,1451697,44715,2020-09-28
102,DRC,10624,12,271,0,10093,260,0,118,3,0,0,2020-09-28
103,Guinea,10598,18,66,0,9940,592,24,802,5,32458,2456,2020-09-28
104,Montenegro,10441,128,163,5,6720,3558,17,16624,260,67685,107764,2020-09-28
105,Maldives,10157,59,34,0,8950,1173,12,18712,63,149135,274750,2020-09-28
106,French Guiana,9895,32,65,0,9536,294,6,32930,216,65570,218212,2020-09-28
107,Finland,9743,61,345,2,7850,1548,4,1758,62,975893,176064,2020-09-28
108,Tajikistan,9685,39,75,0,8483,1127,0,1010,8,0,0,2020-09-28
109,Slovakia,9343,265,44,0,4213,5086,31,1711,8,447940,82036,2020-09-28
110,Jordan,9226,734,51,6,4359,4816,13,902,5,1187350,116094,2020-09-28
111,Haiti,8740,0,227,0,6757,1756,0,764,20,27986,2447,2020-09-28
112,Gabon,8728,0,54,0,7934,740,2,3900,24,163264,72949,2020-09-28
113,Luxembourg,8376,19,124,0,7128,1124,3,13329,197,818380,1302323,2020-09-28
114,Mozambique,8288,305,59,1,4836,3393,0,263,2,135406,4304,2020-09-28
115,Zimbabwe,7816,4,228,1,6112,1476,0,524,15,159274,10679,2020-09-28
116,Uganda,7777,247,75,2,4033,3669,0,169,2,477473,10363,2020-09-28
117,Mauritania,7474,10,161,0,7091,222,3,1598,34,79644,17025,2020-09-28
118,Jamaica,6170,153,93,4,1741,4336,10,2081,31,77394,26109,2020-09-28
119,Cabo Verde,5817,46,59,2,5134,624,0,10435,106,76576,137371,2020-09-28
120,Malawi,5770,2,179,0,4243,1348,4,300,9,52790,2743,2020-09-28
121,Georgia,5552,298,32,4,2054,3466,0,1392,8,616348,154578,2020-09-28
122,Cuba,5483,26,122,0,4787,574,7,484,11,599020,52894,2020-09-28
123,Eswatini,5452,21,108,0,4844,500,11,4688,93,31969,27487,2020-09-28
