index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,7354589,46986,271108,933,4233668,2849813,20038,0,0,0,0,2020-08-31
1,South America,6311467,67760,202339,1203,4918077,1191051,15232,0,0,0,0,2020-08-31
2,Asia,7086177,93757,142482,1315,5684437,1259258,18805,0,0,0,0,2020-08-31
3,Europe,3581970,21604,207735,301,2073372,1300863,5792,0,0,0,0,2020-08-31
4,Africa,1257315,6940,29862,226,987398,240055,1270,0,0,0,0,2020-08-31
5,Oceania,28476,85,681,41,23415,4380,41,0,0,0,0,2020-08-31
6,,721,0,15,0,651,55,4,0,0,0,0,2020-08-31
7,World,25620715,237132,854222,4019,17921018,6845475,61182,3287,1096,0,0,2020-08-31
8,USA,6210774,37538,187713,489,3452820,2570241,15936,18745,567,82509167,249028,2020-08-31
9,Brazil,3910901,48590,121515,619,3097734,691652,8318,18377,571,14352484,67443,2020-08-31
10,India,3687939,68770,65435,818,2837377,785127,8944,2668,47,42307914,30608,2020-08-31
11,Russia,995319,4993,17176,83,809387,168756,2300,6820,118,36696382,251440,2020-08-31
12,Peru,647166,0,28788,0,455457,162921,1514,19584,871,3191850,96587,2020-08-31
13,South Africa,627041,1985,14149,121,540923,71969,539,10551,238,3693721,62152,2020-08-31
14,Colombia,615168,7230,19663,299,459475,136030,1493,12069,386,2746217,53877,2020-08-31
15,Mexico,595841,4129,64158,339,412580,119103,3060,4613,497,1340466,10379,2020-08-31
16,Spain,462858,2489,29094,28,0,0,846,9899,622,9210337,196980,2020-08-31
17,Argentina,417735,9309,8660,203,301195,107880,2273,9229,191,1257906,27790,2020-08-31
18,Chile,411726,1752,11289,45,383879,16558,969,21508,590,2432436,127065,2020-08-31
19,Iran,375212,1642,21571,109,323233,30408,3729,4458,256,3231110,38389,2020-08-31
20,UK,335873,1406,41501,2,0,0,60,4943,611,16273209,239504,2020-08-31
21,Saudi Arabia,315772,951,3897,27,290796,21079,1552,9048,112,5026127,144009,2020-08-31
22,Bangladesh,312996,2174,4281,33,204887,103828,0,1897,26,1550203,9398,2020-08-31
23,Pakistan,295849,213,6294,6,280682,8873,604,1335,28,2621146,11829,2020-08-31
24,France,281025,3082,30635,29,86469,163921,409,4304,469,6461460,98954,2020-08-31
25,Turkey,270133,1587,6370,44,244926,18837,961,3197,75,7138492,84491,2020-08-31
26,Italy,269214,996,35483,6,207653,26078,94,4454,587,8644859,143016,2020-08-31
27,Germany,244792,1497,9371,7,219900,15521,245,2920,112,11208091,133702,2020-08-31
28,Iraq,234934,3757,7042,83,176602,51290,512,5820,174,1605904,39784,2020-08-31
29,Philippines,220819,3446,3558,38,157562,59699,837,2011,32,2591819,23601,2020-08-31
30,Indonesia,174796,2743,7417,74,125959,41420,0,638,27,2224337,8118,2020-08-31
31,Canada,128948,1008,9126,9,114227,5595,50,3412,241,5504316,145630,2020-08-31
32,Ukraine,121215,2141,2557,30,57114,61544,177,2775,59,1550280,35485,2020-08-31
33,Qatar,118778,203,197,0,115667,2914,68,42303,70,629831,224314,2020-08-31
34,Israel,116596,2576,939,20,95009,20648,437,12677,102,2295951,249625,2020-08-31
35,Bolivia,115968,614,4966,28,58497,52505,71,9913,424,239640,20484,2020-08-31
36,Ecuador,113767,119,6556,1,101669,5542,365,6432,371,328929,18598,2020-08-31
37,Kazakhstan,105795,111,1523,0,96297,7975,221,5623,81,2434444,129400,2020-08-31
38,Egypt,98939,212,5421,22,72929,20589,41,964,53,135000,1315,2020-08-31
39,Dominican Republic,94715,474,1710,29,68082,24923,217,8717,157,370875,34132,2020-08-31
40,Panama,92982,917,2002,7,66173,24807,168,21495,463,339893,78575,2020-08-31
41,Romania,87540,755,3621,43,37869,46050,506,4556,188,1802946,93827,2020-08-31
42,Oman,85722,178,685,8,80810,4227,155,16720,134,309212,60311,2020-08-31
43,Kuwait,85109,473,531,1,77224,7354,91,19882,124,617619,144276,2020-08-31
44,Belgium,85042,443,9894,3,18415,56733,71,7332,853,2278713,196474,2020-08-31
45,Sweden,84379,0,5808,5,0,0,19,8346,574,1094856,108297,2020-08-31
46,Guatemala,74074,162,2760,20,62068,9246,5,4122,154,242502,13496,2020-08-31
47,Belarus,71843,156,681,5,70468,694,0,7603,72,1532119,162150,2020-08-31
48,Netherlands,70667,527,6224,0,0,0,51,4123,363,1455274,84899,2020-08-31
49,UAE,70231,541,384,2,60931,8916,0,7087,39,7094658,715915,2020-08-31
50,Japan,67865,601,1279,15,56802,9784,236,537,10,1467132,11606,2020-08-31
51,Poland,67372,502,2039,6,46638,18695,83,1780,54,2714027,71725,2020-08-31
