index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,1569308,24872,95442,2252,382146,1091720,17526,0,0,0,0,2020-05-13
1,Europe,1696322,20745,157373,1611,704220,834729,13046,0,0,0,0,2020-05-13
2,South America,355274,19650,19025,917,127892,208357,10124,0,0,0,0,2020-05-13
3,Asia,720802,19270,23238,387,406393,291171,4951,0,0,0,0,2020-05-13
4,Africa,73832,2850,2507,100,26216,45109,258,0,0,0,0,2020-05-13
5,Oceania,8581,16,119,1,7771,691,20,0,0,0,0,2020-05-13
6,,721,0,15,0,651,55,4,0,0,0,0,2020-05-13
7,World,4424840,87403,297719,5268,1655289,2471832,45929,568,382,0,0,2020-05-13
8,USA,1429773,21137,85172,1747,308257,1036344,16349,4320,257,10254887,30981,2020-05-13
9,Spain,271095,1575,27104,184,183227,60764,1534,5798,580,2467761,52781,2020-05-13
10,Russia,242271,10028,2212,96,48003,192056,2300,1660,15,5982558,40995,2020-05-13
11,UK,229705,3242,33186,494,0,196175,1559,3384,489,2094209,30849,2020-05-13
12,Italy,222104,888,31106,195,112541,78457,893,3673,514,2735628,45246,2020-05-13
13,Brazil,189157,11555,13158,754,78424,97575,8318,890,62,735224,3459,2020-05-13
14,France,178060,0,27074,83,58673,92313,2428,2728,415,1384633,21213,2020-05-13
15,Germany,174098,927,7861,123,148700,17537,1465,2078,94,3147771,37570,2020-05-13
16,Turkey,143114,1639,3952,58,101715,37447,998,1697,47,1474003,17477,2020-05-13
17,Iran,112725,1958,6783,50,89428,16514,2735,1342,81,629534,7495,2020-05-13
18,India,78055,3763,2551,136,26400,49104,0,57,2,1854250,1344,2020-05-13
19,Peru,76306,4247,2169,112,24324,49813,806,2314,66,553302,16781,2020-05-13
20,Canada,72278,1121,5302,133,35164,31812,502,1915,140,1163816,30836,2020-05-13
21,Belgium,53981,202,8843,82,13937,31201,420,4658,763,605237,52222,2020-05-13
22,Saudi Arabia,44830,1905,273,9,17622,26935,147,1288,8,496948,14274,2020-05-13
23,Netherlands,43211,227,5562,52,0,37399,432,2522,325,275720,16091,2020-05-13
24,Mexico,38324,1997,3926,353,25935,8463,378,297,30,142204,1103,2020-05-13
25,Pakistan,35298,2624,761,37,8899,25638,111,160,3,317699,1438,2020-05-13
26,Chile,34381,2660,346,11,14865,19170,494,1799,18,313750,16413,2020-05-13
27,Ecuador,30486,67,2334,7,3433,24719,190,1728,132,87036,4933,2020-05-13
28,Switzerland,30413,33,1870,3,27100,1443,79,3514,216,322084,37215,2020-05-13
29,Portugal,28132,219,1175,12,3182,23775,103,2759,115,566172,55525,2020-05-13
30,Sweden,27909,637,3460,147,4971,19478,351,2763,343,177500,17576,2020-05-13
