index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,723869,31311,36668,2377,70027,617174,14460,0,0,0,0,2020-04-16
1,Europe,1015498,44741,92224,3905,275293,647981,27806,0,0,0,0,2020-04-16
2,Asia,345365,12122,12414,346,165705,167246,6452,0,0,0,0,2020-04-16
3,South America,67493,4191,3050,253,25971,38472,7601,0,0,0,0,2020-04-16
4,Oceania,7966,42,72,0,4518,3376,71,0,0,0,0,2020-04-16
5,Africa,18993,1166,968,55,4585,13440,180,0,0,0,0,2020-04-16
6,,721,0,14,0,644,63,7,0,0,0,0,2020-04-16
7,World,2179905,93573,145410,6936,546743,1487752,56577,280,187,0,0,2020-04-16
8,USA,677056,29053,34580,2137,57271,585205,13369,2045,104,3397021,10263,2020-04-16
9,Spain,184948,4289,19315,503,74797,90836,7371,3956,413,930230,19896,2020-04-16
10,Italy,168941,3786,22170,525,40164,106607,2936,2794,367,1178403,19490,2020-04-16
11,France,165027,17164,17920,753,32812,114295,6248,2528,275,333807,5114,2020-04-16
12,Germany,137698,2945,4052,248,77000,56646,4288,1643,48,1728357,20629,2020-04-16
13,UK,103093,4617,13729,861,0,89020,1559,1519,202,417649,6152,2020-04-16
14,Iran,77995,1606,4869,92,52229,20897,3594,929,58,310340,3695,2020-04-16
15,Turkey,74193,4801,1643,125,7089,65461,1854,880,19,518143,6144,2020-04-16
16,Belgium,34809,1236,4857,417,7562,22390,1182,3003,419,134303,11588,2020-04-16
17,Brazil,30683,2073,1947,190,14026,14710,6634,144,9,62985,296,2020-04-16
18,Canada,29929,1550,1191,181,9674,19064,557,793,32,487625,12920,2020-04-16
19,Netherlands,29214,1061,3315,181,250,25649,1279,1705,193,147948,8634,2020-04-16
20,Russia,27938,3448,232,34,2304,25402,8,191,2,1613413,11056,2020-04-16
21,Switzerland,26732,396,1281,42,15900,9551,386,3089,148,206400,23849,2020-04-16
22,Portugal,18841,750,629,30,493,17719,229,1848,62,208314,20430,2020-04-16
23,Austria,14476,126,410,17,8986,5080,238,1607,46,162816,18078,2020-04-16
24,India,13430,1060,448,26,1768,11214,0,10,3,302956,220,2020-04-16
25,Ireland,13271,724,486,42,77,12708,156,2688,98,90646,18358,2020-04-16
26,Israel,12758,257,142,12,2818,9798,181,1474,16,187250,21634,2020-04-16
27,Sweden,12540,613,1333,130,550,10657,522,1242,132,74600,7387,2020-04-16
28,Peru,12491,1016,274,20,6120,6097,169,379,8,121468,3684,2020-04-16
29,S. Korea,10613,22,229,4,7757,2627,55,207,4,538775,10509,2020-04-16
30,Chile,8807,534,105,11,3299,5403,384,461,5,98424,5149,2020-04-16
31,Japan,8626,0,178,0,901,7547,168,68,1,94236,745,2020-04-16
32,Ecuador,8225,367,403,15,838,6984,168,466,23,27868,1580,2020-04-16
33,Poland,7918,336,314,28,774,6830,160,209,8,169071,4467,2020-04-16
34,Romania,7707,491,392,20,1357,5958,243,401,20,79629,4139,2020-04-16
35,Pakistan,6919,536,128,17,1645,5146,46,31,6,78979,358,2020-04-16
36,Norway,6896,99,152,2,32,6712,64,1272,28,133707,24664,2020-04-16
37,Denmark,6879,198,321,12,3023,3535,92,1188,55,82380,14223,2020-04-16
38,Australia,6468,21,63,0,3747,2658,66,254,2,380003,14902,2020-04-16
39,Czechia,6433,132,169,3,972,5292,75,601,16,146004,13634,2020-04-16
40,Saudi Arabia,6380,518,83,4,990,5307,71,183,2,150000,4309,2020-04-16
41,Mexico,5847,448,449,43,2125,3273,207,45,3,40091,311,2020-04-16
42,UAE,5825,460,35,2,1095,4695,1,589,4,767000,77550,2020-04-16
43,Philippines,5660,207,362,13,435,4863,1,52,3,48171,440,2020-04-16
44,Indonesia,5516,380,496,27,548,4472,0,20,2,36000,132,2020-04-16
45,Serbia,5318,445,103,4,443,4772,120,609,12,29472,3373,2020-04-16
46,Malaysia,5182,110,84,1,2766,2332,56,160,3,87183,2694,2020-04-16
47,Singapore,4427,728,10,0,683,3734,29,757,2,72680,12423,2020-04-16
48,Belarus,4204,476,40,4,203,3961,65,445,4,81246,8598,2020-04-16
49,Ukraine,4161,397,116,8,186,3859,45,95,3,42823,979,2020-04-16
50,Qatar,4103,392,7,0,415,3681,37,1424,2,56381,19570,2020-04-16
51,Dominican Republic,3755,141,196,7,215,3344,121,346,18,12229,1127,2020-04-16
52,Panama,3751,0,103,0,75,3573,106,869,24,16854,3906,2020-04-16
53,Luxembourg,3444,71,69,0,552,2823,35,5502,110,31660,50577,2020-04-16
54,Finland,3369,132,75,3,1700,1594,76,608,14,49700,8970,2020-04-16
55,Colombia,3233,128,144,13,550,2539,98,64,3,52085,1024,2020-04-16
56,Egypt,2673,168,196,13,596,1881,0,26,2,25000,244,2020-04-16
57,Thailand,2672,29,46,3,1593,1033,61,38,7,100498,1440,2020-04-16
58,South Africa,2605,99,48,14,903,1654,7,44,8,95060,1603,2020-04-16
59,Argentina,2571,0,115,3,631,1825,121,57,3,26457,585,2020-04-16
60,Morocco,2283,259,130,3,249,1904,1,62,4,11996,325,2020-04-16
61,Algeria,2268,108,348,12,783,1137,60,52,8,3359,77,2020-04-16
62,Greece,2207,15,105,3,269,1833,69,212,10,50771,4871,2020-04-16
63,Moldova,2154,105,54,8,235,1865,80,534,13,9208,2283,2020-04-16
64,Croatia,1791,50,35,2,529,1227,31,436,9,20158,4910,2020-04-16
65,Iceland,1739,12,8,0,1144,587,6,5096,23,38204,111955,2020-04-16
66,Bahrain,1700,29,7,0,703,990,3,999,4,76630,45035,2020-04-16
67,Hungary,1652,73,142,8,199,1311,60,171,15,38489,3984,2020-04-16
68,Bangladesh,1572,341,60,10,49,1463,1,10,4,17003,103,2020-04-16
69,Kuwait,1524,119,3,0,225,1296,32,357,7,0,0,2020-04-16
70,Iraq,1434,19,80,1,856,498,0,36,2,49260,1225,2020-04-16
71,Estonia,1434,34,36,1,133,1265,10,1081,27,36024,27156,2020-04-16
72,Kazakhstan,1402,107,17,1,277,1108,22,75,9,85735,4566,2020-04-16
73,New Zealand,1401,15,9,0,770,622,3,291,2,70160,14549,2020-04-16
74,Uzbekistan,1349,47,4,0,129,1216,8,40,1,100000,2988,2020-04-16
75,Azerbaijan,1283,30,15,2,460,808,28,127,1,75397,7436,2020-04-16
76,Slovenia,1268,20,61,0,174,1033,31,610,29,38137,18344,2020-04-16
77,Bosnia and Herzegovina,1167,57,43,2,277,847,4,356,13,14743,4494,2020-04-16
78,Armenia,1159,48,18,1,358,783,30,391,6,9632,3250,2020-04-16
79,Lithuania,1128,37,32,2,178,918,14,414,12,48537,17829,2020-04-16
80,North Macedonia,1081,107,46,1,121,914,15,519,22,10422,5002,2020-04-16
81,Oman,1019,109,4,0,176,839,3,200,8,0,0,2020-04-16
82,Hong Kong,1018,1,4,0,485,529,9,136,5,116273,15509,2020-04-16
83,Cameroon,996,148,22,5,164,810,0,38,8,0,0,2020-04-16
84,Slovakia,977,114,8,2,167,802,5,179,1,34458,6311,2020-04-16
85,Cuba,862,48,27,3,171,664,16,76,2,21837,1928,2020-04-16
86,Afghanistan,840,56,30,5,54,756,0,22,8,0,0,2020-04-16
87,Tunisia,822,42,37,2,43,742,89,70,3,13930,1179,2020-04-16
88,Bulgaria,800,53,38,2,122,640,37,115,5,18502,2663,2020-04-16
89,Cyprus,735,20,12,0,77,646,8,609,10,17923,14845,2020-04-16
90,Diamond Princess,712,0,12,0,644,56,7,0,0,0,0,2020-04-16
91,Latvia,675,9,5,0,57,613,3,358,3,31302,16595,2020-04-16
92,Andorra,673,0,33,0,169,471,17,8710,427,1673,21653,2020-04-16
93,Lebanon,663,5,21,0,86,556,30,97,3,18115,2654,2020-04-16
94,Ivory Coast,654,0,6,0,146,502,0,25,2,0,0,2020-04-16
95,Costa Rica,642,16,4,0,74,564,11,126,8,9396,1844,2020-04-16
96,Ghana,641,0,8,0,83,550,2,21,3,50719,1632,2020-04-16
97,Djibouti,591,156,2,0,73,516,0,598,2,6430,6508,2020-04-16
98,Niger,584,0,14,0,90,480,0,24,6,4427,183,2020-04-16
99,Burkina Faso,546,4,32,0,257,257,0,26,2,0,0,2020-04-16
100,Albania,518,24,26,1,277,215,5,180,9,4827,1677,2020-04-16
101,Uruguay,502,9,9,0,286,207,13,145,3,11239,3235,2020-04-16
102,Kyrgyzstan,466,17,5,0,91,370,5,71,8,26147,4008,2020-04-16
103,Channel Islands,457,10,19,4,73,365,0,2629,109,3320,19095,2020-04-16
104,Nigeria,442,35,13,1,152,277,2,2,6,5000,24,2020-04-16
105,Bolivia,441,44,29,1,14,398,3,38,2,2185,187,2020-04-16
106,Guinea,438,34,1,0,49,388,0,33,8,0,0,2020-04-16
107,San Marino,426,33,38,2,55,333,15,12555,1120,846,24933,2020-04-16
108,Honduras,426,7,35,4,9,382,10,43,4,2012,203,2020-04-16
109,Malta,412,13,3,0,82,327,4,933,7,21164,47932,2020-04-16
110,Jordan,402,1,7,0,259,136,5,39,7,20500,2009,2020-04-16
111,Taiwan,395,0,6,0,155,234,0,17,3,50703,2129,2020-04-16
