index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,World,1270916,69433,69383,4693,261325,940208,45614,163,89,0,0,2020-04-05
1,USA,336131,24774,9602,1151,17245,309284,8702,1015,29,1758694,5313,2020-04-05
2,Spain,131646,5478,12641,694,38080,80925,6861,2816,270,355000,7593,2020-04-05
3,Italy,128948,4316,15887,525,21815,91246,3977,2133,263,691461,11436,2020-04-05
4,Germany,100123,4031,1584,140,28700,69839,3936,1195,19,918460,10962,2020-04-05
5,France,92839,2886,8078,518,16183,68578,6838,1422,124,224254,3436,2020-04-05
6,Iran,58226,2483,3603,151,19736,34887,4103,693,43,186000,2214,2020-04-05
7,UK,47806,5903,4934,621,135,42737,1559,704,73,195524,2880,2020-04-05
8,Turkey,27069,3135,574,73,1042,25453,1381,321,7,181445,2151,2020-04-05
9,Switzerland,21100,595,715,49,6415,13970,391,2438,83,158000,18256,2020-04-05
10,Belgium,19691,1260,1447,164,3751,14493,1261,1699,125,70000,6040,2020-04-05
11,Netherlands,17851,1224,1766,115,250,15835,1385,1042,103,75415,4401,2020-04-05
12,Canada,15512,1600,280,49,2942,12290,426,411,7,317972,8425,2020-04-05
13,Austria,12051,270,204,18,2998,8849,244,1338,23,108416,12038,2020-04-05
14,Portugal,11278,754,295,29,75,10908,267,1106,29,86370,8470,2020-04-05
15,Brazil,11130,770,486,41,127,10517,296,52,2,54824,258,2020-04-05
16,S. Korea,10237,81,183,6,6463,3591,55,200,4,461233,8996,2020-04-05
17,Israel,8430,579,49,5,477,7904,139,974,6,90394,10443,2020-04-05
18,Sweden,6830,387,401,28,205,6224,541,676,40,36900,3654,2020-04-05
19,Norway,5687,137,71,9,32,5584,89,1049,13,105865,19528,2020-04-05
20,Australia,5687,137,37,7,2315,3335,91,223,1,297154,11653,2020-04-05
21,Russia,5389,658,45,2,355,4989,8,37,3,697000,4776,2020-04-05
22,Ireland,4994,390,158,21,25,4811,165,1011,32,30213,6119,2020-04-05
23,Czechia,4587,115,67,8,96,4424,86,428,6,80304,7499,2020-04-05
24,Chile,4471,310,34,7,618,3819,307,234,2,51956,2718,2020-04-05
25,Denmark,4369,292,179,18,1327,2863,142,754,31,49249,8503,2020-04-05
26,Poland,4102,475,94,15,134,3874,50,108,2,80757,2134,2020-04-05
27,Romania,3864,251,151,5,374,3339,141,201,8,38623,2008,2020-04-05
28,Malaysia,3662,179,61,4,1005,2596,99,113,2,51937,1605,2020-04-05
29,Ecuador,3646,181,180,8,100,3366,100,207,10,12386,702,2020-04-05
30,India,3588,0,99,0,229,3260,0,3,7,128320,93,2020-04-05
31,Philippines,3246,152,152,8,64,3030,1,30,1,19585,179,2020-04-05
32,Pakistan,3157,339,47,6,211,2899,18,14,2,34885,158,2020-04-05
33,Japan,3139,0,77,0,514,2548,64,25,6,44639,353,2020-04-05
34,Luxembourg,2804,75,36,5,500,2268,33,4479,58,23687,37840,2020-04-05
35,Saudi Arabia,2402,223,34,5,488,1880,41,69,10,0,0,2020-04-05
36,Peru,2281,535,83,10,989,1209,81,69,3,19410,589,2020-04-05
37,Indonesia,2273,181,198,7,164,1911,0,8,7,9712,36,2020-04-05
38,Thailand,2169,102,23,3,793,1353,23,31,3,25071,359,2020-04-05
39,Finland,1927,45,28,3,300,1599,73,348,5,31714,5724,2020-04-05
40,Serbia,1908,284,51,7,54,1803,98,218,6,7360,842,2020-04-05
41,Mexico,1890,202,79,19,633,1178,1,15,6,15668,122,2020-04-05
42,Panama,1801,0,46,0,13,1742,75,417,11,9256,2145,2020-04-05
43,UAE,1799,294,10,0,144,1645,1,182,1,220000,22244,2020-04-05
44,Dominican Republic,1745,167,82,5,17,1646,147,161,8,4542,419,2020-04-05
45,Greece,1735,62,73,5,78,1584,93,166,7,25453,2442,2020-04-05
46,South Africa,1655,70,11,2,95,1549,7,28,2,56873,959,2020-04-05
47,Qatar,1604,279,4,1,123,1477,37,557,1,35757,12411,2020-04-05
48,Argentina,1554,103,46,3,280,1228,86,34,1,8488,188,2020-04-05
49,Iceland,1486,69,4,0,428,1054,11,4355,12,25394,74416,2020-04-05
50,Colombia,1485,79,35,3,88,1362,50,29,7,23706,466,2020-04-05
51,Algeria,1320,69,152,22,90,1078,46,30,3,3359,77,2020-04-05
52,Singapore,1309,120,6,0,320,983,25,224,1,39000,6666,2020-04-05
53,Ukraine,1308,83,37,5,28,1243,16,30,8,5493,126,2020-04-05
54,Croatia,1182,56,15,3,125,1042,39,288,4,10847,2642,2020-04-05
55,Egypt,1173,103,78,7,247,848,0,11,8,25000,244,2020-04-05
56,Estonia,1097,58,15,2,62,1020,17,827,11,21004,15834,2020-04-05
57,New Zealand,1039,89,1,0,156,882,3,215,2,36209,7509,2020-04-05
58,Morocco,1021,102,70,11,76,875,1,28,2,4848,131,2020-04-05
59,Slovenia,997,20,28,6,79,890,31,480,13,27764,13355,2020-04-05
60,Iraq,961,83,61,5,279,621,0,24,2,0,0,2020-04-05
61,Hong Kong,890,28,4,0,206,680,8,119,5,96709,12900,2020-04-05
62,Moldova,864,112,15,3,30,819,80,214,4,0,0,2020-04-05
63,Armenia,822,52,7,0,57,758,30,277,2,4666,1575,2020-04-05
64,Lithuania,811,40,13,2,7,791,11,298,5,23645,8686,2020-04-05
65,Hungary,733,55,34,2,66,633,17,76,4,21250,2200,2020-04-05
66,Diamond Princess,712,0,11,0,619,82,10,0,0,0,0,2020-04-05
67,Bahrain,700,12,4,0,431,265,3,411,2,44386,26085,2020-04-05
68,Bosnia and Herzegovina,654,30,23,2,30,601,4,199,7,5349,1630,2020-04-05
69,Cameroon,650,95,9,0,17,624,0,24,3,0,0,2020-04-05
70,Azerbaijan,584,63,7,2,32,545,17,58,7,40000,3945,2020-04-05
71,Kazakhstan,584,53,6,1,42,536,6,31,3,5093,271,2020-04-05
72,Tunisia,574,21,22,4,5,547,39,49,2,7145,605,2020-04-05
73,Belarus,562,122,8,3,52,502,11,59,8,32000,3386,2020-04-05
74,Kuwait,556,77,1,0,99,456,17,130,2,0,0,2020-04-05
75,North Macedonia,555,72,18,1,23,514,15,266,9,4920,2362,2020-04-05
76,Latvia,533,24,1,0,1,531,4,283,5,20680,10964,2020-04-05
77,Bulgaria,531,28,20,3,37,474,22,76,3,15899,2288,2020-04-05
78,Lebanon,527,7,18,1,54,455,28,77,3,9411,1379,2020-04-05
79,Andorra,501,35,18,1,26,457,12,6484,233,0,0,2020-04-05
80,Slovakia,485,14,1,0,10,474,3,89,2,15155,2776,2020-04-05
81,Costa Rica,454,19,2,0,16,436,14,89,4,5098,1001,2020-04-05
82,Cyprus,446,20,9,0,37,400,11,369,7,10946,9066,2020-04-05
83,Uruguay,406,6,6,1,104,296,14,117,2,5208,1499,2020-04-05
84,Taiwan,363,8,5,0,54,304,0,15,2,37219,1563,2020-04-05
85,Albania,361,28,20,0,104,237,7,125,7,2396,833,2020-04-05
