index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,4971942,91557,205125,1952,2479379,2287438,26205,0,0,0,0,2020-07-24
1,South America,3624640,80600,131082,1945,2416987,1076571,14177,0,0,0,0,2020-07-24
2,Asia,3750534,75475,87354,1422,2691553,971627,19503,0,0,0,0,2020-07-24
3,Europe,2752362,17193,200954,436,1650173,901235,5161,0,0,0,0,2020-07-24
4,Africa,814098,22058,17138,382,465312,331648,1091,0,0,0,0,2020-07-24
5,Oceania,15294,291,161,6,10399,4734,42,0,0,0,0,2020-07-24
6,,721,0,15,0,651,55,4,0,0,0,0,2020-07-24
7,World,15929591,287174,641829,6143,9714454,5573308,66183,2044,823,0,0,2020-07-24
8,USA,4247328,77010,148450,1101,2027276,2071602,19100,12827,448,52520426,158613,2020-07-24
9,Brazil,2348200,58249,85385,1178,1592281,670534,8318,11042,402,4911063,23094,2020-07-24
10,India,1337022,48892,31406,761,850107,455509,8944,968,23,15428170,11173,2020-07-24
11,Russia,800849,5811,13046,154,588774,199029,2300,5488,89,26300652,180217,2020-07-24
12,South Africa,421996,13944,6343,250,245771,169882,539,7110,107,2684488,45229,2020-07-24
13,Peru,375961,4865,17843,189,259423,98695,1372,11393,541,2183763,66177,2020-07-24
14,Mexico,370712,8438,41908,718,236209,92595,3878,2873,325,879608,6818,2020-07-24
15,Chile,341304,2545,8914,76,313696,18694,1636,17845,466,1485711,77679,2020-07-24
16,Spain,319501,2255,28432,3,0,0,617,6833,608,6320836,135188,2020-07-24
17,UK,297914,768,45677,123,0,0,110,4387,673,14291673,210455,2020-07-24
18,Iran,286523,2489,15289,215,249212,22022,3653,3409,182,2278384,27105,2020-07-24
19,Pakistan,270400,1209,5763,54,219783,44854,1316,1223,26,1821296,8236,2020-07-24
20,Saudi Arabia,262772,2378,2672,37,215731,44369,2143,7541,77,2946928,84572,2020-07-24
21,Italy,245590,252,35097,5,198192,12301,46,4062,581,6468375,106993,2020-07-24
22,Colombia,233541,7168,7975,287,113864,111702,1456,4587,157,1349502,26505,2020-07-24
23,Turkey,224252,937,5580,17,207374,11298,1248,2657,66,4489360,53195,2020-07-24
24,Bangladesh,218658,2548,2836,35,120976,94846,1,1327,17,1091034,6621,2020-07-24
25,Germany,205960,818,9201,14,189400,7359,237,2458,110,7418812,88529,2020-07-24
26,France,180528,1130,30192,10,80815,69521,410,2765,462,2982302,45683,2020-07-24
27,Argentina,153520,5493,2807,105,65447,85266,902,3395,62,609262,13473,2020-07-24
28,Canada,113179,507,8880,6,98837,5462,2219,2997,235,3697322,97910,2020-07-24
29,Qatar,108638,394,164,0,105420,3054,101,38691,58,464674,165494,2020-07-24
30,Iraq,104711,2485,4212,90,71268,29231,456,2600,105,879399,21837,2020-07-24
31,Indonesia,95418,1761,4665,89,53945,36808,0,349,17,1310924,4790,2020-07-24
32,Egypt,91072,659,4518,38,31970,54584,41,889,44,135000,1318,2020-07-24
33,Ecuador,79049,901,5468,29,34544,39037,346,4477,310,221152,12524,2020-07-24
34,Sweden,78997,82,5697,10,0,0,50,7819,564,751213,74354,2020-07-24
35,Kazakhstan,78486,1687,585,0,49488,28413,221,4177,31,1867907,99409,2020-07-24
36,Philippines,76444,2103,1879,15,24502,50063,351,697,17,1272317,11602,2020-07-24
37,Oman,73791,1145,359,4,53007,20425,170,14431,70,290726,56855,2020-07-24
38,Belarus,66846,158,524,5,59755,6567,89,7074,55,1230684,130243,2020-07-24
39,Bolivia,65252,1117,2407,79,20030,42815,71,5586,206,142168,12169,2020-07-24
40,Belgium,64847,220,9812,4,17369,37666,40,5594,846,1514046,130602,2020-07-24
41,Ukraine,62823,972,1571,20,34886,26366,91,1437,36,937006,21434,2020-07-24
42,Kuwait,62625,753,425,4,52915,9285,129,14652,99,479411,112163,2020-07-24
43,Israel,59475,1493,448,6,26797,32230,308,6466,49,1597269,173662,2020-07-24
44,Dominican Republic,59077,1462,1036,30,27625,30416,246,5443,95,222586,20506,2020-07-24
45,UAE,58249,261,343,1,51235,6671,0,5885,35,4724277,477320,2020-07-24
46,Panama,57993,1176,1250,41,32704,24039,158,13428,289,200986,46539,2020-07-24
47,Netherlands,52595,191,6139,0,0,0,16,3069,358,851885,49709,2020-07-24
48,Portugal,49692,313,1712,7,34687,13293,52,4874,168,1528600,149940,2020-07-24
49,Singapore,49375,277,27,0,45172,4176,0,8436,5,1170049,199900,2020-07-24
50,Guatemala,43283,1091,1669,37,30150,11464,5,2413,93,135434,7552,2020-07-24
51,Romania,42394,1119,2150,24,25349,14895,301,2205,112,1053656,54795,2020-07-24
52,Poland,42038,458,1655,4,31997,8386,61,1111,44,2068983,54672,2020-07-24
53,Nigeria,39539,591,845,12,16559,22135,7,192,4,256038,1240,2020-07-24
54,Bahrain,38458,462,136,2,34826,3496,48,22564,80,771500,452654,2020-07-24
55,Honduras,36902,800,1011,5,4448,31443,51,3722,102,78825,7951,2020-07-24
56,Armenia,36613,451,692,4,25734,10187,10,12354,233,153814,51901,2020-07-24
57,Afghanistan,35981,53,1225,14,24602,10154,31,923,31,85970,2206,2020-07-24
58,Switzerland,34154,154,1977,2,30500,1677,20,3945,228,753333,87005,2020-07-24
59,Kyrgyzstan,31247,898,1211,42,18038,11998,24,4785,185,262894,40257,2020-07-24
60,Ghana,31057,1385,161,8,27801,3095,6,998,5,365281,11742,2020-07-24
61,Azerbaijan,29312,332,400,9,21547,7365,66,2889,39,667819,65829,2020-07-24
62,Japan,27956,927,992,2,21328,5636,68,221,8,697512,5516,2020-07-24
63,Algeria,26159,675,1136,12,17369,7654,66,596,26,0,0,2020-07-24
64,Ireland,25845,19,1763,0,23364,718,5,5231,357,592202,119852,2020-07-24
65,Serbia,22852,409,518,10,14047,8287,167,2616,59,601984,68916,2020-07-24
66,Moldova,22483,378,726,7,15407,6350,362,5574,180,128076,31754,2020-07-24
67,Austria,20214,115,711,0,18042,1461,17,2244,79,833841,92550,2020-07-24
68,Uzbekistan,19360,492,106,4,10472,8782,100,578,3,1377915,41135,2020-07-24
69,Morocco,18834,570,299,7,16100,2435,31,510,8,1105271,29923,2020-07-24
70,Nepal,18374,133,44,1,12947,5383,0,630,2,647484,22200,2020-07-24
71,Cameroon,16708,186,385,3,14539,1784,30,629,14,145000,5455,2020-07-24
72,Kenya,16268,667,274,11,7446,8548,44,302,5,261027,4849,2020-07-24
73,Ivory Coast,15253,252,94,1,9499,5660,0,577,4,89920,3404,2020-07-24
74,Czechia,15081,281,369,4,9422,5290,22,1408,34,650650,60750,2020-07-24
75,S. Korea,13979,41,298,1,12817,864,16,273,6,1510327,29457,2020-07-24
76,El Salvador,13792,415,379,7,7415,5998,486,2126,58,221820,34188,2020-07-24
77,Costa Rica,13669,540,87,7,3505,10077,49,2682,17,74375,14592,2020-07-24
78,Venezuela,13613,0,129,0,7752,5732,24,479,5,1470678,51729,2020-07-24
79,Australia,13595,289,139,6,8775,4681,42,533,5,3787545,148429,2020-07-24
80,Denmark,13438,48,613,1,12340,485,3,2319,106,1411757,243679,2020-07-24
81,Ethiopia,12693,760,200,3,5785,6708,68,110,2,364322,3165,2020-07-24
82,Sudan,11302,65,715,7,5855,4732,0,257,16,401,9,2020-07-24
83,Bulgaria,10123,270,337,8,5252,4534,28,1458,49,233631,33641,2020-07-24
84,Palestine,10093,349,70,3,2720,7303,0,1976,14,155355,30415,2020-07-24
85,North Macedonia,9797,128,451,6,5254,4092,55,4702,216,92550,44423,2020-07-24
86,Bosnia and Herzegovina,9767,305,280,6,4555,4932,0,2978,85,128933,39316,2020-07-24
87,Senegal,9422,156,182,4,6291,2949,49,562,11,101678,6064,2020-07-24
88,Norway,9092,7,255,0,8674,163,1,1676,47,420528,77533,2020-07-24
89,Malaysia,8861,21,123,0,8577,161,5,274,4,925188,28564,2020-07-24
90,DRC,8767,47,201,0,5109,3457,0,98,2,0,0,2020-07-24
91,Madagascar,8741,360,76,6,5522,3143,87,315,3,36773,1326,2020-07-24
92,Finland,7380,8,329,1,6920,131,0,1332,59,330561,59654,2020-07-24
93,French Guiana,7251,165,41,1,5522,1688,25,24244,137,35701,119366,2020-07-24
94,Haiti,7197,30,154,0,4236,2807,0,631,13,16649,1459,2020-07-24
95,Tajikistan,7104,44,58,0,5851,1195,0,744,6,0,0,2020-07-24
96,Gabon,6984,396,49,2,4463,2472,11,3134,22,67767,30409,2020-07-24
97,Guinea,6867,61,42,0,6063,762,24,522,3,14407,1095,2020-07-24
98,Mauritania,6116,49,156,0,4206,1754,3,1314,34,57253,12297,2020-07-24
99,Luxembourg,6056,104,112,0,4647,1297,3,9665,179,387437,618354,2020-07-24
100,Djibouti,5039,8,58,0,4949,32,0,5096,59,55726,56355,2020-07-24
101,Croatia,4715,81,128,0,3555,1032,9,1149,31,109358,26650,2020-07-24
102,CAR,4593,3,59,1,1483,3051,2,950,12,29202,6040,2020-07-24
103,Albania,4570,104,128,5,2608,1834,17,1588,44,33669,11700,2020-07-24
104,Hungary,4398,18,596,0,3312,490,4,455,62,319854,33116,2020-07-24
105,Greece,4135,25,201,0,1374,2560,8,397,19,436510,41893,2020-07-24
106,Paraguay,4113,0,36,0,2487,1590,12,576,5,112039,15697,2020-07-24
107,Zambia,3856,67,136,2,1677,2043,18,209,7,72820,3955,2020-07-24
108,Nicaragua,3439,0,108,0,2492,839,0,519,16,0,0,2020-07-24
109,Lebanon,3407,147,46,3,1666,1695,21,499,7,244448,35825,2020-07-24
110,Malawi,3386,84,79,3,1328,1979,4,177,4,25756,1345,2020-07-24
111,Thailand,3279,10,58,0,3107,114,1,47,8,685316,9817,2020-07-24
112,Maldives,3175,55,15,0,2498,662,12,5868,28,70845,130932,2020-07-24
113,Somalia,3171,0,93,0,1499,1579,2,199,6,0,0,2020-07-24
114,Equatorial Guinea,3071,0,51,0,842,2178,0,2185,36,16000,11386,2020-07-24
115,Congo,3038,187,51,1,756,2231,0,550,9,0,0,2020-07-24
116,Mayotte,2862,0,38,0,2650,174,3,10477,139,13000,47590,2020-07-24
117,Sri Lanka,2764,11,11,0,2094,659,1,129,5,143673,6708,2020-07-24
118,Montenegro,2665,96,43,3,642,1980,7,4243,68,31966,50896,2020-07-24
119,Mali,2503,9,123,0,1901,479,0,123,6,21143,1043,2020-07-24
120,Cuba,2469,3,87,0,2341,41,1,218,8,237819,20997,2020-07-24
121,Libya,2424,110,57,1,504,1863,0,352,8,47038,6840,2020-07-24
122,Hong Kong,2373,123,16,1,1407,950,34,316,2,524969,69989,2020-07-24
123,Zimbabwe,2296,172,32,4,514,1750,0,154,2,111737,7511,2020-07-24
124,South Sudan,2258,19,45,0,1175,1038,0,202,4,12044,1075,2020-07-24
125,Cabo Verde,2220,30,22,1,1216,982,0,3990,40,41634,74834,2020-07-24
126,Slovakia,2118,29,28,0,1577,513,2,388,5,250433,45868,2020-07-24
127,Eswatini,2073,52,28,0,929,1116,5,1786,24,20784,17904,2020-07-24
128,Slovenia,2052,19,115,0,1678,259,2,987,55,126122,60666,2020-07-24
129,Estonia,2028,1,69,0,1915,44,1,1529,52,116332,87692,2020-07-24
130,Lithuania,1986,26,80,0,1616,290,6,730,29,497245,182840,2020-07-24
131,Guinea-Bissau,1954,0,26,0,803,1125,5,992,13,1500,761,2020-07-24
132,Iceland,1843,2,10,0,1823,10,0,5399,29,120734,353664,2020-07-24
133,Sierra Leone,1765,13,66,0,1297,402,0,221,8,0,0,2020-07-24
134,Rwanda,1729,19,5,0,900,824,0,133,4,233677,18018,2020-07-24
135,Benin,1694,0,34,0,918,742,1,140,3,80527,6633,2020-07-24
136,Yemen,1674,20,469,8,779,426,0,56,16,120,4,2020-07-24
137,Namibia,1618,96,7,0,72,1539,13,636,3,20101,7903,2020-07-24
138,Mozambique,1590,8,11,0,532,1047,0,51,4,50853,1625,2020-07-24
139,New Zealand,1556,1,22,0,1513,21,0,311,4,451616,90285,2020-07-24
140,Tunisia,1425,19,50,0,1124,251,3,120,4,87861,7429,2020-07-24
141,Suriname,1305,71,23,0,804,478,8,2223,39,1244,2119,2020-07-24
142,Latvia,1205,2,31,0,1045,129,2,639,16,188485,100006,2020-07-24
143,Uruguay,1166,25,34,0,946,186,3,336,10,99572,28658,2020-07-24
144,Jordan,1146,15,11,0,1035,100,3,112,1,550656,53937,2020-07-24
145,Liberia,1135,18,71,0,621,443,0,224,14,0,0,2020-07-24
146,Niger,1124,0,69,0,1024,31,0,46,3,9052,373,2020-07-24
147,Georgia,1104,19,16,0,912,176,5,277,4,187139,46918,2020-07-24
148,Uganda,1089,10,1,1,975,113,0,24,2,256040,5589,2020-07-24
149,Burkina Faso,1075,5,53,0,920,102,0,51,3,0,0,2020-07-24
150,Cyprus,1047,2,19,0,847,181,0,867,16,190921,158060,2020-07-24
151,Chad,915,0,75,0,805,35,0,56,5,0,0,2020-07-24
152,Andorra,897,8,52,0,803,42,0,11608,673,3750,48529,2020-07-24
153,Angola,880,29,35,2,241,604,15,27,1,10000,304,2020-07-24
154,Sao Tome and Principe,860,111,14,0,610,236,0,3920,64,2706,12334,2020-07-24
155,Togo,839,11,17,1,585,237,2,101,2,39812,4803,2020-07-24
156,Jamaica,821,5,10,0,711,100,0,277,3,33762,11398,2020-07-24
157,Diamond Princess,712,0,13,0,651,48,4,0,0,0,0,2020-07-24
158,San Marino,699,0,42,0,657,0,0,20598,1238,5729,168818,2020-07-24
159,Malta,686,6,9,0,665,12,0,1553,20,117840,266837,2020-07-24
160,Botswana,686,94,1,0,52,633,1,291,4,62296,26461,2020-07-24
