index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,date,deaths_1m_pop,total_tests,tests_1m_pop
0,China,80880,20,3213,0,67819,9848,3226,562,2020-03-16,,,
1,Italy,27980,3233,2158,349,2749,23073,1851,0,2020-03-16,,,
2,Iran,14991,1053,853,129,4590,9548,0,1785,2020-03-16,,,
3,Spain,9942,1954,342,48,530,9070,272,2126,2020-03-16,,,
4,S. Korea,8236,74,75,0,1137,7024,59,1606,2020-03-16,,,
5,Germany,7272,1459,17,4,67,7188,2,868,2020-03-16,,,
6,France,6633,1210,148,21,12,6473,400,1016,2020-03-16,,,
7,USA,4652,972,86,18,74,4492,12,141,2020-03-16,,,
8,Switzerland,2353,136,19,5,4,2330,0,2719,2020-03-16,,,
9,UK,1543,152,55,20,52,1436,20,227,2020-03-16,,,
10,Netherlands,1413,278,24,4,2,1387,45,825,2020-03-16,,,
11,Norway,1348,92,3,0,1,1344,27,2487,2020-03-16,,,
12,Sweden,1121,81,7,4,1,1113,2,1110,2020-03-16,,,
13,Belgium,1058,172,10,6,1,1047,33,913,2020-03-16,,,
14,Austria,1018,158,3,2,8,1007,12,1130,2020-03-16,,,
15,Denmark,914,50,4,2,1,909,10,1578,2020-03-16,,,
16,Japan,827,0,27,3,144,656,41,65,2020-03-16,,,
17,Diamond Princess,696,0,7,0,456,233,15,0,2020-03-16,,,
18,Malaysia,566,138,0,0,42,524,9,175,2020-03-16,,,
19,Qatar,439,38,0,0,4,435,0,1524,2020-03-16,,,
20,Canada,422,81,4,3,11,407,1,112,2020-03-16,,,
21,Australia,401,101,5,0,27,369,1,157,2020-03-16,,,
22,Greece,352,21,4,0,8,340,5,338,2020-03-16,,,
23,Czechia,344,51,0,0,3,341,2,321,2020-03-16,,,
24,Portugal,331,86,1,1,3,327,18,325,2020-03-16,,,
25,Israel,298,85,0,0,4,294,4,344,2020-03-16,,,
26,Finland,278,34,0,0,10,268,1,502,2020-03-16,,,
27,Slovenia,253,34,1,0,0,252,3,1217,2020-03-16,,,
28,Singapore,243,17,0,0,109,134,11,415,2020-03-16,,,
29,Brazil,234,34,0,0,2,232,2,11,2020-03-16,,,
30,Bahrain,228,14,1,1,81,146,1,1340,2020-03-16,,,
31,Ireland,223,53,2,0,5,216,6,452,2020-03-16,,,
32,Estonia,205,34,0,0,1,204,0,1545,2020-03-16,,,
33,Iceland,199,19,0,0,0,199,1,0,2020-03-16,,,
34,Pakistan,184,131,1,1,2,181,0,8,2020-03-16,,,
35,Poland,177,52,4,1,0,173,3,47,2020-03-16,,,
36,Romania,168,29,0,0,9,159,2,87,2020-03-16,,,
37,Egypt,166,40,4,2,32,130,0,16,2020-03-16,,,
38,Chile,156,81,0,0,0,156,0,82,2020-03-16,,,
39,Hong Kong,155,6,4,0,81,70,4,207,2020-03-16,,,
40,Thailand,147,33,1,0,35,111,1,21,2020-03-16,,,
41,Philippines,142,2,12,0,5,125,1,13,2020-03-16,,,
42,Indonesia,134,17,5,0,8,121,0,5,2020-03-16,,,
43,Iraq,133,9,10,0,32,91,0,33,2020-03-16,,,
44,Saudi Arabia,133,15,0,0,6,127,0,38,2020-03-16,,,
45,India,129,15,2,0,13,114,0,1,2020-03-16,,,
46,Kuwait,123,11,0,0,9,114,4,288,2020-03-16,,,
47,San Marino,109,0,7,0,4,98,11,0,2020-03-16,,,
48,Lebanon,109,0,3,0,3,103,3,160,2020-03-16,,,
49,UAE,98,0,0,0,23,75,2,99,2020-03-16,,,
50,Russia,93,30,0,0,8,85,0,6,2020-03-16,,,
51,Peru,86,15,0,0,1,85,8,26,2020-03-16,,,
52,Luxembourg,81,4,1,0,0,80,10,0,2020-03-16,,,
53,Slovakia,72,11,0,0,0,72,0,132,2020-03-16,,,
54,Taiwan,67,8,1,0,20,46,0,28,2020-03-16,,,
55,South Africa,64,3,0,0,0,64,0,11,2020-03-16,,,
56,Bulgaria,62,11,2,0,0,60,0,89,2020-03-16,,,
57,Vietnam,61,4,0,0,16,45,0,6,2020-03-16,,,
58,Algeria,60,6,4,0,10,46,0,14,2020-03-16,,,
59,Ecuador,58,21,2,0,0,56,2,33,2020-03-16,,,
60,Croatia,57,8,0,0,3,54,0,139,2020-03-16,,,
61,Serbia,57,9,0,0,1,56,2,65,2020-03-16,,,
62,Argentina,56,0,2,0,3,51,1,12,2020-03-16,,,
63,Panama,55,0,1,0,0,54,0,127,2020-03-16,,,
64,Brunei,54,4,0,0,0,54,1,0,2020-03-16,,,
65,Colombia,54,20,0,0,1,53,0,11,2020-03-16,,,
66,Mexico,53,10,0,0,4,49,1,4,2020-03-16,,,
67,Armenia,52,24,0,0,1,51,2,175,2020-03-16,,,
68,Albania,51,9,1,0,0,50,2,177,2020-03-16,,,
69,Turkey,47,29,0,0,0,47,0,6,2020-03-16,,,
70,Cyprus,46,13,0,0,0,46,1,381,2020-03-16,,,
71,Costa Rica,41,6,0,0,0,41,3,80,2020-03-16,,,
72,Hungary,39,7,1,0,2,36,0,40,2020-03-16,,,
73,Palestine,39,1,0,0,0,39,0,76,2020-03-16,,,
74,Morocco,38,10,1,0,1,36,1,10,2020-03-16,,,
75,Belarus,36,9,0,0,3,33,0,38,2020-03-16,,,
