index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,7735867,35155,281826,777,4634230,2819811,18434,0,0,0,0,2020-09-08
1,Asia,7976003,118361,155405,1645,6445897,1374701,19211,0,0,0,0,2020-09-08
2,South America,6788995,39952,220209,1122,5459996,1108790,15012,0,0,0,0,2020-09-08
3,Europe,3868008,36681,210748,471,2184435,1472825,6141,0,0,0,0,2020-09-08
4,Africa,1319605,7422,31787,212,1055238,232580,1464,0,0,0,0,2020-09-08
5,Oceania,29489,64,801,8,25168,3520,38,0,0,0,0,2020-09-08
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-08
7,World,27718688,237635,900791,4235,19805615,7012282,60304,3556,1156,0,0,2020-09-08
8,USA,6511980,26310,193973,439,3789506,2528501,14541,19652,585,88591007,267350,2020-09-08
9,India,4367436,89852,73923,1107,3396027,897486,8944,3159,53,50650128,36636,2020-09-08
10,Brazil,4165124,17330,127517,516,3397234,640373,8318,19569,599,14408116,67694,2020-09-08
11,Russia,1035789,5099,17993,122,850049,167747,2300,7097,123,38758184,265565,2020-09-08
12,Peru,691575,0,29976,0,522251,139348,1488,20921,907,3386625,102450,2020-09-08
13,Colombia,679513,7665,21817,202,541462,116234,863,13328,428,2996911,58782,2020-09-08
14,South Africa,640441,1079,15086,82,567729,57626,539,10773,254,3821162,64279,2020-09-08
15,Mexico,637509,3486,67781,223,446715,123013,2836,4935,525,1435703,11114,2020-09-08
16,Spain,534513,8964,29594,78,0,0,1034,11431,633,9987326,213595,2020-09-08
17,Argentina,500034,12027,10405,276,366590,123039,2719,11045,230,1412149,31192,2020-09-08
18,Chile,425541,1267,11682,30,397730,16129,930,22225,610,2669569,139426,2020-09-08
19,Iran,391112,2302,22542,132,337414,31156,3713,4645,268,3431646,40760,2020-09-08
20,UK,352560,2460,41586,32,0,0,77,5188,612,17619897,259295,2020-09-08
21,France,335524,6544,30764,38,88226,216534,574,5138,471,8500000,130167,2020-09-08
22,Bangladesh,329251,1892,4552,36,227809,96890,0,1996,28,1659697,10059,2020-09-08
23,Saudi Arabia,322237,781,4137,30,298246,19854,1428,9230,118,5406136,154844,2020-09-08
24,Pakistan,299233,330,6350,5,286157,6726,606,1350,29,2802210,12641,2020-09-08
25,Turkey,283270,1761,6782,52,253245,23243,1159,3352,80,7994029,94595,2020-09-08
26,Italy,280153,1370,35563,10,210801,33789,143,4635,588,9364213,154922,2020-09-08
27,Iraq,269578,4894,7657,68,206324,55597,505,6675,190,1718157,42544,2020-09-08
28,Germany,254956,1331,9409,4,230600,14947,223,3041,112,12383035,147708,2020-09-08
29,Philippines,241987,3260,3916,26,185178,52893,982,2203,36,2873578,26159,2020-09-08
30,Indonesia,200035,3046,8230,100,142958,48847,0,730,30,2484807,9067,2020-09-08
