index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,761135,1380,39515,93,77313,644307,14623,0,0,0,0,2020-04-18
1,Europe,1038544,9330,96709,481,293438,648397,28237,0,0,0,0,2020-04-18
2,Asia,362936,4752,14198,132,172993,175745,6352,0,0,0,0,2020-04-18
3,South America,73219,688,3354,36,26878,42987,7573,0,0,0,0,2020-04-18
4,Oceania,8084,45,80,4,5046,2958,60,0,0,0,0,2020-04-18
5,Africa,20652,233,1029,9,5013,14610,131,0,0,0,0,2020-04-18
6,,721,0,15,0,644,62,7,0,0,0,0,2020-04-18
7,World,2265291,16428,154900,755,581325,1529066,56983,291,199,0,0,2020-04-18
8,USA,710272,537,37175,21,63510,609587,13509,2146,112,3579797,10815,2020-04-18
9,Spain,191726,887,20043,41,74797,96886,7371,4101,429,930230,19896,2020-04-18
10,Italy,172434,0,22745,0,42727,106962,2812,2852,376,1244108,20577,2020-04-18
11,France,147969,0,18681,0,34420,94868,6027,2267,286,463662,7103,2020-04-18
12,Germany,141397,0,4352,0,85400,51645,5013,1688,52,1728357,20629,2020-04-18
13,UK,108692,0,14576,0,0,93772,1559,1601,215,438991,6467,2020-04-18
14,Iran,80868,1374,5031,73,55987,19850,3513,963,60,330137,3931,2020-04-18
15,Turkey,78546,0,1769,0,8631,68146,1845,931,21,558413,6621,2020-04-18
16,Belgium,37183,1045,5453,290,8348,23382,1119,3208,471,145997,12597,2020-04-18
17,Russia,36793,4785,313,40,3057,33423,8,252,2,1831892,12553,2020-04-18
18,Brazil,34221,539,2171,30,14026,18024,6634,161,10,62985,296,2020-04-18
19,Canada,31927,0,1310,0,10543,20074,557,846,35,507701,13452,2020-04-18
20,Netherlands,30449,0,3459,0,250,26740,1279,1777,202,154911,9041,2020-04-18
21,Switzerland,27404,326,1344,17,16400,9660,386,3166,155,216400,25004,2020-04-18
22,Portugal,19685,663,687,30,610,18388,228,1931,67,234207,22969,2020-04-18
23,Austria,14671,76,443,12,10214,4014,208,1629,49,169272,18795,2020-04-18
24,India,14425,73,488,2,2045,11892,0,10,4,335123,243,2020-04-18
25,Ireland,13980,0,530,0,77,13373,294,2831,107,90646,18358,2020-04-18
26,Peru,13489,0,300,0,6541,6648,137,409,9,127513,3867,2020-04-18
27,Sweden,13216,0,1400,0,550,11266,523,1309,139,74600,7387,2020-04-18
28,Israel,13107,125,158,7,3247,9702,167,1514,18,187250,21634,2020-04-18
29,S. Korea,10653,18,232,2,7937,2484,55,208,5,546463,10659,2020-04-18
30,Japan,9787,0,190,0,935,8662,193,77,2,100703,796,2020-04-18
31,Chile,9252,0,116,0,3621,5515,384,484,6,103873,5434,2020-04-18
32,Poland,8563,184,339,7,981,7243,160,226,9,179654,4747,2020-04-18
33,Ecuador,8450,0,421,0,838,7191,168,479,24,27868,1580,2020-04-18
34,Romania,8418,351,417,6,1730,6271,248,438,22,90991,4730,2020-04-18
35,Pakistan,7481,456,143,8,1832,5506,46,34,6,92548,419,2020-04-18
36,Saudi Arabia,7142,0,87,0,1049,6006,74,205,2,150000,4309,2020-04-18
