index,country_or_territory_name,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious_critical,total_cases_1m_pop,deaths_1m_pop,total_tests,tests_1m_pop,date
0,North America,8629733,61481,305377,1391,5470991,2853365,17733,0,0,0,0,2020-09-25
1,Asia,10056110,120160,186029,1788,8351527,1518554,20699,0,0,0,0,2020-09-25
2,South America,7821823,63173,246196,1663,6637024,938603,15809,0,0,0,0,2020-09-25
3,Europe,4750351,60449,219389,687,2463437,2067525,7926,0,0,0,0,2020-09-25
4,Africa,1451566,6947,34896,138,1199546,217124,1530,0,0,0,0,2020-09-25
5,Oceania,30997,129,909,9,28172,1916,22,0,0,0,0,2020-09-25
6,,721,0,15,0,651,55,4,0,0,0,0,2020-09-25
7,World,32741301,312339,992811,5676,24151348,7597142,63723,4200,1274,0,0,2020-09-25
8,USA,7235371,50149,208317,797,4475739,2551315,14164,21829,628,102459700,309119,2020-09-25
9,India,5901576,85473,93410,1093,4846168,961998,8944,4267,68,68928440,49834,2020-09-25
10,Brazil,4692579,32670,140709,826,4040949,510921,8318,22040,661,17900000,84072,2020-09-25
11,Russia,1136048,7212,20056,108,934146,181846,2300,7784,137,44300000,303530,2020-09-25
12,Colombia,798317,7494,25103,179,687477,85737,863,15651,492,3571117,70010,2020-09-25
13,Peru,794584,5654,32037,99,650948,111599,1368,24022,969,3804340,115012,2020-09-25
14,Spain,735198,4122,31232,114,0,0,1465,15723,668,11820505,252796,2020-09-25
15,Mexico,715457,5408,75439,490,514760,125258,2622,5536,584,1635790,12656,2020-09-25
16,Argentina,691235,12969,15208,442,536589,139438,3595,15262,336,1842991,40691,2020-09-25
17,South Africa,668529,1480,16312,29,599149,53068,539,11239,274,4117079,69216,2020-09-25
18,France,513034,15797,31661,150,94891,386482,1098,7856,485,10218319,156465,2020-09-25
19,Chile,453868,2222,12527,58,428580,12761,891,23695,654,3150848,164497,2020-09-25
20,Iran,439882,3563,25222,207,369842,44818,4023,5222,299,3879640,46054,2020-09-25
21,UK,423236,6874,41936,34,0,0,243,6227,617,23188836,341164,2020-09-25
22,Bangladesh,356767,1383,5093,21,267024,84650,0,2161,31,1888010,11438,2020-09-25
23,Iraq,341699,4593,8867,68,273266,59566,553,8452,219,2162547,53492,2020-09-25
